development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_therms,es_commodity,underlying_utility
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 04,AMR,,357,777,K035700,FEDERAL,NY005011310P,National Grid NYC,8106831,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,1004352,Y,145.54,T1A TRAN RES N-Ht,Yes,110.0,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 02,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,914228,N,116.37,T1A TRAN RES N-Ht,Yes,160.04,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 04,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,893715,N,130.72,T1A TRAN RES N-Ht,Yes,179.78,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 06,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,729157,N,86.14,T1A TRAN RES N-Ht,Yes,118.47,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 06,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,729155,Y,3.02,T1A TRAN RES N-Ht,Yes,4.16,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 05,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,644718,N,82.36,T1A TRAN RES N-Ht,Yes,113.27,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 09,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,539298,N,105.79,T1A TRAN RES N-Ht,Yes,145.49,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 20,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,464534,N,110.32,T1A TRAN RES N-Ht,Yes,151.72,UTILITY GAS,NatGrid NYC
BLAND,QUEENS,BLAND,BLD 04,NONE,,54,519,Q005400,FEDERAL,NY005011860P,CONSOLIDATED EDISON COMPANY OF NY,8144460,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3437898,Y,89.68,Trans Gen Non-Res,Yes,169.76,UTILITY GAS,ConEd
BAY VIEW,BROOKLYN,BAY VIEW,BLD 18,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,464180,N,176.05,T1A TRAN RES N-Ht,Yes,242.13,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 11,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,388237,Y,37.78,T1A TRAN RES N-Ht,Yes,51.96,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 10,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,388129,N,93.69,T1A TRAN RES N-Ht,Yes,128.86,UTILITY GAS,NatGrid NYC
BLAND,QUEENS,BLAND,BLD 03,NONE,,54,519,Q005400,FEDERAL,NY005011860P,CONSOLIDATED EDISON COMPANY OF NY,8144460,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3467230,Y,66.31,Trans Gen Non-Res,Yes,125.52,UTILITY GAS,ConEd
BAY VIEW,BROOKLYN,BAY VIEW,BLD 09,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,387641,Y,44.58,T1A TRAN RES N-Ht,Yes,61.31,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 13,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,387312,N,74.8,T1A TRAN RES N-Ht,Yes,102.88,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 21,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,386495,N,137.52,T1A TRAN RES N-Ht,Yes,189.13,UTILITY GAS,NatGrid NYC
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 01,AMR,,243,353,K024300,FEDERAL,NY005012430P,National Grid NYC,8106841,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,310593,N,186.06,T1A TRAN RES N-Ht,Yes,178.17,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 11,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,381805,N,86.9,T1A TRAN RES N-Ht,Yes,119.51,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 13,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,381447,N,63.47,T1A TRAN RES N-Ht,Yes,87.29,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 10,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,364863,N,67.25,T1A TRAN RES N-Ht,Yes,92.49,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 15,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,345153,Y,0.0,T1A TRAN RES N-Ht,Yes,0.0,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 19,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,331421,Y,44.58,T1A TRAN RES N-Ht,Yes,61.31,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 14,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,331383,N,23.42,T1A TRAN RES N-Ht,Yes,32.21,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 05,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,330331,N,56.67,T1A TRAN RES N-Ht,Yes,77.94,UTILITY GAS,NatGrid NYC
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 05,AMR,,243,353,K024300,FEDERAL,NY005012430P,National Grid NYC,8106870,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,5576868,N,187.33,T1A TRAN RES N-Ht,Yes,169.93,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 21,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,320591,N,0.0,T1A TRAN RES N-Ht,Yes,0.0,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 14,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,179352,N,106.54,T1A TRAN RES N-Ht,Yes,146.53,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 02,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,163096,N,0.0,T1A TRAN RES N-Ht,Yes,0.0,UTILITY GAS,NatGrid NYC
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 07,AMR,,243,353,K024300,FEDERAL,NY005012430P,National Grid NYC,8106874,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,810071,N,204.09,T1A TRAN RES N-Ht,Yes,194.82,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 16,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,77951,N,105.03,T1A TRAN RES N-Ht,Yes,144.45,UTILITY GAS,NatGrid NYC
BAY VIEW,BROOKLYN,BAY VIEW,BLD 22,AMR,,92,670,K009200,MIXED FINANCE/LLC1,NY005020920P,National Grid NYC,8107319,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,2304,Y,76.32,T1A TRAN RES N-Ht,Yes,104.96,UTILITY GAS,NatGrid NYC
BARUCH HOUSES ADDITION,MANHATTAN,BARUCH/BARUCH HOUSES ADDITION,,Not Applicable,,198,383,M019800,FEDERAL,NY005010600P,EAST COAST POWER & GAS,8192296,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416035110014,N,156.02,,Yes,512.0,BROKERED GAS,ConEd
BORINQUEN PLAZA II,BROOKLYN,BORINQUEN PLAZA II,BLD 11,AMR,,271,390,K027100,FEDERAL,NY005012430P,National Grid NYC,8106856,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,6597916,N,149.08,T1A TRAN RES N-Ht,Yes,139.45,UTILITY GAS,NatGrid NYC
BARUCH HOUSES ADDITION,MANHATTAN,BARUCH/BARUCH HOUSES ADDITION,BARUCH HOUSES ADDITION BLD 18,NONE,,198,383,M019800,FEDERAL,NY005010600P,CONSOLIDATED EDISON COMPANY OF NY,8189703,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3466866,N,292.56,Trans Gen Non-Res,Yes,512.0,UTILITY GAS,ConEd
BARUCH,MANHATTAN,BARUCH/BARUCH HOUSES ADDITION,BARUCH HOUSES ADDITION BLD 18,NONE,,60,215,M006000,FEDERAL,NY005010600P,CONSOLIDATED EDISON COMPANY OF NY,8189703,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3329626,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
BARUCH,MANHATTAN,BARUCH,,Not Applicable,,60,215,M006000,FEDERAL,NY005010600P,EAST COAST POWER & GAS,8192298,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416035212000,N,123.11,,Yes,404.0,BROKERED GAS,ConEd
BARUCH,MANHATTAN,BARUCH,BLD 12,NONE,,60,215,M006000,FEDERAL,NY005010600P,CONSOLIDATED EDISON COMPANY OF NY,8189714,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3659671,N,243.74,Trans Gen Non-Res,Yes,404.0,UTILITY GAS,ConEd
BARUCH,MANHATTAN,BARUCH,BLD 12,NONE,,60,215,M006000,FEDERAL,NY005010600P,CONSOLIDATED EDISON COMPANY OF NY,8189714,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3658541,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 03,AMR,,91,240,Q009100,FEDERAL,NY005010910P,National Grid NYC,8107330,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,6597695,N,39.19,T1A TRAN RES N-Ht,Yes,50.94,UTILITY GAS,NatGrid NYC
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 03,AMR,,91,240,Q009100,FEDERAL,NY005010910P,National Grid NYC,8107330,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,6597694,N,98.38,T1A TRAN RES N-Ht,Yes,127.88,UTILITY GAS,NatGrid NYC
BORINQUEN PLAZA II,BROOKLYN,BORINQUEN PLAZA II,BLD 10,AMR,,271,390,K027100,FEDERAL,NY005012430P,National Grid NYC,8106864,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,264039,N,178.32,T1A TRAN RES N-Ht,Yes,177.22,UTILITY GAS,NatGrid NYC
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 04,AMR,,91,240,Q009100,FEDERAL,NY005010910P,National Grid NYC,8107330,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,5481392,N,0.0,T1A TRAN RES N-Ht,Yes,0.0,UTILITY GAS,NatGrid NYC
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 05,AMR,,91,240,Q009100,FEDERAL,NY005010910P,National Grid NYC,8107330,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,5297784,N,17.59,T1A TRAN RES N-Ht,Yes,22.87,UTILITY GAS,NatGrid NYC
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 04,AMR,,91,240,Q009100,FEDERAL,NY005010910P,National Grid NYC,8107330,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,4565316,N,163.17,T1A TRAN RES N-Ht,Yes,212.09,UTILITY GAS,NatGrid NYC
BORINQUEN PLAZA II,BROOKLYN,BORINQUEN PLAZA II,BLD 14,AMR,,271,390,K027100,FEDERAL,NY005012430P,National Grid NYC,8106868,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,264409,N,37.92,T1A TRAN RES N-Ht,Yes,36.26,UTILITY GAS,NatGrid NYC
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 05,AMR,,91,240,Q009100,FEDERAL,NY005010910P,National Grid NYC,8107330,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,4528327,N,137.57,T1A TRAN RES N-Ht,Yes,178.82,UTILITY GAS,NatGrid NYC
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 02,AMR,,91,240,Q009100,FEDERAL,NY005010910P,National Grid NYC,8107330,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,811249,N,130.38,T1A TRAN RES N-Ht,Yes,169.47,UTILITY GAS,NatGrid NYC
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 01,AMR,,91,240,Q009100,FEDERAL,NY005010910P,National Grid NYC,8107330,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,465635,N,161.57,T1A TRAN RES N-Ht,Yes,210.01,UTILITY GAS,NatGrid NYC
BOSTON ROAD PLAZA,BRONX,BOSTON ROAD PLAZA,,Not Applicable,,189,304,B018900,FEDERAL,NY005010390P,EAST COAST POWER & GAS,8192141,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416167500009,N,163.33,,Yes,536.0,BROKERED GAS,ConEd
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 02,AMR,,91,240,Q009100,FEDERAL,NY005010910P,National Grid NYC,8107330,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,381989,N,85.59,T1A TRAN RES N-Ht,Yes,111.25,UTILITY GAS,NatGrid NYC
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 01,AMR,,91,240,Q009100,FEDERAL,NY005010910P,National Grid NYC,8107330,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,377900,N,20.8,T1A TRAN RES N-Ht,Yes,27.03,UTILITY GAS,NatGrid NYC
BAISLEY PARK,QUEENS,BAISLEY PARK,BLD 09,AMR,,91,240,Q009100,FEDERAL,NY005010910P,National Grid NYC,8107330,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,2016,N,32.8,T1A TRAN RES N-Ht,Yes,42.63,UTILITY GAS,NatGrid NYC
BAILEY AVENUE-WEST 193RD STREET,BRONX,BAILEY AVENUE-WEST 193RD STREET,,Not Applicable,,202,311,B020200,FEDERAL,NY005012020P,EAST COAST POWER & GAS,8192031,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416118200006,N,179.78,,Yes,590.0,BROKERED GAS,ConEd
BAILEY AVENUE-WEST 193RD STREET,BRONX,BAILEY AVENUE-WEST 193RD STREET,BLD 01,NONE,,202,311,B020200,FEDERAL,NY005012020P,CONSOLIDATED EDISON COMPANY OF NY,8144488,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3491480,N,97.49,Trans Gen Non-Res,Yes,175.46,UTILITY GAS,ConEd
BAILEY AVENUE-WEST 193RD STREET,BRONX,BAILEY AVENUE-WEST 193RD STREET,BLD 01,NONE,,202,311,B020200,FEDERAL,NY005012020P,CONSOLIDATED EDISON COMPANY OF NY,8144488,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3466372,N,230.32,Trans Gen Non-Res,Yes,414.54,UTILITY GAS,ConEd
AUDUBON,MANHATTAN,AUDUBON,,Not Applicable,,125,444,M012500,FEDERAL,NY005010030P,EAST COAST POWER & GAS,8192249,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416022600001,N,168.81,,Yes,554.0,BROKERED GAS,ConEd
BOULEVARD,BROOKLYN,BOULEVARD,BLD 03,AMR,,46,637,K004600,MIXED FINANCE/LLC2,NY005020460P,National Grid NYC,8107299,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,897751,N,294.45,T1A TRAN RES N-Ht,Yes,402.19,UTILITY GAS,NatGrid NYC
AUDUBON,MANHATTAN,AUDUBON,BLD 01,NONE,,125,444,M012500,FEDERAL,NY005010030P,CONSOLIDATED EDISON COMPANY OF NY,8076747,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3266554,Y,162.69,Trans Gen Non-Res,Yes,289.31,UTILITY GAS,ConEd
AUDUBON,MANHATTAN,AUDUBON,BLD 01,NONE,,125,444,M012500,FEDERAL,NY005010030P,CONSOLIDATED EDISON COMPANY OF NY,8076747,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3188018,Y,148.85,Trans Gen Non-Res,Yes,264.69,UTILITY GAS,ConEd
ATLANTIC TERMINAL SITE 4B,BROOKLYN,ATLANTIC TERMINAL SITE 4B,BLD 01,AMR,,256,384,K025600,FEDERAL,NY005011630P,National Grid NYC,8107011,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,4625211,N,512.89,T1A TRAN RES N-Ht,Yes,655.85,UTILITY GAS,NatGrid NYC
BOULEVARD,BROOKLYN,BOULEVARD,BLD 14,AMR,,46,637,K004600,MIXED FINANCE/LLC2,NY005020460P,National Grid NYC,8107299,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,898453,N,18.26,T1A TRAN RES N-Ht,Yes,24.94,UTILITY GAS,NatGrid NYC
ATLANTIC TERMINAL SITE 4B,BROOKLYN,ATLANTIC TERMINAL SITE 4B,BLD 01,AMR,,256,384,K025600,FEDERAL,NY005011630P,National Grid NYC,8107011,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,4565600,N,227.69,T1A TRAN RES N-Ht,Yes,291.15,UTILITY GAS,NatGrid NYC
ASTORIA,QUEENS,ASTORIA,,Not Applicable,,26,517,Q002600,FEDERAL,NY005000260P,EAST COAST POWER & GAS,8191992,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,295416000600009,N,924.74,,Yes,3034.98,BROKERED GAS,ConEd
ASTORIA,QUEENS,ASTORIA,BLD 15,NONE,,26,517,Q002600,FEDERAL,NY005000260P,CONSOLIDATED EDISON COMPANY OF NY,8160533,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3931257,N,61.93,Trans Gen Non-Res,Yes,129.67,UTILITY GAS,ConEd
BOULEVARD,BROOKLYN,BOULEVARD,BLD 01,AMR,,46,637,K004600,MIXED FINANCE/LLC2,NY005020460P,National Grid NYC,8107299,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,4655612,N,161.3,T1A TRAN RES N-Ht,Yes,220.32,UTILITY GAS,NatGrid NYC
ASTORIA,QUEENS,ASTORIA,BLD 10,NONE,,26,517,Q002600,FEDERAL,NY005000260P,CONSOLIDATED EDISON COMPANY OF NY,8160533,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3930424,N,38.34,Trans Gen Non-Res,Yes,80.27,UTILITY GAS,ConEd
ASTORIA,QUEENS,ASTORIA,BLD 11,NONE,,26,517,Q002600,FEDERAL,NY005000260P,CONSOLIDATED EDISON COMPANY OF NY,8160533,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3930422,N,34.41,Trans Gen Non-Res,Yes,72.04,UTILITY GAS,ConEd
ASTORIA,QUEENS,ASTORIA,BLD 11,NONE,,26,517,Q002600,FEDERAL,NY005000260P,CONSOLIDATED EDISON COMPANY OF NY,8160533,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3930414,N,44.73,Trans Gen Non-Res,Yes,93.65,UTILITY GAS,ConEd
ASTORIA,QUEENS,ASTORIA,BLD 10,NONE,,26,517,Q002600,FEDERAL,NY005000260P,CONSOLIDATED EDISON COMPANY OF NY,8160533,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3930405,N,36.87,Trans Gen Non-Res,Yes,77.19,UTILITY GAS,ConEd
ASTORIA,QUEENS,ASTORIA,BLD 12,NONE,,26,517,Q002600,FEDERAL,NY005000260P,CONSOLIDATED EDISON COMPANY OF NY,8160533,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3925220,N,9.83,Trans Gen Non-Res,Yes,20.58,UTILITY GAS,ConEd
ASTORIA,QUEENS,ASTORIA,BLD 12,NONE,,26,517,Q002600,FEDERAL,NY005000260P,CONSOLIDATED EDISON COMPANY OF NY,8160533,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3925215,N,22.12,Trans Gen Non-Res,Yes,46.31,UTILITY GAS,ConEd
ASTORIA,QUEENS,ASTORIA,BLD 22,NONE,,26,517,Q002600,FEDERAL,NY005000260P,CONSOLIDATED EDISON COMPANY OF NY,8160533,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3918598,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
BOULEVARD,BROOKLYN,BOULEVARD,BLD 06,AMR,,46,637,K004600,MIXED FINANCE/LLC2,NY005020460P,National Grid NYC,8107299,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,5387888,N,6.85,T1A TRAN RES N-Ht,Yes,9.35,UTILITY GAS,NatGrid NYC
ASTORIA,QUEENS,ASTORIA,BLD 09,NONE,,26,517,Q002600,FEDERAL,NY005000260P,CONSOLIDATED EDISON COMPANY OF NY,8160533,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3879830,N,39.81,Trans Gen Non-Res,Yes,83.36,UTILITY GAS,ConEd
ASTORIA,QUEENS,ASTORIA,BLD 22,NONE,,26,517,Q002600,FEDERAL,NY005000260P,CONSOLIDATED EDISON COMPANY OF NY,8160533,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3874557,N,0.0,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
ASTORIA,QUEENS,ASTORIA,BLD 23,NONE,,26,517,Q002600,FEDERAL,NY005000260P,CONSOLIDATED EDISON COMPANY OF NY,8160533,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3874553,N,17.7,Trans Gen Non-Res,Yes,37.05,UTILITY GAS,ConEd
BOULEVARD,BROOKLYN,BOULEVARD,BLD 10,AMR,,46,637,K004600,MIXED FINANCE/LLC2,NY005020460P,National Grid NYC,8107299,2019-08-01T00:00:00.000,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,6096739,N,54.02,T1A TRAN RES N-Ht,Yes,73.79,UTILITY GAS,NatGrid NYC
ASTORIA,QUEENS,ASTORIA,BLD 23,NONE,,26,517,Q002600,FEDERAL,NY005000260P,CONSOLIDATED EDISON COMPANY OF NY,8160533,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3874548,N,46.69,Trans Gen Non-Res,Yes,97.77,UTILITY GAS,ConEd
ASTORIA,QUEENS,ASTORIA,BLD 09,NONE,,26,517,Q002600,FEDERAL,NY005000260P,CONSOLIDATED EDISON COMPANY OF NY,8160533,2019-08-01T00:00:00.000,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3859039,N,79.14,Trans Gen Non-Res,Yes,165.7,UTILITY GAS,ConEd
