development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_therms,es_commodity,underlying_utility
CAREY GARDENS,BROOKLYN,CAREY GARDENS,BLD 01,AMR,"BLD 1-2,4",166.0,288,K016600,FEDERAL,NY005011660P,National Grid NYC,8107385,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06900296,N,5929.3,T3 TRAN MULT FAM,Yes,17883.0,UTILITY GAS,NatGrid NYC
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 09,AMR,,205.0,322,K020500,FEDERAL,NY005011670P,National Grid NYC,8107154,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,03907815,N,68.86,T1B TRAN RES HEAT,Exception,39.0,UTILITY GAS,NatGrid NYC
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 18,AMR,,302.0,565,K030200,FEDERAL,NY005012470P,National Grid NYC,8106953,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05965006,Y,159.11,T3 TRAN MULT FAM,Yes,259.0,UTILITY GAS,NatGrid NYC
BROWN,BROOKLYN,BROWN,BLD 01,Not Applicable,,325.0,336,K032500,FEDERAL,NY005012520P,DIRECT ENERGY BUSINESS (32179),8114493,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00498930001,N,694.86,,Yes,1714.0,BROKERED GAS,NatGrid NYC
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 06,Not Applicable,,335.0,751,B033500,FEDERAL,NY005013080P,EAST COAST POWER & GAS,8186820,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416208801002,N,147.76,,Exception,365.0,BROKERED GAS,ConEd
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 05,AMR,,243.0,353,K024300,FEDERAL,NY005012430P,National Grid NYC,8106869,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,04774544,N,376.19,T3 TRAN MULT FAM,Yes,748.0,UTILITY GAS,NatGrid NYC
REHAB PROGRAM (TAFT REHABS),MANHATTAN,REHAB PROGRAM (TAFT REHABS),BLD 01,NONE,BLD 2-3,516.0,295,M051600,FEDERAL,NY005013170P,CONSOLIDATED EDISON COMPANY OF NY,8076349,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3905772,N,344.99,Trans Gen Non-Res,Yes,628.0,UTILITY GAS,ConEd
REHAB PROGRAM (TAFT REHABS),MANHATTAN,REHAB PROGRAM (TAFT REHABS),BLD 01,Not Applicable,,516.0,295,M051600,FEDERAL,NY005013170P,EAST COAST POWER & GAS,8186981,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416066300005,N,254.22,,Yes,628.0,BROKERED GAS,ConEd
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 04,AMR,,205.0,322,K020500,FEDERAL,NY005011670P,National Grid NYC,8107159,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,00120907,N,71.27,T1B TRAN RES HEAT,Yes,41.0,UTILITY GAS,NatGrid NYC
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 07,AMR,,243.0,353,K024300,FEDERAL,NY005012430P,National Grid NYC,8106873,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06788400,N,588.53,T3 TRAN MULT FAM,Yes,1287.0,UTILITY GAS,NatGrid NYC
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 05,Not Applicable,,335.0,751,B033500,FEDERAL,NY005013080P,EAST COAST POWER & GAS,8186821,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416208901000,N,716.51,,Yes,1770.0,BROKERED GAS,ConEd
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 38,Not Applicable,,303.0,566,K030300,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114351,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098920001,N,91.62,,Yes,226.0,BROKERED GAS,NatGrid NYC
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 16,AMR,,243.0,353,K024300,FEDERAL,NY005012430P,National Grid NYC,8106875,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,01315715,N,25.55,T1B TRAN RES HEAT,Exception,0.0,UTILITY GAS,NatGrid NYC
REHAB PROGRAM (WISE REHAB),MANHATTAN,REHAB PROGRAM (WISE REHAB),BLD 01,NONE,,517.0,298,M051700,FEDERAL,NY005011270P,CONSOLIDATED EDISON COMPANY OF NY,8074579,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3562636,N,31.39,Trans Gen Non-Res,Yes,0.0,UTILITY GAS,ConEd
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 05,AMR,,205.0,322,K020500,FEDERAL,NY005011670P,National Grid NYC,8107158,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,00120939,N,76.11,T1B TRAN RES HEAT,Yes,45.0,UTILITY GAS,NatGrid NYC
REHAB PROGRAM (WISE REHAB),MANHATTAN,REHAB PROGRAM (WISE REHAB),BLD 01,Not Applicable,,517.0,298,M051700,FEDERAL,NY005011270P,EAST COAST POWER & GAS,8186974,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416063900005,N,374.44,,Yes,925.0,BROKERED GAS,ConEd
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 04 - Community Center,Not Applicable,Community Center,243.0,353,K224300,FEDERAL,NY005012430P,DIRECT ENERGY BUSINESS (32179),8114305,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00057300121,,0.0,,Yes,0.0,BROKERED GAS,NatGrid NYC
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 50,Not Applicable,,303.0,566,K030300,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114348,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098916301,N,83.92,,Yes,207.0,BROKERED GAS,NatGrid NYC
REID APARTMENTS,BROOKLYN,REID APARTMENTS,BLD 01,Not Applicable,,167.0,283,K016700,FEDERAL,NY005011670P,DIRECT ENERGY BUSINESS (32179),8114438,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00328910010,N,1422.95,,Yes,3510.0,BROKERED GAS,NatGrid NYC
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 03,AMR,,205.0,322,K020500,FEDERAL,NY005011670P,National Grid NYC,8107160,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,04539103,N,41.06,T1B TRAN RES HEAT,Yes,16.0,UTILITY GAS,NatGrid NYC
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 08,AMR,BLD 8,243.0,353,K024300,FEDERAL,NY005012430P,National Grid NYC,8106876,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05380963,N,674.45,T3 TRAN MULT FAM,Yes,1554.0,UTILITY GAS,NatGrid NYC
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 01,AMR,,205.0,322,K020500,FEDERAL,NY005011670P,National Grid NYC,8107162,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,03633611,N,96.46,T1B TRAN RES HEAT,Exception,77.0,UTILITY GAS,NatGrid NYC
RIIS II,MANHATTAN,RIIS/RIIS II,RIIS BLD 13,NONE,,19.0,372,M001900,FEDERAL,NY005010180P,CONSOLIDATED EDISON COMPANY OF NY,8074388,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3382762-31.7%,Y,12681.84,Trans Res MultiDwell Heat Dual,Yes,23901.48,UTILITY GAS,ConEd
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 07,NONE,,335.0,751,B033500,FEDERAL,NY005013080P,CONSOLIDATED EDISON COMPANY OF NY,8077203,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3950075,Y,239.45,Trans Res MultiDwell Heat,Yes,287.0,UTILITY GAS,ConEd
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 04,Not Applicable,,243.0,353,K024300,FEDERAL,NY005012430P,DIRECT ENERGY BUSINESS (32179),8114310,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00058921222,N,371.75,,Yes,917.0,BROKERED GAS,NatGrid NYC
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 01,Not Applicable,,243.0,353,K024300,FEDERAL,NY005012430P,DIRECT ENERGY BUSINESS (32179),8114307,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00058920020,N,651.48,,Yes,1607.0,BROKERED GAS,NatGrid NYC
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 07,Not Applicable,,335.0,751,B033500,FEDERAL,NY005013080P,EAST COAST POWER & GAS,8186823,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416209101006,N,116.17,,Yes,287.0,BROKERED GAS,ConEd
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 04,Not Applicable,,302.0,565,K030200,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114489,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00488930111,N,136.21,,Yes,336.0,BROKERED GAS,NatGrid NYC
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 02,Not Applicable,,243.0,353,K024300,FEDERAL,NY005012430P,DIRECT ENERGY BUSINESS (32179),8114308,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00058920420,N,762.56,,Yes,1881.0,BROKERED GAS,NatGrid NYC
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 15,Not Applicable,,205.0,322,K020500,FEDERAL,NY005011670P,DIRECT ENERGY BUSINESS (32179),8114440,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00328920140,N,8.92,,Yes,22.0,BROKERED GAS,NatGrid NYC
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 04,Not Applicable,,335.0,751,B033500,FEDERAL,NY005013080P,EAST COAST POWER & GAS,8186824,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416209201004,N,121.44,,Exception,300.0,BROKERED GAS,ConEd
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 03,Not Applicable,,302.0,565,K030200,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114488,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00488930011,N,90.4,,Yes,223.0,BROKERED GAS,NatGrid NYC
RUTGERS,MANHATTAN,RUTGERS,BLD 03,NONE,,99.0,439,M009900,MIXED FINANCE/LLC1,NY005020990P,CONSOLIDATED EDISON COMPANY OF NY,8072474,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3891448,N,2308.61,Trans Res MultiDwell Heat,Yes,3378.0,UTILITY GAS,ConEd
RUTGERS,MANHATTAN,RUTGERS,BLD 03,Not Applicable,,99.0,439,M009900,MIXED FINANCE/LLC1,NY005020990P,EAST COAST POWER & GAS,8186940,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416037007002,N,1367.43,,Yes,3378.0,BROKERED GAS,ConEd
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 14,Not Applicable,,205.0,322,K020500,FEDERAL,NY005011670P,DIRECT ENERGY BUSINESS (32179),8114441,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00328920240,N,16.26,,Exception,40.1,BROKERED GAS,NatGrid NYC
RUTGERS,MANHATTAN,RUTGERS,BLD 02,Not Applicable,BLD 2,99.0,439,M009900,MIXED FINANCE/LLC1,NY005020990P,EAST COAST POWER & GAS,8186941,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416037009016,N,14.16,,Exception,35.0,BROKERED GAS,ConEd
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 04,Not Applicable,,243.0,353,K024300,FEDERAL,NY005012430P,DIRECT ENERGY BUSINESS (32179),8114309,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00058920820,N,666.88,,Yes,1645.0,BROKERED GAS,NatGrid NYC
BROWN,BROOKLYN,BROWN,BLD 01,Not Applicable,,325.0,336,K032500,FEDERAL,NY005012520P,DIRECT ENERGY BUSINESS (32179),8114494,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00498930020,,0.0,,Yes,0.0,BROKERED GAS,NatGrid NYC
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 33,Not Applicable,,303.0,566,K030300,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114350,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098917481,N,82.7,,Yes,204.0,BROKERED GAS,NatGrid NYC
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 04,NONE,,335.0,751,B033500,FEDERAL,NY005013080P,CONSOLIDATED EDISON COMPANY OF NY,8077194,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3465979,Y,248.49,Trans Res MultiDwell Heat,Exception,300.0,UTILITY GAS,ConEd
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 16,Not Applicable,,243.0,353,K024300,FEDERAL,NY005012430P,DIRECT ENERGY BUSINESS (32179),8114324,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00068921240,,0.0,,Yes,0.0,BROKERED GAS,NatGrid NYC
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 05,Not Applicable,,243.0,353,K024300,FEDERAL,NY005012430P,DIRECT ENERGY BUSINESS (32179),8114321,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00068920020,N,303.24,,Yes,748.0,BROKERED GAS,NatGrid NYC
CLAREMONT REHAB (GROUP 5),BRONX,CLAREMONT REHAB (GROUP 5),BLD 01,Not Applicable,,336.0,752,B033600,FEDERAL,NY005013080P,EAST COAST POWER & GAS,8186763,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416157601007,N,717.72,,Exception,1773.0,BROKERED GAS,ConEd
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 12,Not Applicable,,205.0,322,K020500,FEDERAL,NY005011670P,DIRECT ENERGY BUSINESS (32179),8114445,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00328925040,N,7.3,,Yes,18.0,BROKERED GAS,NatGrid NYC
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 06,Not Applicable,,243.0,353,K024300,FEDERAL,NY005012430P,DIRECT ENERGY BUSINESS (32179),8114322,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00068920420,N,549.32,,Yes,1355.0,BROKERED GAS,NatGrid NYC
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 03,NONE,,335.0,751,B033500,FEDERAL,NY005013080P,CONSOLIDATED EDISON COMPANY OF NY,8077185,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3792484,N,176.78,Trans Res MultiDwell Heat,Yes,197.0,UTILITY GAS,ConEd
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 11,Not Applicable,,205.0,322,K020500,FEDERAL,NY005011670P,DIRECT ENERGY BUSINESS (32179),8114446,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00328925140,N,20.68,,Yes,51.0,BROKERED GAS,NatGrid NYC
SACK WERN,BRONX,SACK WERN,BLD 04,NONE,,280.0,506,B028000,FEDERAL,NY005012800P,CONSOLIDATED EDISON COMPANY OF NY,8078620,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3512680,N,21.96,Trans Res MultiDwell Heat,Yes,0.0,UTILITY GAS,ConEd
CLAREMONT REHAB (GROUP 3),BRONX,CLAREMONT REHAB (GROUP 3),BLD 03,Not Applicable,,308.0,750,B030800,FEDERAL,NY005013080P,EAST COAST POWER & GAS,8186761,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416157000002,N,145.32,,Yes,359.0,BROKERED GAS,ConEd
45 ALLEN STREET,MANHATTAN,ALLEN STREET,BLD 01,Not Applicable,,265.0,380,M026500,FEDERAL,NY005011000P,EAST COAST POWER & GAS,8186843,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416010710010,N,611.66,,Exception,1511.0,BROKERED GAS,ConEd
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 03,Not Applicable,,335.0,751,B033500,FEDERAL,NY005013080P,EAST COAST POWER & GAS,8186825,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416209301002,N,79.75,,Yes,197.0,BROKERED GAS,ConEd
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 01,NONE,,335.0,751,B033500,FEDERAL,NY005013080P,CONSOLIDATED EDISON COMPANY OF NY,8077169,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3198421,Y,348.02,Trans Res MultiDwell Heat,Exception,443.0,UTILITY GAS,ConEd
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),BLD 01,AMR,,239.0,335,K023900,FEDERAL,NY005011660P,National Grid NYC,8107370,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,07216950,N,45.61,T3 TRAN MULT FAM,Yes,0.0,UTILITY GAS,NatGrid NYC
BORINQUEN PLAZA II,BROOKLYN,BORINQUEN PLAZA II,BLD 13,AMR,,271.0,390,K027100,FEDERAL,NY005012430P,National Grid NYC,8106859,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,09218428,N,709.86,T3 TRAN MULT FAM,Yes,1664.0,UTILITY GAS,NatGrid NYC
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 26,Not Applicable,,303.0,566,K030300,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114357,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098922011,N,92.43,,Yes,228.0,BROKERED GAS,NatGrid NYC
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 23,AMR,,302.0,565,K030200,FEDERAL,NY005012470P,National Grid NYC,8106957,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,06788377,Y,312.27,T3 TRAN MULT FAM,Exception,604.0,UTILITY GAS,NatGrid NYC
CONEY ISLAND I (SITE 1B),BROOKLYN,CONEY ISLAND I (SITE 1B),BLD 01,Not Applicable,,239.0,335,K023900,FEDERAL,NY005011660P,DIRECT ENERGY BUSINESS (32179),8114536,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,02308910111,N,1954.84,,Yes,4822.0,BROKERED GAS,NatGrid NYC
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 03,Not Applicable,,205.0,322,K020500,FEDERAL,NY005011670P,DIRECT ENERGY BUSINESS (32179),8114454,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00328925940,N,6.49,,Yes,16.0,BROKERED GAS,NatGrid NYC
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 30,Not Applicable,,303.0,566,K030300,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114359,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098922701,N,82.3,,Yes,203.0,BROKERED GAS,NatGrid NYC
SAINT MARY'S PARK,BRONX,SAINT MARYS PARK,BLD 03,Not Applicable,,93.0,673,B009300,MIXED FINANCE/LLC1,NY005020930P,EAST COAST POWER & GAS,8186726,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416130110001,N,10914.76,,Yes,26963.0,BROKERED GAS,ConEd
BORINQUEN PLAZA I,BROOKLYN,BORINQUEN PLAZA I,BLD 08,Not Applicable,BLD 8,243.0,353,K024300,FEDERAL,NY005012430P,DIRECT ENERGY BUSINESS (32179),8114325,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00068921420,N,629.99,,Yes,1554.0,BROKERED GAS,NatGrid NYC
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 07,Not Applicable,,205.0,322,K020500,FEDERAL,NY005011670P,DIRECT ENERGY BUSINESS (32179),8114450,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00328925540,N,17.03,,Exception,42.0,BROKERED GAS,NatGrid NYC
CLAREMONT REHAB (GROUP 4),BRONX,CLAREMONT REHAB (GROUP 4),BLD 01,Not Applicable,,335.0,751,B033500,FEDERAL,NY005013080P,EAST COAST POWER & GAS,8186826,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416209311001,N,179.33,,Exception,443.0,BROKERED GAS,ConEd
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 29,Not Applicable,,303.0,566,K030300,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114358,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098922511,N,97.7,,Yes,241.0,BROKERED GAS,NatGrid NYC
BORINQUEN PLAZA II,BROOKLYN,BORINQUEN PLAZA II,BLD 11,AMR,,271.0,390,K027100,FEDERAL,NY005012430P,National Grid NYC,8106855,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,09644575,N,663.52,T3 TRAN MULT FAM,Yes,1520.0,UTILITY GAS,NatGrid NYC
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 45,Not Applicable,,377.0,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8186891,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416030531008,N,154.23,,Yes,381.0,BROKERED GAS,ConEd
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 08,AMR,,302.0,565,K030200,FEDERAL,NY005012470P,National Grid NYC,8107221,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,04652469,N,191.96,T3 TRAN MULT FAM,Exception,333.0,UTILITY GAS,NatGrid NYC
BUSHWICK II (GROUPS A & C),BROOKLYN,BUSHWICK II (GROUPS A & C),BLD 05,Not Applicable,,302.0,565,K030200,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114491,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00488930331,N,62.84,,Yes,155.0,BROKERED GAS,NatGrid NYC
CLAREMONT REHAB (GROUP 5),BRONX,CLAREMONT REHAB (GROUP 5),BLD 01,NONE,,336.0,752,B033600,FEDERAL,NY005013080P,CONSOLIDATED EDISON COMPANY OF NY,8065753,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3032982,Y,1273.86,GS3,Exception,1773.0,UTILITY GAS,ConEd
BORINQUEN PLAZA II,BROOKLYN,BORINQUEN PLAZA II,BLD 09,AMR,,271.0,390,K027100,FEDERAL,NY005012430P,National Grid NYC,8106857,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05237234,N,600.11,T3 TRAN MULT FAM,Yes,1323.0,UTILITY GAS,NatGrid NYC
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 22,NONE,,377.0,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8076441,2019-08,2019-07-24T00:00:00.000,2019-08-22T00:00:00.000,29,3534405,N,180.27,Trans Res MultiDwell Heat,Yes,202.0,UTILITY GAS,ConEd
BROWNSVILLE,BROOKLYN,BROWNSVILLE,BLD 14,AMR,BLD 1-27,16.0,512,K001600,FEDERAL,NY005000160P,National Grid NYC,8107258,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,09320422,N,13553.01,T3 TRAN MULT FAM,Yes,41573.0,UTILITY GAS,NatGrid NYC
BUSHWICK II (GROUPS B & D),BROOKLYN,BUSHWICK II (GROUPS B & D),BLD 32,Not Applicable,,303.0,566,K030300,FEDERAL,NY005012470P,DIRECT ENERGY BUSINESS (32179),8114361,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00098922921,N,138.24,,Yes,341.0,BROKERED GAS,NatGrid NYC
CLAREMONT REHAB (GROUP 5),BRONX,CLAREMONT REHAB (GROUP 5),BLD 03,Not Applicable,,336.0,752,B033600,FEDERAL,NY005013080P,EAST COAST POWER & GAS,8186817,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,395416208501008,N,463.91,,Yes,1146.0,BROKERED GAS,ConEd
BORINQUEN PLAZA II,BROOKLYN,BORINQUEN PLAZA II,BLD 12,AMR,,271.0,390,K027100,FEDERAL,NY005012430P,National Grid NYC,8106862,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,05863142,N,620.4,T3 TRAN MULT FAM,Yes,1386.0,UTILITY GAS,NatGrid NYC
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 20,Not Applicable,,377.0,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8186902,2019-08,2019-07-24T00:00:00.000,2019-08-21T00:00:00.000,28,495416032131005,N,91.08,,Exception,225.0,BROKERED GAS,ConEd
BROWNSVILLE,BROOKLYN,BROWNSVILLE,BLD 14,Not Applicable,,16.0,512,K001600,FEDERAL,NY005000160P,DIRECT ENERGY BUSINESS (32179),8114502,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00538900501,N,16853.69,,Yes,41573.0,BROKERED GAS,NatGrid NYC
BORINQUEN PLAZA II,BROOKLYN,BORINQUEN PLAZA II,BLD 10,AMR,,271.0,390,K027100,FEDERAL,NY005012430P,National Grid NYC,8106863,2019-08,2019-07-26T00:00:00.000,2019-08-27T00:00:00.000,32,04984388,N,538.65,T3 TRAN MULT FAM,Yes,1132.0,UTILITY GAS,NatGrid NYC
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 01,Not Applicable,,205.0,322,K020500,FEDERAL,NY005011670P,DIRECT ENERGY BUSINESS (32179),8114456,2019-08,2019-07-27T00:00:00.000,2019-08-27T00:00:00.000,31,00328926140,N,31.22,,Exception,77.0,BROKERED GAS,NatGrid NYC
