development_name,borough,account_name,location,meter_amr,meter_scope,tds,edp,rc_code,funding_source,amp,vendor_name,umis_bill_id,revenue_month,service_start_date,service_end_date,days,meter_number,estimated,current_charges,rate_class,bill_analyzed,consumption_hcf,water_sewer_charges,other_charges
QUEENSBRIDGE NORTH,QUEENS,QUEENSBRIDGE NORTH,BLD 11,AMR,,505,398,Q050500,FEDERAL,NY005005050P,NEW YORK CITY WATER BOARD,8007924,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E14032543,N,10433.32,Basic Water and Sewer,Yes,1017,10433.32,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 21,AMR,BLD 21,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8004332,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,K14040273,N,8204.27,Basic Water and Sewer,Yes,799,8204.27,0.0
FHA REPOSSESSED HOUSES (GROUP VII),FHA,FHA REPOSSESSED HOUSES (GROUP VII),146-23 176TH STREET,AMR,,274,396,Q027400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999473,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48009852,N,41.88,Basic Water and Sewer,Yes,0,0.0,41.88
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 19,AMR,BLD 19,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8007622,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E12292734,N,15361.06,Basic Water and Sewer,Yes,1497,15361.06,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),102-36 187TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999296,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,B15006290,N,143.52,Basic Water and Sewer,Yes,14,143.52,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 01,AMR,BLD 01,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8002661,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E22317869,N,246.86,Basic Water and Sewer,Yes,24,246.86,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),114-34 146TH STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999305,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E21226991,N,85.03,Basic Water and Sewer,Yes,8,85.03,0.0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 01,NONE,BLD 01,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8004037,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E15282911,N,6329.99,Basic Water and Sewer,Yes,617,6329.99,0.0
QUEENSBRIDGE SOUTH,QUEENS,QUEENSBRIDGE SOUTH,BLD 14&16,NONE,STORE 14-20,5,843,Q000500,FEDERAL,NY005000050P,NEW YORK CITY WATER BOARD,7999273,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,K98782668,Y,3956.25,Basic Water and Sewer,Yes,385,3956.25,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 24,AMR,BLD 24,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8003243,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E15210031,N,5122.22,Basic Water and Sewer,Yes,499,5122.22,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 25,AMR,BLD 25,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8003067,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,O77670575,N,6605.74,Basic Water and Sewer,Yes,644,6605.74,0.0
BAY VIEW,BROOKLYN,BAY VIEW,BLD 25 - Community Center,NONE,Community Center,92,670,K209200,MIXED FINANCE/LLC1,NY005020920P,NEW YORK CITY WATER BOARD,7999261,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E17250205,N,41.88,Basic Water and Sewer,Yes,3,41.88,0.0
PARK ROCK REHAB,BROOKLYN,PARK ROCK REHAB,BLD 2,,,351,765,K035100,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8062464,2019-07,2019-05-12T00:00:00.000,2019-08-12T00:00:00.000,92,O78610321,N,6485.0,Basic Water and Sewer,Yes,635,6485.0,0.0
FHA REPOSSESSED HOUSES (GROUP III),FHA,FHA REPOSSESSED HOUSES (GROUP III),115-21 135TH STREET,AMR,,213,340,Q021300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999344,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,E20579777,Y,133.64,Basic Water and Sewer,Yes,13,133.64,0.0
PARK ROCK REHAB,BROOKLYN,PARK ROCK REHAB,BLD 1,,,351,765,K035100,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8062472,2019-07,2019-05-12T00:00:00.000,2019-08-12T00:00:00.000,92,O78610289,N,2053.38,Basic Water and Sewer,Yes,201,2053.38,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 14,AMR,BLD 14,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8000008,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,G13013630,N,0.0,Basic Water and Sewer,Yes,129,0.0,0.0
POLO GROUNDS TOWERS,MANHATTAN,POLO GROUNDS TOWERS,BLD 08 - Community Center,AMR,Community Center,149,260,M214900,FEDERAL,NY005001490P,NEW YORK CITY WATER BOARD,7997199,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V84010435,N,353.72,Basic Water and Sewer,Yes,34,353.72,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 14,AMR,BLD 14,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8000008,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,K16792339,N,6150.97,Basic Water and Sewer,Yes,599,6150.97,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),458 ATKINS AVENUE,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999287,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V52207587,N,51.2,Basic Water and Sewer,Yes,5,51.2,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),124-18 135TH PLACE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999540,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48019927,N,41.88,Basic Water and Sewer,Yes,3,41.88,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),367 DOUGLASS STREET,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999712,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,N52057097,N,174.74,Basic Water and Sewer,Yes,17,174.74,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),110-05 225TH STREET,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7997211,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,K14821593,N,41.88,Basic Water and Sewer,Yes,0,0.0,41.88
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),113-30 200th Street,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999216,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19354370,N,154.08,Basic Water and Sewer,Yes,15,154.08,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),447 EFFINGHAM AVENUE,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003410,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,E19361969,Y,61.82,Basic Water and Sewer,Yes,6,61.82,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),130-34 147TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8004127,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E21224675,N,174.52,Basic Water and Sewer,Yes,17,174.52,0.0
UNION AVENUE-EAST 166TH STREET,BRONX,UNION AVENUE-EAST 166TH STREET,BLD 04,AMR,,356,768,B035600,FEDERAL,NY005013420P,NEW YORK CITY WATER BOARD,7999125,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E15896623,N,2679.25,Basic Water and Sewer,Yes,261,2679.25,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),219-30 102ND AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8004317,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E21226217,N,41.88,Basic Water and Sewer,Yes,2,41.88,0.0
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),353 BERRIMAN STREET,NONE,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8014183,2019-07,2019-06-30T00:00:00.000,2019-07-29T00:00:00.000,29,N51521740,N,454.7,Basic Water and Sewer,Yes,44,454.7,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),174-36 126TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7997208,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48009383,N,123.07,Basic Water and Sewer,Yes,12,123.07,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 06,AMR,BLD 06,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,7999250,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20291369,N,225.72,Basic Water and Sewer,Yes,22,225.72,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 23,AMR,BLD 23,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8007541,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,O77670569,N,12620.66,Basic Water and Sewer,Yes,1232,12620.66,0.0
FHA REPOSSESSED HOUSES (GROUP II),FHA,FHA REPOSSESSED HOUSES (GROUP II),444 TORRY AVENUE,AMR,,212,327,Q021200,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999018,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,K16830957,N,112.97,Basic Water and Sewer,Yes,11,112.97,0.0
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),,NONE,,51,573,Q005100,FEDERAL,NY005010980P,NEW YORK CITY WATER BOARD,7999378,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,N51387759,Y,40.61,Basic Water and Sewer,Yes,1,40.61,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),120-56 233RD STREET,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003427,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19265753,N,297.83,Basic Water and Sewer,Yes,29,297.83,0.0
FHA REPOSSESSED HOUSES (GROUP III),FHA,FHA REPOSSESSED HOUSES (GROUP III),111-32 209TH STREET,AMR,,213,340,Q021300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8002588,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20304849,N,92.3,Basic Water and Sewer,Yes,9,92.3,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 13,AMR,BLD 13,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,8004916,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20372610,N,225.72,Basic Water and Sewer,Yes,22,225.72,0.0
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),,NONE,,51,573,Q005100,FEDERAL,NY005010980P,NEW YORK CITY WATER BOARD,8003300,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,R32599613,Y,40.61,Basic Water and Sewer,Yes,1,40.61,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 18,AMR,BLD 18,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,7999321,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,K16792342,N,2165.57,Basic Water and Sewer,Yes,211,2165.57,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 22,AMR,BLD 22,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8011360,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,O77670576,N,9531.3,Basic Water and Sewer,Yes,928,9531.3,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 15,NONE,,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8000241,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,N28574008,Y,2867.13,Basic Water and Sewer,Yes,279,2867.13,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),115-21 200TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999320,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E21225014,N,82.2,Basic Water and Sewer,Yes,8,82.2,0.0
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),,NONE,,51,573,Q005100,FEDERAL,NY005010980P,NEW YORK CITY WATER BOARD,7999806,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,N51387763,Y,40.61,Basic Water and Sewer,Yes,1,40.61,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),188-56 120TH ROAD,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999862,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19405254,N,81.97,Basic Water and Sewer,Yes,8,81.97,0.0
FHA REPOSSESSED HOUSES (GROUP VI),FHA,FHA REPOSSESSED HOUSES (GROUP VI),105-36 FARMERS BOULEVARD,AMR,,273,395,Q027300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003718,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19469155,N,92.54,Basic Water and Sewer,Yes,9,92.54,0.0
FHA REPOSSESSED HOUSES (GROUP VI),FHA,FHA REPOSSESSED HOUSES (GROUP VI),180-15 144TH AVENUE,AMR,,273,395,Q027300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8004562,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48022683,N,71.87,Basic Water and Sewer,Yes,7,71.87,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),131-27 135TH PLACE,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8005120,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48023530,N,380.03,Basic Water and Sewer,Yes,37,380.03,0.0
MORRISANIA AIR RIGHTS,BRONX,MORRISANIA AIR RIGHTS,Lot,,Lot,267,385,B026700,FEDERAL,NY005011410P,NEW YORK CITY WATER BOARD,8043817,2019-07,2019-06-30T00:00:00.000,2019-08-04T00:00:00.000,35,V52296799,N,44.42,Basic Water and Sewer,Yes,0,44.42,0.0
HOWARD AVENUE,BROOKLYN,HOWARD AVENUE,BLD 03,NONE,,339,782,K033900,FEDERAL,NY005013510P,NEW YORK CITY WATER BOARD,8004343,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,O78997367,Y,5980.65,Basic Water and Sewer,Yes,582,5980.65,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 13,AMR,BLD 13,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,7999820,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,G11023092,N,41.88,Basic Water and Sewer,Yes,0,41.88,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 18,AMR,BLD 18,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,7999321,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,G13008289,N,0.0,Basic Water and Sewer,Yes,66,0.0,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 26,AMR,BLD 26,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8000015,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E13010005,N,7286.4,Basic Water and Sewer,Yes,710,7286.4,0.0
MELROSE,BRONX,MELROSE,BLD 09 - Community Center,AMR,Community Center,28,523,B202800,FEDERAL,NY005010280P,NEW YORK CITY WATER BOARD,7999140,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,N31934550,N,391.07,Basic Water and Sewer,Yes,38,391.07,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),163-34 CLAUDE AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7997212,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48012858,N,74.69,Basic Water and Sewer,Yes,7,74.69,0.0
FHA REPOSSESSED HOUSES (GROUP III),FHA,FHA REPOSSESSED HOUSES (GROUP III),213-34 NASHVILLE BOULEVARD,AMR,,213,340,Q021300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999328,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20445419,N,81.97,Basic Water and Sewer,Yes,8,81.97,0.0
MARLBORO,BROOKLYN,MARLBORO,BLD 29,AMR,BOILER PLANT,83,426,K008300,MIXED FINANCE/LLC1,NY005020830P,NEW YORK CITY WATER BOARD,8006748,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E14262604,N,6049.02,Basic Water and Sewer,Yes,589,6049.02,0.0
BERRY STREET-SOUTH 9TH STREET,BROOKLYN,BERRY STREET-SOUTH 9TH STREET,BLD 03,AMR,BLD 03,357,777,K035700,FEDERAL,NY005011310P,NEW YORK CITY WATER BOARD,8002953,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,O78363667,N,5099.29,Basic Water and Sewer,Yes,498,5099.29,0.0
BUSHWICK II CDA (GROUP E),BROOKLYN,BUSHWICK II CDA (GROUP E),BLD 02,AMR,BLD 02,324,758,K032400,FEDERAL,NY005012470P,NEW YORK CITY WATER BOARD,7991792,2019-07,2019-06-30T00:00:00.000,2019-07-18T00:00:00.000,18,E14293103,N,3885.62,Basic Water and Sewer,Yes,376,3885.62,0.0
FHA REPOSSESSED HOUSES (GROUP VI),FHA,FHA REPOSSESSED HOUSES (GROUP VI),116-31 FARMERS BOULEVARD,AMR,,273,395,Q027300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999204,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19319616,N,41.88,Basic Water and Sewer,Yes,3,41.88,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),138-20 102ND AVENUE,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999832,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48002806,N,133.41,Basic Water and Sewer,Yes,13,133.41,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 12,AMR,BLD 12,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8004859,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E13272716,N,7355.7,Basic Water and Sewer,Yes,717,7355.7,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 15,AMR,BLD 15,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8003473,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E132272916,N,7600.46,Basic Water and Sewer,Yes,741,7600.46,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 16,AMR,BLD 16,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8011144,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,G17003745,N,10545.36,Basic Water and Sewer,Yes,1025,10545.36,0.0
FHA REPOSSESSED HOUSES (GROUP IV),FHA,FHA REPOSSESSED HOUSES (GROUP IV),184-20 EDGEWOOD AVENUE,AMR,,226,345,Q022600,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8004581,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20405182,N,82.2,Basic Water and Sewer,Yes,8,82.2,0.0
FHA REPOSSESSED HOUSES (GROUP VI),FHA,FHA REPOSSESSED HOUSES (GROUP VI),117-24 143RD STREET,AMR,,273,395,Q027300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999335,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48012503,N,43.69,Basic Water and Sewer,Yes,4,43.69,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 20,AMR,BLD 20,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8005036,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,K16792337,N,4488.97,Basic Water and Sewer,Yes,437,4488.97,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),114-11 130TH STREET,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8004153,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48018570,N,41.88,Basic Water and Sewer,Yes,0,0.0,41.88
FHA REPOSSESSED HOUSES (GROUP IX),FHA,FHA REPOSSESSED HOUSES (GROUP IX),165-17 116TH AVENUE,AMR,,283,376,Q028300,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8004806,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,V48012112,N,41.88,Basic Water and Sewer,Yes,2,41.88,0.0
MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,MARCY AVENUE-GREENE AVENUE SITE B,BLD 03,NONE,,358,804,K035800,FEDERAL,NY005013590P,NEW YORK CITY WATER BOARD,7992029,2019-07,2019-06-18T00:00:00.000,2019-07-17T00:00:00.000,29,E15220520,N,3559.67,Basic Water and Sewer,Yes,348,3559.67,0.0
FENIMORE-LEFFERTS,BROOKLYN,FENIMORE-LEFFERTS,BLD 07,AMR,BLD 07,205,322,K020500,FEDERAL,NY005011670P,NEW YORK CITY WATER BOARD,7999223,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20290719,N,195.19,Basic Water and Sewer,Yes,19,195.19,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),205-20 112TH AVENUE,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8000232,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19430849,N,41.88,Basic Water and Sewer,Yes,0,0.0,41.88
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 24,NONE,,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8030150,2019-07,2019-06-30T00:00:00.000,2019-08-02T00:00:00.000,33,N30009896,Y,6159.12,Basic Water and Sewer,Yes,596,6159.12,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),218-34 119TH AVENUE,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003148,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20189928,N,523.55,Basic Water and Sewer,Yes,51,523.55,0.0
OCEAN BAY APARTMENTS (OCEANSIDE),QUEENS,OCEAN BAY APARTMENTS (OCEANSIDE),,NONE,,51,573,Q005100,FEDERAL,NY005010980P,NEW YORK CITY WATER BOARD,8004073,2019-07,2019-06-22T00:00:00.000,2019-07-24T00:00:00.000,32,N31677722,Y,40.61,Basic Water and Sewer,Yes,1,40.61,0.0
FHA REPOSSESSED HOUSES (GROUP X),FHA,FHA REPOSSESSED HOUSES (GROUP X),174-16 111TH AVENUE,AMR,,284,521,Q028400,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8006934,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E19452292,N,41.88,Basic Water and Sewer,Yes,0,41.88,0.0
FHA REPOSSESSED HOUSES (GROUP I),FHA,FHA REPOSSESSED HOUSES (GROUP I),132-19 BENNETT COURT,AMR,,209,324,Q020900,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,8003534,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,K12109723,N,41.88,Basic Water and Sewer,Yes,0,41.88,0.0
EAST 173RD STREET-VYSE AVENUE,BRONX,EAST 173RD STREET-VYSE AVENUE,BLD 07,NONE,,338,778,B033800,FEDERAL,NY005015300P,NEW YORK CITY WATER BOARD,8014191,2019-07,2019-06-30T00:00:00.000,2019-07-28T00:00:00.000,28,E15220726,N,1973.81,Basic Water and Sewer,Yes,191,1973.81,0.0
FHA REPOSSESSED HOUSES (GROUP V),FHA,FHA REPOSSESSED HOUSES (GROUP V),137-24 219TH STREET,AMR,,260,397,Q026000,FEDERAL,NY005012090P,NEW YORK CITY WATER BOARD,7999769,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E20466763,N,41.88,Basic Water and Sewer,Yes,0,41.88,0.0
SOUTH JAMAICA II,QUEENS,SOUTH JAMAICA II,BLD 17,AMR,BLD 17,66,220,Q006600,FEDERAL,NY005010080P,NEW YORK CITY WATER BOARD,8002603,2019-07,2019-06-20T00:00:00.000,2019-07-23T00:00:00.000,33,E12313507,N,2953.61,Basic Water and Sewer,Yes,288,2953.61,0.0
