violationid,buildingid,registrationid,boroid,boro,housenumber,lowhousenumber,highhousenumber,streetname,streetcode,zip,story,block,lot,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,latitude,longitude,communityboard,councildistrict,censustract,bin,bbl,nta,apartment,certifieddate,newcertifybydate,newcorrectbydate
10020878,21199,110823,1,MANHATTAN,127,127,127,EDGECOMBE AVENUE,19990,10030,2,2048,39,B,2013-10-28T00:00:00.000,2013-10-30T00:00:00.000,2013-12-19T00:00:00.000,2013-12-05T00:00:00.000,1502,4717365,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE  ENTIRE APARTMENT  LOCATED AT APT A2, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2013-10-31T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2019-01-30T00:00:00.000,Original,Open,40.820728,-73.945285,10,9,22102,1060912,1020480039,Central Harlem North-Polo Grounds,A2,,,
12396065,808241,337364,3,BROOKLYN,371,371,371,EASTERN PARKWAY,38430,11216,1,1259,47,B,2018-05-21T00:00:00.000,2018-05-29T00:00:00.000,2018-07-18T00:00:00.000,2018-07-04T00:00:00.000,530,6102336,"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS IN THE ENTRANCE  LOCATED AT APT 1J, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",2018-05-30T00:00:00.000,9,VIOLATION DISMISSED,2018-08-13T00:00:00.000,Original,Close,40.670361,-73.956432,8,35,219,3324528,3012590047,Crown Heights North,1J,2018-05-31T00:00:00.000,,
12396078,808241,337364,3,BROOKLYN,371,371,371,EASTERN PARKWAY,38430,11216,1,1259,47,A,2018-05-21T00:00:00.000,2018-05-29T00:00:00.000,2018-09-16T00:00:00.000,2018-09-02T00:00:00.000,501,6102335,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE INOPERATIVE INTERCOM SYSTEM AT WEST WALL  IN THE PRIVATE HALLWAY  LOCATED AT APT 1J, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",2018-05-30T00:00:00.000,9,VIOLATION DISMISSED,2018-08-13T00:00:00.000,Original,Close,40.670361,-73.956432,8,35,219,3324528,3012590047,Crown Heights North,1J,2018-05-31T00:00:00.000,,
10002796,66854,213085,2,BRONX,58,58,58,EAST 190 STREET,27360,10468,6,3174,22,B,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,569,4706424,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 6C, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-09-05T00:00:00.000,Original,Close,40.863044,-73.898551,7,14,401,2013922,2031740022,Bedford Park-Fordham North,6C,,,
10002799,66854,213085,2,BRONX,58,58,58,EAST 190 STREET,27360,10468,6,3174,22,B,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,568,4706424,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 6C, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-05-10T00:00:00.000,Original,Close,40.863044,-73.898551,7,14,401,2013922,2031740022,Bedford Park-Fordham North,6C,,,
10002801,803893,101255,1,MANHATTAN,112,112,112,8 AVENUE,10810,10011,2,765,1,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,568,4707669,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 2FN, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2017-06-15T00:00:00.000,Original,Close,40.740781,-74.001761,4,3,81,1081539,1007650001,Hudson Yards-Chelsea-Flatiron-Union Square,2FN,,,
10002802,66854,213085,2,BRONX,58,58,58,EAST 190 STREET,27360,10468,6,3174,22,B,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,579,4706424,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT BATHTUB  IN THE BATHROOM  LOCATED AT APT 6C, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-09-05T00:00:00.000,Original,Close,40.863044,-73.898551,7,14,401,2013922,2031740022,Bedford Park-Fordham North,6C,,,
10231874,4869,100241,1,MANHATTAN,746,746,746,9 AVENUE,10910,10019,1,1041,3,C,2014-05-05T00:00:00.000,2014-05-08T00:00:00.000,2014-05-22T00:00:00.000,2014-05-17T00:00:00.000,513,4835011,"SECTION 27-2005 ADM CODE  FIRE ESCAPE DEFECTIVE. ADJUST THE DROPLADDER SO THAT IT WILL SLIDE EASILY IN THE GUIDE RODS  .  DROP LADDER OUT OF GUIDE RAILS AT BUILDING REAR FIRE ESCAPE  AT FIRE ESCAPE, 1st STORY",2014-05-09T00:00:00.000,19,VIOLATION CLOSED,2015-01-09T00:00:00.000,Original,Close,40.763672,-73.988798,4,3,133,1025171,1010410003,Clinton,,2014-06-09T00:00:00.000,,
10002815,388949,327871,3,BROOKLYN,915,911,915,WASHINGTON AVENUE,89730,11225,1,1190,9,C,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-10-28T00:00:00.000,2013-10-23T00:00:00.000,526,4707605,"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING CONSISTING OF AN UNACCEPTABLE ELECTROMAGNETIC LOCKING DEVICE INSTALLED AT THE BUILDING ENTRANCE DOOR  AT PUBLIC HALL, 1st STORY",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2015-01-16T00:00:00.000,Original,Close,40.667437,-73.961751,9,35,213,3029719,3011900009,Crown Heights South,,,,
10002817,388949,327871,3,BROOKLYN,915,911,915,WASHINGTON AVENUE,89730,11225,1,1190,9,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,504,4707604,"SECTION 27-2005 ADM CODE  PROVIDE SECURITY IN THE EVENT OF A POWER OUTAGE BY MEANS OF AN ACCEPTABLE MECHANICAL HEAVY DUTY LOCK AND LATCH SET AT THE BUILDING ENTRANCE DOOR  AT PUBLIC HALL, 1st STORY",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2015-01-16T00:00:00.000,Original,Close,40.667437,-73.961751,9,35,213,3029719,3011900009,Crown Heights South,,,,
10002820,81868,207519,2,BRONX,2720,2720,2720,GRAND CONCOURSE,36420,10458,2,3304,35,A,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,508,4706469,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING  IN THE BATHROOM  LOCATED AT APT 209, 2nd STORY, 3rd APARTMENT FROM WEST AT NORTH , SECTION ''CENTRAL'',  AT  NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-03-26T00:00:00.000,Original,Close,40.867585,-73.893215,7,15,40302,2017135,2033040035,Bedford Park-Fordham North,209,,,
10002823,295730,335978,3,BROOKLYN,327,327,329,FRANKLIN AVENUE,41930,11238,3,1954,2,B,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,501,4706703,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE COUNTER BALANCE.TOP SASH  IN THE 2nd ROOM  FROM EAST LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2017-01-16T00:00:00.000,Original,Close,40.688241,-73.957076,3,36,233,3055807,3019540002,Bedford,3A,,,
10002829,213196,366257,3,BROOKLYN,3026,3026,3036,BRIGHTON 14 STREET,22580,11235,6,8716,38,B,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,689,4706649,"SECTION 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED ELECTRIC WIRING AT CEILING  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT F2, 6th STORY, 2nd APARTMENT FROM WEST AT NORTH , SECTION  AT  EAST",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2017-04-27T00:00:00.000,Original,Close,40.57897,-73.955203,13,48,61004,3245627,3087160038,Brighton Beach,F2,,,
10002832,1232,105250,1,MANHATTAN,2172,2172,2172,2 AVENUE,10110,10029,2,1683,51,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,508,4707127,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE WEST WALL  IN THE 2nd ROOM  FROM EAST LOCATED AT APT 2, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-09-19T00:00:00.000,Original,Close,40.794236,-73.939785,11,8,180,1052892,1016830051,East Harlem North,2,,,
10002833,81868,207519,2,BRONX,2720,2720,2720,GRAND CONCOURSE,36420,10458,2,3304,35,B,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,530,4706470,"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS IN THE ENTRANCE  LOCATED AT APT 209, 2nd STORY, 3rd APARTMENT FROM WEST AT NORTH , SECTION ''CENTRAL'',  AT  NORTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-03-26T00:00:00.000,Original,Close,40.867585,-73.893215,7,15,40302,2017135,2033040035,Bedford Park-Fordham North,209,,,
10020879,21199,110823,1,MANHATTAN,127,127,127,EDGECOMBE AVENUE,19990,10030,2,2048,39,B,2013-10-28T00:00:00.000,2013-10-30T00:00:00.000,2013-12-19T00:00:00.000,2013-12-05T00:00:00.000,702,4717365,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR ,MISSING  IN THE  ENTIRE APARTMENT  LOCATED AT APT A2, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2013-10-31T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2019-01-30T00:00:00.000,Original,Open,40.820728,-73.945285,10,9,22102,1060912,1020480039,Central Harlem North-Polo Grounds,A2,,,
10002835,1232,105250,1,MANHATTAN,2172,2172,2172,2 AVENUE,10110,10029,2,1683,51,A,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2014-02-01T00:00:00.000,2014-01-18T00:00:00.000,591,4707126,"SECTION 27-2026 ADM CODE  RESET, SO AS TO SECURE A PROPER AND TIGHT CONNECTION, THE WATER CLOSET BOWL IN THE BATHROOM  LOCATED AT APT 2, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-09-19T00:00:00.000,Original,Close,40.794236,-73.939785,11,8,180,1052892,1016830051,East Harlem North,2,,,
10002837,1232,105250,1,MANHATTAN,2172,2172,2172,2 AVENUE,10110,10029,2,1683,51,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,509,4707127,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE    WASH BASIN   IN THE BATHROOM  LOCATED AT APT 2, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-09-19T00:00:00.000,Original,Close,40.794236,-73.939785,11,8,180,1052892,1016830051,East Harlem North,2,,,
10002840,803893,101255,1,MANHATTAN,112,112,112,8 AVENUE,10810,10011,2,765,1,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,510,4707669,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF  SLOPING FLOOR AT SINK  IN THE KITCHEN  LOCATED AT APT 2FN, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2017-05-10T00:00:00.000,Original,Close,40.740781,-74.001761,4,3,81,1081539,1007650001,Hudson Yards-Chelsea-Flatiron-Union Square,2FN,,,
10002846,64839,212961,2,BRONX,865,865,869,EAST 165 STREET,26610,10459,Yards / Courts,2691,44,C,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-10-28T00:00:00.000,2013-10-23T00:00:00.000,506,4707298,SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING LOCK AT ENTRANCE DOOR TO THE BUILDING  AT FRONT AREAWAY,2013-10-15T00:00:00.000,9,VIOLATION DISMISSED,2016-05-20T00:00:00.000,Original,Close,40.823922,-73.899153,2,17,131,2005248,2026910044,Longwood,,,,
10002850,1232,105250,1,MANHATTAN,2172,2172,2172,2 AVENUE,10110,10029,2,1683,51,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,506,4707127,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE MISSING WOOD CABINET AT SOUTH WALL  IN THE KITCHEN  LOCATED AT APT 2, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-09-19T00:00:00.000,Original,Close,40.794236,-73.939785,11,8,180,1052892,1016830051,East Harlem North,2,,,
10002856,1232,105250,1,MANHATTAN,2172,2172,2172,2 AVENUE,10110,10029,2,1683,51,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,510,4707127,"SECTION 27-2005 ADM CODE & 309 M/D LAW  ABATE THE NUISANCE CONSISTING OF RUSTED BATHTUB   IN THE BATHROOM  LOCATED AT APT 2, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-09-19T00:00:00.000,Original,Close,40.794236,-73.939785,11,8,180,1052892,1016830051,East Harlem North,2,,,
10002859,1232,105250,1,MANHATTAN,2172,2172,2172,2 AVENUE,10110,10029,2,1683,51,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,501,4707127,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE INTERCOM SYSTEM   IN THE 2nd ROOM  FROM EAST LOCATED AT APT 2, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-09-19T00:00:00.000,Original,Close,40.794236,-73.939785,11,8,180,1052892,1016830051,East Harlem North,2,,,
10002862,52583,205973,2,BRONX,4124,4124,4124,BRONXWOOD AVENUE,15620,10466,3,4866,46,A,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,550,4706381,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ...     AT NORTH WALL  IN THE 1st ROOM  FROM EAST AT NORTH LOCATED AT APT 4, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-08-04T00:00:00.000,Original,Close,40.889646,-73.852676,12,12,424,2064690,2048660046,Williamsbridge-Olinville,4,,,
10002867,32241,142074,1,MANHATTAN,35,35,39,WEST 33 STREET,34430,10001,16,835,15,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2015-12-30T00:00:00.000,2015-12-16T00:00:00.000,501,5303960,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE  MECHANICAL VENTILATION SYSTEM  IN THE BATHROOM  LOCATED AT APT 16C, 16th STORY, 1st APARTMENT FROM NORTH AT EAST",2015-11-11T00:00:00.000,9,VIOLATION DISMISSED,2016-02-16T00:00:00.000,Reissued,Close,40.748606,-73.987018,5,4,76,1084660,1008350015,Midtown-Midtown South,16C,2015-12-04T00:00:00.000,,
10002869,52583,205973,2,BRONX,4124,4124,4124,BRONXWOOD AVENUE,15620,10466,3,4866,46,B,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,501,4706382,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE  BELL-RETURN/INTERCOM SYSTEM  IN THE FOYER  LOCATED AT APT 4, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-08-12T00:00:00.000,Original,Close,40.889646,-73.852676,12,12,424,2064690,2048660046,Williamsbridge-Olinville,4,,,
10024026,109259,0,2,BRONX,3236,3236,3236,SEYMOUR AVENUE,64420,10469,8,4741,49,B,2013-10-31T00:00:00.000,2013-11-01T00:00:00.000,2013-12-23T00:00:00.000,2013-12-09T00:00:00.000,805,4718787,"SECTION 27-2005 ADMIN. CODE: REPLACE WITH NEW THE BROKEN OR DEFECTIVE COVER AT WATER CLOSET  IN THE  BATHROOM  LOCATED AT APT 2FL, 8th STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-11-04T00:00:00.000,2,NOV SENT OUT,2013-11-04T00:00:00.000,Original,Open,40.872899,-73.847249,12,12,364,2060980,2047410049,Eastchester-Edenwald-Baychester,2FL,,,
10002878,205745,319230,3,BROOKLYN,1600,1600,1600,BEDFORD AVENUE,18630,11225,2,1280,39,C,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-10-28T00:00:00.000,2013-10-23T00:00:00.000,583,4707486,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE BATHROOM  LOCATED AT APT 2D, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",2013-10-15T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2016-01-20T00:00:00.000,Original,Open,40.668025,-73.95604,9,35,325,3033461,3012800039,Crown Heights South,2D,,,
10002882,205745,319230,3,BROOKLYN,1600,1600,1600,BEDFORD AVENUE,18630,11225,2,1280,39,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,508,4707485,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING  IN THE BATHROOM  LOCATED AT APT 2D, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",2013-10-15T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2016-01-20T00:00:00.000,Original,Open,40.668025,-73.95604,9,35,325,3033461,3012800039,Crown Heights South,2D,,,
10002883,52583,205973,2,BRONX,4124,4124,4124,BRONXWOOD AVENUE,15620,10466,3,4866,46,A,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,556,4706381,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT     CEILINGS AND WALLS   IN THE ENTIRE APARTMENT  LOCATED AT APT 4, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-08-12T00:00:00.000,Original,Close,40.889646,-73.852676,12,12,424,2064690,2048660046,Williamsbridge-Olinville,4,,,
11369107,809648,374665,3,BROOKLYN,580,580,580,SUTTER AVENUE,83730,11207,3,3769,1,A,2016-08-26T00:00:00.000,2016-08-29T00:00:00.000,2016-12-17T00:00:00.000,2016-12-03T00:00:00.000,556,5503795,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING  IN THE BATHROOM  LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2016-08-30T00:00:00.000,21,NOT COMPLIED WITH,2018-10-12T00:00:00.000,Original,Open,40.669023,-73.897531,5,42,1156,3342520,3037690001,East New York (Pennsylvania Ave),3C,2016-10-06T00:00:00.000,,
10002891,52583,205973,2,BRONX,4124,4124,4124,BRONXWOOD AVENUE,15620,10466,3,4866,46,A,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2014-01-28T00:00:00.000,2014-01-14T00:00:00.000,508,4706381,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR    AT WEST WALL  IN THE KITCHEN  LOCATED AT APT 4, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2016-08-12T00:00:00.000,Original,Close,40.889646,-73.852676,12,12,424,2064690,2048660046,Williamsbridge-Olinville,4,,,
12224900,36019,120041,1,MANHATTAN,167,167,167,WEST 83 STREET,35430,10024,1,1214,7,C,2018-02-03T00:00:00.000,2018-02-04T00:00:00.000,2018-02-16T00:00:00.000,2018-02-04T00:00:00.000,670,6008844,"SECTION 27-2031 ADM CODE  PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT  LOCATED AT APT BB, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2018-02-05T00:00:00.000,19,VIOLATION CLOSED,2018-09-21T00:00:00.000,Original,Close,40.785287,-73.975358,7,6,169,1032110,1012140007,Upper West Side,BB,2018-02-06T00:00:00.000,,
10002894,205745,319230,3,BROOKLYN,1600,1600,1600,BEDFORD AVENUE,18630,11225,2,1280,39,A,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2014-02-01T00:00:00.000,2014-01-18T00:00:00.000,502,4707484,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT FLOOR  IN THE ENTIRE APARTMENT  LOCATED AT APT 2D, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",2013-10-15T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2016-01-20T00:00:00.000,Original,Open,40.668025,-73.95604,9,35,325,3033461,3012800039,Crown Heights South,2D,,,
10231886,4869,100241,1,MANHATTAN,746,746,746,9 AVENUE,10910,10019,Cellar,1041,3,C,2014-05-05T00:00:00.000,2014-05-08T00:00:00.000,2014-05-22T00:00:00.000,2014-05-17T00:00:00.000,567,4835011,SECTION 27-2018 ADM CODE  ABATE THE NUISANCE CONSISTING OF RODENTS RAT EXCRETA AND DEAD RATS PRESENT,2014-05-09T00:00:00.000,9,VIOLATION DISMISSED,2015-01-09T00:00:00.000,Original,Close,40.763672,-73.988798,4,3,133,1025171,1010410003,Clinton,,2014-06-09T00:00:00.000,,
10002904,83716,204625,2,BRONX,2055,2053,2055,HARRISON AVENUE,38420,10453,2,3210,59,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,530,4707353,"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS  AT APARTMENT  IN THE ENTRANCE  LOCATED AT APT 1J, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION  AT  NORTHWEST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-01-28T00:00:00.000,Original,Close,40.854819,-73.909784,5,14,251,2014570,2032100059,University Heights-Morris Heights,1J,,,
10002911,205745,319230,3,BROOKLYN,1600,1600,1600,BEDFORD AVENUE,18630,11225,2,1280,39,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,508,4707485,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL  IN THE 2nd ROOM  FROM EAST LOCATED AT APT 2D, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",2013-10-15T00:00:00.000,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2016-01-20T00:00:00.000,Original,Open,40.668025,-73.95604,9,35,325,3033461,3012800039,Crown Heights South,2D,,,
10002914,347211,304323,3,BROOKLYN,1374,1374,1374,OCEAN AVENUE,67530,11230,1,6703,78,B,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-12-03T00:00:00.000,2013-11-19T00:00:00.000,509,4707565,"SECTION 27-2005 ADM CODE  PROPERLY SECURE THE LOOSE 9TH MARBLE TREAD UP  AT PUBLIC HALL STAIRS, 1st STORY, SECTION  AT  EAST",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2014-09-22T00:00:00.000,Original,Close,40.62874,-73.956978,14,45,764,3179460,3067030078,Flatbush,,,,
10002915,52583,205973,2,BRONX,4124,4124,4124,BRONXWOOD AVENUE,15620,10466,All Stories,4866,46,B,2013-10-10T00:00:00.000,2013-10-10T00:00:00.000,2013-11-29T00:00:00.000,2013-11-15T00:00:00.000,683,4706382,SECTION 27-2039 ADM CODE  PROVIDE ADEQUATE LIGHT OF NOT LESS THAN 60 WATTS INCANDESCENT OR EQUIVALENT ILLUMINATION   TO CEILING LIGHT FIXTURES TO ALL STORIES  AT PUBLIC HALL,2013-10-11T00:00:00.000,19,VIOLATION CLOSED,2015-10-20T00:00:00.000,Original,Close,40.889646,-73.852676,12,12,424,2064690,2048660046,Williamsbridge-Olinville,,,,
10002920,205745,319230,3,BROOKLYN,1600,1600,1600,BEDFORD AVENUE,18630,11225,1,1280,39,C,2013-10-10T00:00:00.000,2013-10-11T00:00:00.000,2013-10-28T00:00:00.000,2013-10-23T00:00:00.000,526,4707486,"SECTION 27-2005, 2007 ADM CODE  REMOVE THE ILLEGAL FASTENING CONSISTING OF AN UNACCEPTABLE ELECTRO MAGNETIC LOCKING DEVICE INSTALLED AT BUILDING ENTRANCE DOOR  AT PUBLIC HALL, 1st STORY",2013-10-15T00:00:00.000,19,VIOLATION CLOSED,2016-01-13T00:00:00.000,Original,Close,40.668025,-73.95604,9,35,325,3033461,3012800039,Crown Heights South,,,,
