,requestid,applicationid,requesttype,house,street,borough,bin,block,lot,ownername,expirationdate,make,model,burnermake,burnermodel,primaryfuel,secondaryfuel,quantity,issuedate,status,premisename
784,122653,CA005186,CERTIFICATE TO OPERATE,320,WADSWORTH AVENUE,MANHATTAN,64085.0,2170.0,292.0,TERRACE ASSOCIATES LLC.,2014-06-04T00:00:00.000,FEDERAL FST-125,FEDERAL FST-125,I.C.I. MEG-54P,I.C.I. MEG-54P,NO6FUEL,NATURALGAS,1,1986-01-02T00:00:00.000,CANCELLED      ,
785,249608,CA005189,REGISTRATION,197,PRINCE STREET,MANHATTAN,66780.0,518.0,7501.0,FIRST SOHO CONDOMINIUM/ BOB MILAN,2022-01-23T00:00:00.000,WEIL MCLAIN,EGH 85 PL,WEIL MCLAIN,EGH 85 PL,NATURALGAS,NONE,1,2018-11-21T11:28:17.000,CURRENT        ,FIRST SOHO CONDOMINIUM
786,56807,CA005191,REGISTRATION,211,WEST  121 STREET,MANHATTAN,58509.0,1927.0,25.0,NYC HPD,1997-01-25T00:00:00.000,PEERLESS JOT-6,PEERLESS JOT-6,CARLIN 201 CRD,CARLIN 201 CRD,NO2FUEL,NONE,1,1991-01-01T00:00:00.000,EXPIRED        ,
787,261901,CA005195,REGISTRATION,1290,1ST AVENUE,MANHATTAN,1078424.0,1464.0,7503.0,1286-1290 FIRST AVE LLC,2022-01-12T00:00:00.000,FEDERAL,FST-60,GORDON PIATT ,S8.2-G-15,NATURALGAS,NONE,1,2019-03-23T15:54:34.000,CURRENT        ,1286-1290 FIRST AVE LLC
788,208159,CA005196,CERTIFICATE TO OPERATE,61-11,QUEENS BOULEVARD,QUEENS,449695.0,1339.0,2.0,QUEENS BOULEVARD NH,2020-04-15T00:00:00.000,YORK PARAFLOW ABSORP.CHILLER/HEATER YPC FN 16G 17S,YORK PARAFLOW ABSORP.CHILLER/HEATER YPC FN 16G 17S,POWERFLAME CR4-GO-25,POWERFLAME CR4-GO-25,NATURALGAS,NONE,1,2017-06-19T16:18:47.000,CURRENT        ,ANTHONY CLEMENZA
789,243953,CA005197,CERTIFICATE TO OPERATE,2400,DAVIDSON AVENUE,BRONX,2014321.0,3199.0,62.0,VERITAS PROPERTY MANAGEMENT LLC.,2021-02-28T00:00:00.000,EASTMOND,ESP-100,GORDON PIATT,F10.1-GO-30,NO2FUEL,NONE,1,2018-10-26T15:20:16.000,CURRENT        ,"2400/2410 DAVIDSON AVE.,HDFC."
790,285034,CA005199,REGISTRATION,202,WEST 81 STREET,MANHATTAN,1032670.0,1228.0,37.0,BRIDGES CREEK REALTY CO LLC,2023-01-19T00:00:00.000,ROCKMILLS,MP-30,WEBSTER,JB1-G-03,NATURALGAS,NONE,1,2019-11-18T15:01:54.000,CURRENT        ,BRIDGES CREEK REALTY CO LLC
791,117654,CA005270,CERTIFICATE TO OPERATE,10,WAVERLY PLACE,MANHATTAN,8826.0,547.0,18.0,NYU / R. VIOLA DIR.,1997-01-24T00:00:00.000,ROCKMILLS R54,ROCKMILLS R54,HEV-E-OIL AM 4DH,HEV-E-OIL AM 4DH,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
792,128567,CA005276,CERTIFICATE TO OPERATE,1507,ST JOHN'S PLACE,BROOKLYN,36881.0,1380.0,1.0,J SIDMAN,1985-02-24T00:00:00.000,FEDERAL FMB 486,FEDERAL FMB 486,JOHNSON-TYPE 53-SIZE 50,JOHNSON-TYPE 53-SIZE 50,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
793,288581,CA005278,CERTIFICATE TO OPERATE,120,EAST 34 STREET,MANHATTAN,1018513.0,889.0,68.0,GENE,2021-12-31T00:00:00.000,FEDERAL,FST-200,INDUSTRIAL COMBUSTION,DE-84S,NO2FUEL,NONE,3,2020-01-06T15:54:45.000,CURRENT        ,120 E 34TH STREET CO
794,241113,CA005280,CERTIFICATE TO OPERATE,47,PLAZA STREET WEST,BROOKLYN,3024627.0,1064.0,24.0,PLUN TENANTS CORPORATION,2001-11-09T00:00:00.000,ROCKMILLS-MP 150,ROCKMILLS-MP 150,IRON FIREMAN PAGO 2-6.3,IRON FIREMAN PAGO 2-6.3,NO2FUEL,NATURALGAS,1,2018-07-20T11:44:47.000,CANCELLED      ,
795,20662,CA005282,REGISTRATION,42-12,35 AVENUE,QUEENS,10894.0,671.0,16.0,CRONOS REBUILDERS,2015-08-26T00:00:00.000,H.B. SMITH # G 300-10,H.B. SMITH # G 300-10,H.B SMITH - INTEGRAL,H.B SMITH - INTEGRAL,NATURALGAS,NONE,1,2012-09-22T09:16:54.000,EXPIRED        ,CHRIS PAIRAKTARIDIS
796,133275,CA005284,CERTIFICATE TO OPERATE,255,WEST   88 STREET,MANHATTAN,33291.0,1236.0,10.0,JOCOB WEINREB ,2014-07-12T00:00:00.000,ROCKMILLS MP 200,ROCKMILLS MP 200,INDUST COMB #DEG-84 P,INDUST COMB #DEG-84 P,NO4FUEL,NO4FUEL,1,1900-01-01T00:00:00.000,CANCELLED      ,
797,281933,CA005286,CERTIFICATE TO OPERATE,55,WEST   13 STREET,MANHATTAN,1009722.0,577.0,71.0,NEW SCHOOL UNIVERSITY,2019-10-09T00:00:00.000,FEDERAL ,FST 200,IND. COMB INC ,DEG-84(P),NO4FUEL,NONE,1,2019-09-12T15:38:02.000,CANCELLED      ,
798,51012,CA005287,REGISTRATION,165,WEST   26 STREET,MANHATTAN,1015033.0,802.0,6.0,165 W 26 ST ASSOC./A. UHR,2002-01-13T00:00:00.000,H.B.SMITH (EXT) / 44-10,H.B.SMITH (EXT) / 44-10,SUNRAY / K,SUNRAY / K,NO2FUEL,NONE,1,1986-12-15T00:00:00.000,EXPIRED        ,165 W 26 ST ASSOC./A. UHR
799,53481,CA005288,REGISTRATION,217-44,98 AVENUE,QUEENS,230731.0,10763.0,23.0,LKPC REALTY INC.,2000-01-19T00:00:00.000,BURNHAM AMERICAN  #PFA 507,BURNHAM AMERICAN  #PFA 507,GORDON PIATT  #R8GO-05,GORDON PIATT  #R8GO-05,NO2FUEL,NONE,1,1988-01-07T00:00:00.000,EXPIRED        ,
800,282448,CA005289,CERTIFICATE TO OPERATE,3395,NOSTRAND AVENUE,BROOKLYN,3198972.0,7335.0,68.0,3395 NOSTRAND AVE,2022-08-02T00:00:00.000,FEDERAL,FST-175,ICI ,DEG-84 P,NO2FUEL,NATURALGAS,1,2020-01-07T15:47:33.000,CURRENT        ,3395 NOSTRAND OWNERS CORP.
801,295788,CA005290,REGISTRATION,550,40 STREET,BROOKLYN,3017987.0,917.0,25.0,ZETA REALTY LLC,2023-03-06T00:00:00.000,PEERLESS,711 FDA-SU,CARLIN,801 CRD,NATURALGAS,NONE,1,2020-02-12T17:59:06.000,CURRENT        ,310 85TH ST.REALTY CORP.
802,258833,CA005292,REGISTRATION,234,8 STREET,BROOKLYN,3022084.0,1004.0,16.0,BHNWN 8TH STREET LLC.,2022-01-09T00:00:00.000,WEIL MCLAIN ,EGH-115,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,2019-03-13T14:46:15.000,CURRENT        ,BHNWN 8TH STREET LLC.
803,60065,CA005294,REGISTRATION,1694,PROSPECT PLACE,BROOKLYN,39291.0,1462.0,131.0,NYC DEPT OF HPD,1997-01-12T00:00:00.000,PEERLESS JOT-6FDA,PEERLESS JOT-6FDA,BECKETT CF 800,BECKETT CF 800,NO2FUEL,NONE,1,1994-01-06T00:00:00.000,EXPIRED        ,
804,60182,CA005296,REGISTRATION,312,68 STREET,BROOKLYN,145197.0,5863.0,12.0,"THOMA, JOSEPH",1999-01-24T00:00:00.000,"WEIL MCLAIN, LGB10","WEIL MCLAIN, LGB10",INTEGERAL,INTEGERAL,NATURALGAS,NONE,1,1996-01-12T00:00:00.000,EXPIRED        ,
805,176398,CA005297,BOILER REGISTRATION II,439,EAST FORDHAM ROAD,BRONX,102052.0,3273.0,1.0,FORDHAM UNIVERSITY,1998-01-21T00:00:00.000,YORK YPC FN 15S 46 HS,YORK YPC FN 15S 46 HS,POWERFLAME CR3 G 25,POWERFLAME CR3 G 25,NATURALGAS,NONE,1,1997-01-06T00:01:00.000,EXPIRED        ,
806,285033,CA005299,REGISTRATION,202,WEST 81 STREET,MANHATTAN,1032670.0,1228.0,37.0,BRIDGES CREEK REALTY CO LLC,2023-01-19T00:00:00.000,RAYPAK,H-514,RAYPAK,H-514,NATURALGAS,NONE,1,2019-11-18T15:00:10.000,CURRENT        ,BRIDGES CREEK REALTY CO LLC
807,133474,CA005369,CERTIFICATE TO OPERATE,86-45,ST JAMES' AVENUE,QUEENS,39450.0,1581.0,28.0,KALED MANAGEMENT CORP.,1998-03-22T00:00:00.000,FEDERAL FLW 2125,FEDERAL FLW 2125,PETRO WD6AH,PETRO WD6AH,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
808,114571,CA005375,CERTIFICATE TO OPERATE,2952,3 AVENUE,BRONX,1173.0,2362.0,44.0,CONWAY'S STORES,1998-04-11T00:00:00.000,ROCKMILLS MP 150,ROCKMILLS MP 150,IND.COMB.  AM 6 CF,IND.COMB.  AM 6 CF,NO4FUEL,NONE,1,1989-04-17T00:00:00.000,CANCELLED      ,
809,123892,CA005377,CERTIFICATE TO OPERATE,7200,RIDGE BOULEVARD,BROOKLYN,337150.0,5906.0,18.0,FLAGG COURT REALTY,1988-03-21T00:00:00.000,ROCKMILLS MP 250,ROCKMILLS MP 250,ICI DEG 105 P,ICI DEG 105 P,NO2FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
810,114943,CA005378,CERTIFICATE TO OPERATE,42-65,KISSENA BOULEVARD,QUEENS,116923.0,5180.0,1.0,NEWPORT APTS.INC.-ATT:LAWRENCE PROP,2007-01-10T00:00:00.000,FEDERAL  FLW  3036,FEDERAL  FLW  3036,IRON FIREMAN A0-615RK,IRON FIREMAN A0-615RK,NO6FUEL,NONE,1,1989-01-23T00:00:00.000,CANCELLED      ,
811,121548,CA005379,CERTIFICATE TO OPERATE,50,MANHATTAN AVENUE,MANHATTAN,55398.0,1838.0,21.0,STAHL ASSOC/WICKHOLDING C,1998-12-08T00:00:00.000,ROCKMILLS MP80,ROCKMILLS MP80,RAY PAEOR 144 SIZE 80,RAY PAEOR 144 SIZE 80,NO6FUEL,NO6FUEL,1,1900-01-01T00:00:00.000,CANCELLED      ,
812,226805,CA005383,CERTIFICATE TO OPERATE,,,,,,,"304 WEST 7TH APTS. CORP.%ARGO REAL ESTATE,LLC",2019-04-05T00:00:00.000,ROCKMILLS,MP-200,IRON FIREMAN,AG0-6-9.8 RK,NO2FUEL,NONE,1,2018-01-23T08:01:39.000,CANCELLED      ,
813,122616,CA005384,CERTIFICATE TO OPERATE,1561,YORK AVENUE,MANHATTAN,87459.0,1562.0,7501.0,E. IKE ESHAGHIAN,1999-08-24T00:00:00.000,PEERLESS 724-FDA,PEERLESS 724-FDA,CARLIN 1150-FFD,CARLIN 1150-FFD,NO2FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
814,133471,CA005386,CERTIFICATE TO OPERATE,11,WEST 30 STREET,MANHATTAN,15781.0,832.0,32.0,EMPIRE STATE LOFT LTD.,1998-02-25T00:00:00.000,FEDERAL FST 125,FEDERAL FST 125,HEVE DEG 54P,HEVE DEG 54P,NO2FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
815,51013,CA005387,REGISTRATION,38-18,23 AVENUE,QUEENS,15710.0,803.0,43.0,ESTATE OF CARMDA GUETTE,1999-01-15T00:00:00.000,WEIL MC LAIN MODEL# 1182,WEIL MC LAIN MODEL# 1182,CARLIN MODEL# 701,CARLIN MODEL# 701,NO2FUEL,NONE,1,1987-01-02T00:00:00.000,EXPIRED        ,
816,238607,CA005388,CERTIFICATE TO OPERATE,2130,WILLIAMSBRIDGE ROAD,BRONX,2049258.0,4310.0,46.0,2130 WILLIAMSBRIDGE RD. LLC. RUGOVA,2021-06-09T00:00:00.000,FEDERAL , FST - 125,IC , DEG - 54P,NO4FUEL,NONE,1,2018-12-14T13:43:20.000,CURRENT        ,2130 WILLIAMSBRIDGE CORP.
817,54567,CA005389,REGISTRATION,18,TIFFANY PLACE,BROOKLYN,3588.0,319.0,50.0,"DANTONI,MARY",1995-01-23T00:00:00.000,WEIL MCLAIN BL 776S,WEIL MCLAIN BL 776S,CARLIN 201 CRD,CARLIN 201 CRD,NO2FUEL,NONE,1,1989-01-10T00:00:00.000,EXPIRED        ,
818,56808,CA005391,REGISTRATION,54-27,LITTLE NECK PARKWAY,QUEENS,171722.0,8274.0,146.0,TEMPLE TORAH OF LITTLE NECK,2006-02-06T00:00:00.000,A.O.SMITH BO670690,A.O.SMITH BO670690,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,1991-01-01T00:00:00.000,EXPIRED        ,
819,176399,CA005395,REGISTRATION INSPECTION,775,FOX STREET,BRONX,5540.0,2707.0,74.0,RENTAL MGMT.PHILIP SCHORR,2004-06-07T00:00:00.000,WEIL  MCLAIN  BL 1294 S,WEIL  MCLAIN  BL 1294 S,CARLIN  1050  FFD,CARLIN  1050  FFD,NO2FUEL,NONE,1,1995-01-03T00:01:00.000,EXPIRED        ,
820,60184,CA005396,REGISTRATION,2188,AMSTERDAM AVENUE,MANHATTAN,63008.0,2125.0,45.0,PB PRODUCTS NORTH AMERICA INC.,1999-01-24T00:00:00.000,"FEDERAL, FST 40","FEDERAL, FST 40",CARLIN 701 CRD,CARLIN 701 CRD,NO2FUEL,NONE,1,1996-01-12T00:00:00.000,EXPIRED        ,
821,176400,CA005397,BOILER REGISTRATION II,439,EAST FORDHAM ROAD,BRONX,102052.0,3273.0,1.0,FORDHAM UNIVERSITY,1998-01-21T00:00:00.000,YORK YPC FN 15S 46 HS,YORK YPC FN 15S 46 HS,POWERFLAME CR3 G 25,POWERFLAME CR3 G 25,NATURALGAS,NONE,1,1997-01-06T00:01:00.000,EXPIRED        ,
822,274241,CA005398,REGISTRATION,127-01,ROCKAWAY BOULEVARD,QUEENS,4253003.0,11692.0,1.0,GIUSEPPE DONOFRIO,2022-01-26T00:00:00.000,WEIL MCLAIN,EGH-105,WEIL MCLAIN,EGH-105,NATURALGAS,NONE,1,2019-06-19T14:24:42.000,CURRENT        ,G. D'ONOFRIO
823,63274,CA005399,REGISTRATION,166,BLEECKER STREET,BROOKLYN,3075649.0,3306.0,24.0,MARIA MUNOZ,2002-01-19T00:00:00.000,"WEIL MCLAIN, H-6","WEIL MCLAIN, H-6","INTEGRAL   AGGR 380,000 BTU/HR EACH","INTEGRAL   AGGR 380,000 BTU/HR EACH",NATURALGAS,NONE,1,1999-01-06T00:00:00.000,EXPIRED        ,MARIA MUNOZ
824,123895,CA005442,CERTIFICATE TO OPERATE,7200,,BROOKLYN,,18.0,5906.0,FLAGG COURT REALTY,1988-03-21T00:00:00.000,ROCKMILLS MP 250,ROCKMILLS MP 250,ICI DEG 105 P,ICI DEG 105 P,NO2FUEL,NONE,1,1900-01-01T00:00:00.000,EXPIRED        ,FLAGG COURT REALTY
825,133470,CA005470,CERTIFICATE TO OPERATE,141,WEST   16 STREET,MANHATTAN,14574.0,792.0,12.0,SUPERSEDED BY CA400787M,1987-03-03T00:00:00.000,TITUSVILLE MODEL A-15,TITUSVILLE MODEL A-15,PETRO MODEL WD4AH,PETRO MODEL WD4AH,NO4FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
826,115389,CA005473,CERTIFICATE TO OPERATE,404,WEST 44 STREET,MANHATTAN,26370.0,1053.0,37.0,EASTERN PORK PRODUCTS,1992-01-27T00:00:00.000,SPENCER  4-G50,SPENCER  4-G50,HEVEOIL AM4-DH,HEVEOIL AM4-DH,NO4FUEL,NONE,1,1988-10-13T00:00:00.000,CANCELLED      ,
827,133469,CA005477,CERTIFICATE TO OPERATE,72-00,RIDGE ROAD,QUEENS,,11111.0,11111.0,FLAGG COURT REALTY,1985-04-12T00:00:00.000,HEGGIE SIMPLEX 778C,HEGGIE SIMPLEX 778C,KEWANEE KF 5116206,KEWANEE KF 5116206,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
828,117017,CA005479,CERTIFICATE TO OPERATE,230,WEST 55 STREET,MANHATTAN,78861.0,1026.0,7502.0,"LEWIS,SAMUEL",1998-04-04T00:00:00.000,FEDERAL FST 300,FEDERAL FST 300,RAY PA EOR 144 SIZE 300,RAY PA EOR 144 SIZE 300,NO6FUEL,NO6FUEL,2,1900-01-01T00:00:00.000,CANCELLED      ,
829,121553,CA005481,CERTIFICATE TO OPERATE,4,ALBANY STREET,MANHATTAN,88442.0,53.0,7502.0,ALBANY ST BUILDERS CORP,1990-07-01T00:00:00.000,FEDERAL FST-175,FEDERAL FST-175,RAY PAECR - 144 SIZE 200,RAY PAECR - 144 SIZE 200,NO6FUEL,NATURALGAS,2,1900-01-01T00:00:00.000,CANCELLED      ,
830,132701,CA005483,CERTIFICATE TO OPERATE,309,EAST   19 STREET,BROOKLYN,118811.0,5162.0,68.0,SHAAR YOLAND INC,1985-04-12T00:00:00.000,PACIFIC 2473,PACIFIC 2473,A O SMITH BT 365-820,A O SMITH BT 365-820,NATURALGAS,NATURALGAS,2,1900-01-01T00:00:00.000,CANCELLED      ,
831,119191,CA005484,WORK PERMIT,21-25,44 AVENUE,QUEENS,5195.0,441.0,1.0,VAROUJAN KALIKIAN,1984-08-02T00:00:00.000,ROCKMILLS R-85,ROCKMILLS R-85,CARLIN CRD 801,CARLIN CRD 801,NO2FUEL,NONE,1,1987-11-10T00:00:00.000,CANCELLED      ,
832,224415,CA005485,REGISTRATION,77,SULLIVAN STREET,MANHATTAN,1007349.0,489.0,11.0,JAG REALTY GROUP LTD.,2021-01-09T00:00:00.000,AMERICAN STANDARD,# G 66,AMERICAN STANDARD,# G 66,NATURALGAS,NONE,1,2018-01-16T14:35:18.000,CURRENT        ,JAG REALTY GROUP LTD.
833,101455,CA005486,CERTIFICATE TO OPERATE,300,WEST 49 STREET,MANHATTAN,1025144.0,1039.0,32.0,300 WEST 49TH ST ASSOCIATES,2019-04-02T00:00:00.000,ROCKMILLS,MP-200,ICI,DEG-84(P),NO4FUEL,NONE,1,2016-03-02T16:23:14.000,EXPIRED        ,300 WEST 49TH ST ASSOCIATES
834,233705,CA005488,REGISTRATION INSPECTION,667,EAST  233 STREET,BRONX,68042.0,4994.0,17.0,132 HORIZON LLC/ISAAC NIEVES,2021-05-09T00:00:00.000,FEDERAL ,FST 80,I.C. ,MMG 34P,NO4FUEL,NONE,1,2018-07-24T09:42:34.000,CURRENT        ,
835,175986,CA005489,REGISTRATION,179-181,WEST 135 STREET,MANHATTAN,58264.0,1920.0,7.0,C.T. WALKER,2019-01-23T00:00:00.000,STATE SBT 80 725,STATE SBT 80 725,STATE INTEGRAL,STATE INTEGRAL,NATURALGAS,NONE,1,2016-06-24T14:32:55.000,EXPIRED        ,
836,56809,CA005491,REGISTRATION,54-27,LITTLE NECK PARKWAY,QUEENS,171722.0,8274.0,146.0,TEMPLE TORAH OF LITTLE NECK,2006-02-06T00:00:00.000,H.B.SMITH G400 A-W-11,H.B.SMITH G400 A-W-11,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,1991-01-01T00:00:00.000,EXPIRED        ,
837,196628,CA005492,REGISTRATION,307,EAST 53 STREET,MANHATTAN,1039827.0,1346.0,5.0,GOV'T UNITED REPUBLIC OF TANZANIA,2018-01-09T00:00:00.000,HYDROTHERM,MR-1500B (5 MODULES),HYDROTHERM,MR-1500B (5 MODULES),NATURALGAS,NONE,5,2016-11-30T11:52:41.000,EXPIRED        ,GOV'T UNITED REPUBLIC OF TANZANIA
838,60066,CA005494,REGISTRATION,531,GATES AVENUE,BROOKLYN,322232.0,1809.0,54.0,NYC DEPT OF HPD,1997-01-13T00:00:00.000,WEIL MCLAIN 976,WEIL MCLAIN 976,WAYNE EH,WAYNE EH,NO2FUEL,NONE,1,1994-01-06T00:00:00.000,EXPIRED        ,
839,203504,CA005496,REGISTRATION INSPECTION,61-11,QUEENS BOULEVARD,QUEENS,449695.0,1339.0,2.0,61-11 QUEENS BLVD NH,2020-04-15T00:00:00.000,WEIL-MCLAIN (NEW) P-1288-W,WEIL-MCLAIN (NEW) P-1288-W,POWERFLAME WCR3-GO-20,POWERFLAME WCR3-GO-20,NATURALGAS,NONE,2,2017-06-19T16:17:46.000,CURRENT        ,
840,296800,CA005497,CERTIFICATE TO OPERATE,70,WEST   36 STREET,MANHATTAN,1015916.0,837.0,7501.0,70 WEST 36TH  ST.CONDO C/O TIME EQUITIES INC.,2015-03-14T00:00:00.000,ROCKMILLS MP-175,ROCKMILLS MP-175,INDUSTRIAL COMBUSTION DEG 84 P,INDUSTRIAL COMBUSTION DEG 84 P,NO2FUEL,NONE,1,2020-02-14T08:53:41.000,CANCELLED      ,
841,63275,CA005499,REGISTRATION,2067,ADAM CLAYTON POWELL JR. AVENUE,MANHATTAN,,,,GLD REALTY,2002-01-19T00:00:00.000,"SLANT/FIN, GGT-900","SLANT/FIN, GGT-900","SLANT/FIN, CARAVAN","SLANT/FIN, CARAVAN",NATURALGAS,NONE,1,1999-01-06T00:00:00.000,EXPIRED        ,
842,123197,CA005562,CERTIFICATE TO OPERATE,71-11,ASTORIA BOULEVARD,QUEENS,21796.0,1003.0,11.0,WESTWAY  MOTOR INN INC /USHISHAFRAN,2016-07-01T00:00:00.000,CYCLOTHERM CWS-3500,CYCLOTHERM CWS-3500,CYCLOTHERM (INTEGRAL),CYCLOTHERM (INTEGRAL),NO2FUEL,NONE,1,1988-05-31T00:00:00.000,EXPIRED        ,
843,117032,CA005568,CERTIFICATE TO OPERATE,630,FORT WASHINGTON AVENUE,MANHATTAN,85387.0,2180.0,350.0,FT TRYON ESTATES INC,1990-01-23T00:00:00.000,FITZGIBBON RZU RM182,FITZGIBBON RZU RM182,HEV-E-OIL AM6E,HEV-E-OIL AM6E,NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
844,117636,CA005570,CERTIFICATE TO OPERATE,,CHRISTOPHER STREET,MANHATTAN,,48.0,588.0,GREEN RIVER REALTY CO,1985-08-18T00:00:00.000,NO PLATE -- UNKNOWN,NO PLATE -- UNKNOWN,NO PLATE - UNKNOWN,NO PLATE - UNKNOWN,NO4FUEL,NO4FUEL,1,1900-01-01T00:00:00.000,CANCELLED      ,SUPERSEDED BY CA3717/85Z
845,54980,CA005572,REGISTRATION,256,5 AVENUE,MANHATTAN,15731.0,830.0,41.0,"HOISECY, SIMPLON",1998-11-11T00:00:00.000,IRON FIREMAN 34-4-80,IRON FIREMAN 34-4-80,IRON FIREMAN MF65-E-A,IRON FIREMAN MF65-E-A,NO2FUEL,NONE,1,1989-05-19T00:00:00.000,EXPIRED        ,
846,133466,CA005573,CERTIFICATE TO OPERATE,43-34,49 STREET,QUEENS,1303.0,139.0,35.0,SEE CA10886Y,1983-09-30T00:00:00.000,KEWANEE-UN-K,KEWANEE-UN-K,TODD 'B',TODD 'B',NO6FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
847,265261,CA005576,REGISTRATION,982,FLATBUSH AVENUE,BROOKLYN,3117632.0,5125.0,11.0,JMS REALTY C/O COOKIES,2022-06-13T00:00:00.000,WEIL MCLAIN,BL-584-S,SUNRAY,PGC-434,NO2FUEL,NONE,1,2019-04-29T11:57:20.000,CURRENT        ,JMS REALTY ASSOCIATES
848,176403,CA005580,REGISTRATION INSPECTION,109,PRINCE STREET,MANHATTAN,8002.0,514.0,7503.0,JOE DISIBIO,1989-07-01T00:00:00.000,WEIL-MCLAIN BL-1586,WEIL-MCLAIN BL-1586,AUTOMATIC BURNER CORP (ABC) 98A,AUTOMATIC BURNER CORP (ABC) 98A,NO2FUEL,NONE,1,1900-01-01T00:01:00.000,EXPIRED        ,
849,133462,CA005581,CERTIFICATE TO OPERATE,66,COURT STREET,BROOKLYN,2543.0,265.0,1.0,TUDOR REALTY SERVICES  CORP.,2009-11-24T00:00:00.000,ROCKMILLS MP-250,ROCKMILLS MP-250,GORDON PIATT F 14-GO- 50,GORDON PIATT F 14-GO- 50,NO2FUEL,NONE,1,1900-01-01T00:00:00.000,CANCELLED      ,
850,122683,CA005583,CERTIFICATE TO OPERATE,1004,MONTGOMERY STREET,BROOKLYN,38416.0,1425.0,6.0,WILLIAM SPENCER,2001-08-04T00:00:00.000,ROCKMILLS MP 100,ROCKMILLS MP 100,IRON FIREMAN AG06-4.2,IRON FIREMAN AG06-4.2,NO2FUEL,NATURALGAS,1,1986-10-09T00:00:00.000,CANCELLED      ,
851,133461,CA005584,CERTIFICATE TO OPERATE,30-30,60 STREET,QUEENS,24498.0,1113.0,7501.0,ALLOMATIC INDUSTRIES INC.,1998-04-04T00:00:00.000,BURNHAM BSW-150,BURNHAM BSW-150,INDUSTRIAL COMBUST DEG-63(S),INDUSTRIAL COMBUST DEG-63(S),NO6FUEL,NO6FUEL,2,1900-01-01T00:00:00.000,CANCELLED      ,
852,122655,CA005586,WORK PERMIT,610,WEST  163 STREET,MANHATTAN,63364.0,2137.0,86.0,"BPIII 610 W. 163 ST., LLC",1992-11-29T00:00:00.000,FEDERAL FST-90,FEDERAL FST-90,I.C.I. MMG-42P,I.C.I. MMG-42P,NO4FUEL,NONE,1,1986-05-14T00:00:00.000,CANCELLED      ,
853,54568,CA005589,REGISTRATION,181,WEST  135 STREET,MANHATTAN,58264.0,1920.0,7.0,"JOSEPH, PAMELA",1995-01-23T00:00:00.000,WEIL MCLAIN BGL 588S,WEIL MCLAIN BGL 588S,POWERFLAME WCR1-GO-12,POWERFLAME WCR1-GO-12,NATURALGAS,NONE,1,1989-01-10T00:00:00.000,EXPIRED        ,
854,55753,CA005590,REGISTRATION,726,NOSTRAND AVENUE,BROOKLYN,31214.0,1233.0,149.0,"PERSAUD, VICIE",2005-05-21T00:00:00.000,PEERLESS JOT-9FDA,PEERLESS JOT-9FDA,CARLIN 201 CRD,CARLIN 201 CRD,NO2FUEL,NONE,1,1990-01-04T00:00:00.000,EXPIRED        ,
855,57734,CA005592,REGISTRATION,117-10,JAMAICA AVENUE,QUEENS,195868.0,9327.0,5.0,OWNER/SUPERINTENDENT,1995-01-09T00:00:00.000,WEIL MCLAIN EGH-95,WEIL MCLAIN EGH-95,INTEGRAL,INTEGRAL,NATURALGAS,NONE,1,1992-01-06T00:00:00.000,EXPIRED        ,
856,58920,CA005593,REGISTRATION,609,FLATBUSH AVENUE,BROOKLYN,3115284.0,5037.0,6.0,"JEAN-BAPTISTE, CARL",2002-01-12T00:00:00.000,ROCKMILLS 28256,ROCKMILLS 28256,UNIPOWER 576441GL,UNIPOWER 576441GL,NATURALGAS,NONE,1,1993-01-07T00:00:00.000,EXPIRED        ,"JEAN-BAPTISTE, CARL"
857,112208,CA005597,CERTIFICATE TO OPERATE,1876,ARTHUR AVENUE,BRONX,9906.0,2947.0,1.0,HOLIND REALTY CORP.,2003-07-03T00:00:00.000,FEDERAL PMA 608,FEDERAL PMA 608,HEVE AMDH SIZE 4,HEVE AMDH SIZE 4,NO4FUEL,NONE,1,1997-01-06T00:00:00.000,CANCELLED      ,
858,62549,CA005598,REGISTRATION,860,KNICKERBOCKER AVENUE,BROOKLYN,79551.0,3430.0,29.0,CARMEN IRIZARRY,2001-01-27T00:00:00.000,"PEERLESS, ECT-6-300","PEERLESS, ECT-6-300","RIELLO, F-10","RIELLO, F-10",NO2FUEL,NONE,1,1998-01-08T00:00:00.000,EXPIRED        ,
