input_1_output_uniqueid,input_1_input_1_facilityname,input_1_input_1_facility,input_1_input_1_address,input_1_input_1_address_2,input_1_input_1_zipcode,input_1_input_1_borough,phone_number,input_1_input_1_additionalinfo,input_1_input_1_service,input_1_input_1_service_type,input_1_input_1_free_service,input_1_input_1_sliding_scale,input_1_input_1_accepts_walk,input_1_input_1_hepatitis,input_1_output_bbl,input_1_input_1_latitude,input_1_input_1_longitude,output_bbl,output_bin,output_city_council_district,output_community_district
364,Mount Sinai - Liver Medical Management Program (RMTI) Chinatown,Community Health Center,168 Center Street,Suite 3M,10013,MANHATTAN,(718) 844-7974,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.mountsinai.org/patient-care/service-areas/organ-transplants/programs-and-services/adult-liver-diseases-and-transplantation"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,1002070001.0,40.7182172,-73.9998056,1002070001.0,1002663.0,1.0,102.0
365,Harlem United - The Nest,Community Health Center,169 West 133rd Street,,10030,MANHATTAN,(212) 824-7729,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""https://www.harlemunited.org/get-care/the-nest/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1019180006.0,40.813947,-73.94392,1019180006.0,1090177.0,9.0,110.0
366,Mount Sinai - Primary Care Hep C Program,Hospital,17 East 102nd Street,7th Floor,10029,MANHATTAN,(212) 241-7270,"Free services are available.<br><a href=""http://www.mountsinai.org/PrimaryCareHCV"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,False,False,False,1016080005.0,40.791484,-73.9520122,1016080005.0,1051492.0,8.0,111.0
367,Mount Sinai - Faculty Practice Associates,Hospital,17 East 102nd Street,2nd Floor,10029,MANHATTAN,(212) 241-6159,,Hepatitis,Hep C Treatment,False,False,False,False,1016080005.0,40.791484,-73.9520122,1016080005.0,1051492.0,8.0,111.0
404,Montefiore - Family Care Center,Hospital,3444 Kossuth Avenue,,10467,BRONX,(718) 920-4067,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.montefiore.org/mmg-family-care-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,False,2033270001.0,40.8812402,-73.8811275,2033270001.0,2094749.0,11.0,207.0
368,Mount Sinai - Jack Martin Fund Clinic,Hospital,17 East 102nd Street,3rd Floor,10029,MANHATTAN,(212) 659-8554,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.mountsinai.org/patient-care/service-areas/infectious-diseases/hiv-aids/jack-martin-fund-clinic"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,1016080005.0,40.791484,-73.9520122,1016080005.0,1051492.0,8.0,111.0
369,Mount Sinai - Medical Specialty Services Center for Advanced Medicine (CAM),Hospital,17 East 102nd Street,4th Floor,10029,MANHATTAN,(212) 312-5000,,Hepatitis,Hep C Treatment,False,False,False,False,1016080005.0,40.791484,-73.9520122,1016080005.0,1051492.0,8.0,111.0
370,NewYork-Presbyterian Lower Manhattan Hospital,Hospital,170 William Street,,10038,MANHATTAN,(718) 299-1100,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://nyp.org/lowermanhattan/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,1001000001.0,40.7103592,-74.005103,1001000001.0,1001352.0,1.0,101.0
371,Acacia Network - Clay Avenue Family Health Center,Community Health Center,1776 Clay Avenue,,10457,BRONX,(212) 305-9692,"Free services are available.<br><a href=""http://www.acacianetwork.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,False,True,2028910037.0,40.8461493,-73.9042441,2028910037.0,2009358.0,15.0,205.0
372,NewYork-Presbyterian Comprehensive Health Program,Hospital,180 Fort Washington,6th floor,10032,MANHATTAN,(718) 670-2903,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyp.org/clinical-services/ambulatory-care-network/comprehensive-health-program"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,,40.8406019,-73.941549,,,,
373,New York Hospital Queens - Liver Center,Hospital,182-15 Horace Harding Expressway,,11365,QUEENS,(212) 423-4500,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyhq.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,4070660056.0,40.740006,-73.791704,4070660056.0,4152744.0,20.0,411.0
374,Family Health Center of Harlem,Community Health Center,1824 Madison Avenue,,10035,MANHATTAN,(917) 564-8750,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.institute.org/location/family-health-center-of-harlem/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,False,1017450055.0,40.8018509,-73.9437621,1017450055.0,1053963.0,9.0,111.0
375,Montefiore - Substance Abuse Treatment Program III,Community Health Center,2058 Jerome Avenue,,10453,BRONX,(212) 434-4251,"Free services are available.<br><a href=""http://www.montefiore.org/psychiatry-services-substance-abuse-treatment"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,False,True,2031790004.0,40.8542293,-73.9070002,2031790004.0,2127653.0,14.0,205.0
376,Lenox Hill - Retroviral Disease Center,Hospital,210 East 64th Street,,10065,MANHATTAN,(718) 292-7718,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""https://www.northwell.edu/find-care/locations/retroviral-disease-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,1014180006.0,40.764064,-73.9632759,1014180006.0,1043862.0,4.0,108.0
377,BOOM!Health,Syringe Exchange Program,226 East 144th Street,,10451,BRONX,(855) 681-8700 Ext 3474,"Free services are available.<br><a href=""http://www.boomhealth.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,True,False,2023400221.0,40.8156153,-73.9255423,2023400221.0,2000997.0,8.0,201.0
378,Brightpoint Health - Boom!Health,Community Health Center,226 East 144th Street,2nd Floor,10451,BRONX,(212) 289-6650,"Free services are available.<br><a href=""http://www.brightpointhealth.org"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,False,True,2023400221.0,40.8156153,-73.9255423,2023400221.0,2000997.0,8.0,201.0
379,Boriken Neighborhood Health Center,Community Health Center,2265 3rd Avenue,3rd Floor,10035,MANHATTAN,(212) 238-7897,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.boriken.org/Programs/Programs.html"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1017880001.0,40.8024119,-73.9363319,1017880001.0,1054630.0,8.0,111.0
380,Gouverneur Healthcare Services,Hospital,227 Madison Street,Room 1252,10002,MANHATTAN,(212) 523-6500,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/gouverneur/html/home/home.shtml"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1002700032.0,40.713208,-73.987787,1002700032.0,1003224.0,1.0,103.0
381,Mount Sinai - Spencer Cox Clinic,Hospital,230 West 17th Street,,10011,MANHATTAN,(718) 226-6306,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.mountsinaihealth.org/patient-care/iam/team"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,1007660061.0,40.7409036,-73.9998255,1007660061.0,1013820.0,3.0,104.0
382,Staten Island University Hospital - GI Clinic,Hospital,242 Mason Avenue,Suite 2,10305,STATEN ISLAND,(718) 332-3100,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.siuh.edu/Our-Services/Clinical-Services/Gastroenterology-Digestive-and-Liver-Diseases-.aspx"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,5033550065.0,40.5859742,-74.0854065,5033550065.0,5104756.0,50.0,502.0
383,"Yuriy Pertsovsky, MD",Private Practice Physician,2569 Ocean Avenue,,11229,BROOKLYN,(718) 342-0060,,Hepatitis,Hep C Treatment,False,False,False,False,3073537501.0,40.5988457,-73.9513178,3073537501.0,3391180.0,48.0,315.0
384,Brownsville Multiservice Family Health Center,Community Health Center,259 Bristol Street,,11212,BROOKLYN,(718) 409-9452,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://bmsfhc.wixsite.com/bms-family-health/bms-isis"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,3035590011.0,40.6646272,-73.9113718,3035590011.0,3081765.0,41.0,316.0
385,Montefiore - Division of Substance Abuse,Community Health Center,260 East 161st Street,,10451,BRONX,(718) 616-3772,"Free services are available.<br><a href=""http://www.einstein.yu.edu/departments/psychiatry-behavioral-sciences/dosa.aspx?id=4708/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,False,True,2024430100.0,40.8254821,-73.9189897,2024430100.0,2002457.0,16.0,204.0
386,Coney Island Hospital - Hepatology,Hospital,2601 Ocean Parkway,,11235,BROOKLYN,(718) 224-7186,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/coneyisland/html/services/medical-gastroenterology.shtml"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,False,3072390001.0,40.5854896,-73.9655812,3072390001.0,3337274.0,48.0,313.0
387,Hepatobiliary Associates of New York,Private Practice Physician,26-19 Francis Lewis Boulevard,,11358,QUEENS,(718) 299-1100,,Hepatitis,Hep C Treatment,False,False,False,False,4059610033.0,40.7725796,-73.7946618,4059610033.0,4132764.0,19.0,407.0
388,Acacia Network - Claremont Family Health Center,Community Health Center,262-4 East 174th Street,,10457,BRONX,(718) 277-0386,"Free services are available.<br><a href=""http://www.acacianetwork.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,False,True,2027910044.0,40.8447586,-73.9070041,2027910044.0,2007349.0,15.0,204.0
389,Housing Works - East New York Community Health Center,Community Health Center,2640 Pitkin Avenue,,11208,BROOKLYN,(718) 299-1100,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.housingworks.org/heal/medical-and-dental-care/hep-c/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,3042290016.0,40.6750264,-73.8746104,3042290016.0,3393021.0,42.0,305.0
390,Acacia Network - Barbee Family Healthcare Center,Community Health Center,266 West 145th Street,,10039,MANHATTAN,(212) 604-1701,"Free services are available.<br><a href=""http://www.acacianetwork.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,False,True,1020300057.0,40.8225643,-73.941281,1020300057.0,1060467.0,9.0,110.0
391,Mount Sinai - Comprehensive Health Program,Hospital,275 Seventh Avenue,12th Floor,10001,MANHATTAN,(212) 477-8500,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.mountsinai.org/patient-care/service-areas/infectious-diseases/hiv-aids/mschp-downtown"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,1008010001.0,40.7455693,-73.9941582,1008010001.0,1015000.0,3.0,104.0
392,William F. Ryan Community Health Network - Ryan Nena,Community Health Center,279 East 3rd Street,,10009,MANHATTAN,(212) 227-8401,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.ryancenter.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1003730064.0,40.7214643,-73.9800934,1003730064.0,1004406.0,2.0,103.0
393,Betances Health Center,Community Health Center,280 Henry Street,,10002,MANHATTAN,(212) 420-4015,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.betances.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1002670010.0,40.7136702,-73.9837398,1002670010.0,1003220.0,2.0,103.0
394,Mount Sinai Beth Israel - Digestive Diseases,Hospital,281 1st Avenue at 16th Street,,10003,MANHATTAN,(212) 803-2850,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.wehealny.org/services/bi_digestivediseases/index.html"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,1009220046.0,40.7331405,-73.9821651,1009220046.0,1081661.0,,106.0
395,Harlem United,Community Health Center,290 Lenox Avenue,Ground Level,10027,MANHATTAN,(212) 366-4459,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://harlemunited.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1017220069.0,40.8074667,-73.9456223,1017220069.0,1053487.0,9.0,110.0
396,Care for the Homeless,Community Organization,30 E 33rd Street,5th Floor,10016,MANHATTAN,(929) 210-6120,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.careforthehomeless.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1008620045.0,40.7466612,-73.9829586,1008620045.0,1017020.0,2.0,105.0
397,Mount Sinai - Liver Medical Management Program (RMTI) Brooklyn,Community Health Center,300 Cadman Plaza West,,11201,BROOKLYN,(718) 384-0010,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.mountsinai.org/brooklyn-heights/brooklyn-heights-services/gastroenterology"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,3002390001.0,40.6951017,-73.9914366,3002390001.0,3001937.0,33.0,302.0
398,Unimed Family Health Care,Private Practice Physician,302 Broadway,,11211,BROOKLYN,(718) 579-2500,,Hepatitis,Hep C Treatment,False,False,False,False,3021420001.0,40.7081454,-73.9577054,3021420001.0,3059663.0,33.0,301.0
399,Montefiore - Comprehensive Health Care Center,Community Health Center,305 East 161st Street,,10451,BRONX,(888) 795-4837,"Free services are available.<br><a href=""http://www.montefiore.org/mmg-comprehensive-health-care-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,False,True,2024210045.0,40.8254275,-73.9169829,2024210045.0,2115808.0,17.0,204.0
400,Albert Einstein College of Medicine - Hepatology (CFCC),Community Health Center,305 East 161st Street,,10451,BRONX,(212) 420-2620,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.einstein.yu.edu/departments/medicine/divisions/gastroenterology-liver-diseases/contact/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,2024210045.0,40.8254629,-73.9169968,2024210045.0,2115808.0,17.0,204.0
401,Mount Sinai - Peter Krueger Clinic,Hospital,317 East 17th Street,1st Floor,10003,MANHATTAN,(718) 882-5482,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.wehealny.org/services/bi_aidsservices/kruegercenter.html"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,1009230011.0,40.734045,-73.9826908,1009230011.0,1020430.0,2.0,106.0
402,Montefiore - Oval Center,Community Health Center,3230 Bainbridge Avenue,,10467,BRONX,(718) 920-8542,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.montefiore.org/std"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,2033430008.0,40.8765241,-73.8795197,2033430008.0,2018154.0,11.0,207.0
403,Montefiore - Center for Positive Living,Hospital,3444 Kossuth Avenue,3rd Floor,10467,BRONX,(718) 920-2273,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.montefiore.org/hiv-aids-contact"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,2033270001.0,40.8812402,-73.8811275,2033270001.0,2094749.0,11.0,207.0
405,Montefiore - Substance Abuse Treatment Program I,Community Health Center,3550 Jerome Avenue,,10467,BRONX,(718) 933-2400,"Free services are available.<br><a href=""http://www.montefiore.org/psychiatry-services-substance-abuse-treatment"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,True,False,True,2033280025.0,40.8840071,-73.8798805,2033280025.0,2017792.0,11.0,207.0
406,Montefiore - Family Health Center,Community Health Center,360 East 193rd Street,,10458,BRONX,(718) 963-7618,,Hepatitis,Hep C Treatment,False,True,False,False,2032750040.0,40.8630819,-73.8910785,2032750040.0,2016318.0,15.0,207.0
407,Wyckoff Heights Medical Center - GI,Hospital,374 Stockholm Street,2nd Floor,11237,BROOKLYN,(212) 523-6500,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.wyckoffhospital.org/departments/clinical/gastroenterology"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,3032600001.0,40.704168,-73.917684,3032600001.0,3074262.0,37.0,304.0
408,Mount Sinai - Morningside Clinic,Hospital,390 West 114th Street,3rd Floor,10025,MANHATTAN,(718) 226-2642,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.mountsinaihealth.org/patient-care/iam/team"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,,40.804787,-73.9602967,,,9.0,110.0
409,Staten Island University Hospital - HIV/Hepatitis Clinic,Hospital,392 Seguine Avenue,,10309,STATEN ISLAND,(212) 334-6029,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.siuh.edu/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,5066940195.0,40.516429,-74.197306,5066940195.0,5082854.0,51.0,503.0
410,APICHA Community Health Center,Community Health Center,400 Broadway,4th Floor,10013,MANHATTAN,(212) 684-6684,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.apicha.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1001960001.0,40.7186127,-74.0022351,1001960001.0,1002334.0,1.0,101.0
411,"Kenneth Mercer, MD",Private Practice Physician,422 2nd Avenue,,10010,MANHATTAN,(718) 670-2399,,Hepatitis,Hep C Treatment,False,False,False,False,1009300001.0,40.7386333,-73.9801023,1009300001.0,1020599.0,2.0,106.0
412,NewYork-Presbyterian/Queens - Liver Center,Hospital,44-02 Francis Lewis Boulevard,,11358,QUEENS,(718) 960-1472,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyhq.org/Bayside-Primary-Care"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,4055210026.0,40.7570163,-73.783429,4055210026.0,4124589.0,19.0,411.0
413,St. Barnabas Hospital - GI and Hepatology,Hospital,4487 Third Avenue,3rd Floor,10457,BRONX,(718) 270-1000,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.sbhny.org/patient-care/clinical-services/gastroenterology-and-hepatology/?term=hepatology"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,2030510045.0,40.8533288,-73.8916388,2030510045.0,2011594.0,15.0,206.0
414,SUNY Downstate Medical Center,Hospital,450 Clarkson Avenue,,11203,BROOKLYN,(718) 245-2800,"Free services are available.<br><a href=""http://www.downstate.edu/star/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,False,False,True,3048380001.0,40.6552458,-73.945734,3048380001.0,3336186.0,40.0,317.0
415,Kings County Hospital Center,Hospital,451 Clarkson Avenue,,11203,BROOKLYN,(212) 263-6804,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/kchc/html/home/home.shtml"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,3048290001.0,40.6567192,-73.9461696,3048290001.0,3327711.0,40.0,309.0
416,Bellevue Hospital Center - Hepatitis Clinic,Hospital,462 First Avenue,,10016,MANHATTAN,(718) 283-5900,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/bellevue/html/home/home.shtml"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1009620100.0,40.739217,-73.9754976,1009620100.0,1086515.0,4.0,106.0
417,Maimonides Medical Center - Gastroenterology,Hospital,4721 Fort Hamilton Parkway,,11219,BROOKLYN,(718) 369-4850,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""https://www.maimonidesmed.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,3056260038.0,40.638744,-73.99653,3056260038.0,3137118.0,44.0,312.0
418,AHF Brooklyn Healthcare Center,Community Health Center,475 Atlantic Avenue,2nd Floor,11217,BROOKLYN,(212) 241-7270,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.aidshealth.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,3001790053.0,40.6861095,-73.9820371,3001790053.0,3000767.0,33.0,302.0
419,Mount Sinai - Department of Liver Diseases,Hospital,5 East 98th Street,11 Floor,10029,MANHATTAN,(212) 731-7684,,Hepatitis,Hep C Treatment,False,False,False,False,1016040006.0,40.7888556,-73.9539742,1016040006.0,1083920.0,8.0,111.0
420,Mount Sinai - Liver Medical Management Program (RMTI) Harlem,Community Health Center,5 East 98th Street,,10029,MANHATTAN,(718) 210-1030,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.mountsinai.org/patient-care/service-areas/organ-transplants/programs-and-services/adult-liver-diseases-and-transplantation"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,1016040006.0,40.7888556,-73.9539742,1016040006.0,1083920.0,8.0,111.0
421,Brooklyn Chinese Family Health Center,Community Health Center,5008 7th Avenue,,11220,BROOKLYN,(718) 780-3000,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.lutheranhealthcare.org/Main/LutheranFamilyHealthCentersSunsetTerrace.aspx"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,False,3007937503.0,40.6423899,-74.0063458,3007937503.0,3393316.0,38.0,307.0
422,New York Methodist Hospital - Center for Liver Diseases,Hospital,506 6th Street,6th floor,11215,BROOKLYN,(212) 939-3947,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nym.org/Services/Center-for-Liver-Disorders.aspx"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,3010860001.0,40.6678105,-73.9790166,3010860001.0,3337808.0,39.0,306.0
423,Harlem Hospital - GI,Hospital,506 Lenox Avenue,,10037,MANHATTAN,(212) 939-1000,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyc.gov/html/hhc/harlem/html/services/adult.shtml"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,False,1017330001.0,40.8141351,-73.9397616,1017330001.0,1053899.0,9.0,110.0
424,Harlem Hospital - ID,Hospital,506 Lenox Avenue,Suite 3101 A,10037,MANHATTAN,(212) 781-7979,"Free services are available.<br><a href=""http://www.nyc.gov/html/hhc/harlem/html/services/adult.shtml"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,False,False,True,1017330001.0,40.8141351,-73.9397616,1017330001.0,1053899.0,9.0,110.0
425,CHN - Community League Health Center,Community Health Center,511 West 157th Street,,10032,MANHATTAN,(646) 962-4463,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.chnnyc.org/our-locations/community-league-health-center"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,1021160031.0,40.8333519,-73.942559,1021160031.0,1089242.0,7.0,112.0
426,NewYork-Presbyterian Weill Cornell - Hepatology,Hospital,525 East 68th Street,,10065,MANHATTAN,(718) 613-6843,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyp.org/digestive/services"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,1014800001.0,40.7643962,-73.95393,1014800001.0,1084781.0,5.0,108.0
427,Interfaith Medical Center - Bishop Orris G. Walker Junior Health Center,Hospital,528 Prospect Place,2nd Floor,11238,BROOKLYN,(212) 263-3643,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.interfaithmedical.com/about/service-centers/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,3011630010.0,40.6753484,-73.9589915,3011630010.0,3393245.0,35.0,308.0
428,NYU Langone Medical Center - Hepatology,Hospital,530 First Avenue,Suite 4J,10016,MANHATTAN,(212) 794-0240,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://nyulangone.org/locations/nyu-langone
-hepatology-associates"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,1009627501.0,40.7413995,-73.974415,1009627501.0,1081694.0,4.0,106.0
429,Lenox Hill Hospital - Hepatology,Hospital,535 5th Avenue,Suite 611,10017,MANHATTAN,(718) 579-4000,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.lenoxhillhospital.org/residency_training.aspx?id=386"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,True,1012790001.0,40.7549469,-73.9795346,1012790001.0,1035366.0,4.0,105.0
430,Segundo Ruiz Belvis Neighborhood Family Care Center,Community Health Center,545 East 142nd Street,,10454,BRONX,(718) 670-2559,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nychealthandhospitals.org/hhc/html/about/About-HospServices-PrimaryPre-Belvis.shtml"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,False,2022690021.0,40.8097959,-73.9159233,2022690021.0,2090354.0,8.0,201.0
431,NewYork-Presbyterian/Queens - Center for Liver Disease,Hospital,56-45 Main Street,,11365,QUEENS,(212) 923-7600,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.nyhq.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,False,False,False,4051650001.0,40.7470076,-73.8261739,4051650001.0,4439898.0,20.0,407.0
432,Washington Heights Corner Project,Syringe Exchange Program,566 West 181st Street,2nd Floor (ring bell),10033,MANHATTAN,(718) 907-6243,"Free services are available.<br><a href=""http://www.cornerproject.org/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,True,False,False,True,1021530063.0,40.8491521,-73.9334469,1021530063.0,1063636.0,10.0,112.0
433,Housing Works - Downtown Brooklyn Health Center,Community Health Center,57 Willoughby Street,Lower Level,11201,BROOKLYN,(718) 857-8874,"Call for insurance and payment methods. There may be a cost for care.<br><a href=""http://www.housingworks.org/heal/medical-and-dental-care/hep-c/"" target=""_blank""><font size = +1><b>Program Website</b></font></a>",Hepatitis,Hep C Treatment,False,True,False,True,3001470036.0,40.6925071,-73.9864748,3001470036.0,3000338.0,33.0,302.0
