,year,leading_cause,sex,race_ethnicity,deaths,death_rate,age_adjusted_death_rate
808,2009,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Not Stated/Unknown,.,.,.
809,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Not Stated/Unknown,.,.,.
810,2009,Septicemia (A40-A41),Female,Not Stated/Unknown,.,.,.
811,2009,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,.,.,.
812,2009,All Other Causes,Female,Not Stated/Unknown,26,.,.
813,2009,Diabetes Mellitus (E10-E14),Male,Hispanic,172,15.3,25.4
814,2009,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,170,15.1,17.9
815,2009,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,145,12.9,13.5
816,2009,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,143,12.7,21.1
817,2009,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1382,123.1,227.9
818,2009,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1180,105.1,172.2
819,2009,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Hispanic,196,17.5,20
820,2008,All Other Causes,Female,Not Stated/Unknown,42,.,.
821,2008,Malignant Neoplasms (Cancer: C00-C97),Female,Not Stated/Unknown,36,.,.
822,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Hispanic,1330,120.3,228
823,2008,Malignant Neoplasms (Cancer: C00-C97),Male,Hispanic,1080,97.7,165.9
824,2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Hispanic,222,20.1,22.7
825,2008,Diabetes Mellitus (E10-E14),Male,Hispanic,191,17.3,31.3
826,2008,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,187,16.9,35.5
827,2008,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,186,16.8,20.6
828,2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,172,15.6,16.3
829,2008,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,149,13.5,16.8
830,2008,Chronic Lower Respiratory Diseases (J40-J47),Male,Hispanic,132,11.9,22.8
831,2008,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,124,11.2,18.8
832,2008,All Other Causes,Male,Hispanic,1069,96.7,139.5
833,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,546,109.6,166.3
834,2008,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,473,95,123.5
835,2008,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,90,18.1,30.2
836,2008,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,53,10.6,12.2
837,2008,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,52,10.4,14.9
838,2008,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,48,9.6,14.1
839,2008,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,46,9.2,16.1
840,2008,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,31,6.2,9.8
841,2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,30,6,6.3
842,2008,"Nephritis, Nephrotic Syndrome and Nephrosis (N00-N07, N17-N19, N25-N27)",Male,Asian and Pacific Islander,14,2.8,4.9
843,2008,"Congenital Malformations, Deformations, and Chromosomal Abnormalities (Q00-Q99)",Male,Asian and Pacific Islander,14,2.8,3
844,2008,All Other Causes,Male,Asian and Pacific Islander,238,47.8,63.3
845,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,White Non-Hispanic,5503,410,342.3
846,2008,Malignant Neoplasms (Cancer: C00-C97),Male,White Non-Hispanic,3361,250.4,214.3
847,2008,Influenza (Flu) and Pneumonia (J09-J18),Male,White Non-Hispanic,529,39.4,32.7
848,2008,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,347,25.9,21.8
849,2008,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,White Non-Hispanic,272,20.3,18.4
850,2008,Diabetes Mellitus (E10-E14),Male,White Non-Hispanic,246,18.3,15.6
851,2008,Cerebrovascular Disease (Stroke: I60-I69),Male,White Non-Hispanic,245,18.3,15.4
852,2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,227,16.9,15.5
853,2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,195,14.5,13.1
854,2008,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,165,12.3,10.3
855,2008,All Other Causes,Male,White Non-Hispanic,1824,135.9,119.9
856,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Black Non-Hispanic,2077,244.6,330.2
857,2008,Malignant Neoplasms (Cancer: C00-C97),Male,Black Non-Hispanic,1464,172.4,220.4
858,2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,356,41.9,41.8
859,2008,"Assault (Homicide: Y87.1, X85-Y09)",Male,Black Non-Hispanic,286,33.7,33.8
860,2008,Diabetes Mellitus (E10-E14),Male,Black Non-Hispanic,265,31.2,40.2
861,2008,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,222,26.1,37.6
862,2008,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,206,24.3,31
863,2008,Chronic Lower Respiratory Diseases (J40-J47),Male,Black Non-Hispanic,169,19.9,26.4
864,2008,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Black Non-Hispanic,146,17.2,18.1
865,2008,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,134,15.8,20.9
866,2008,All Other Causes,Male,Black Non-Hispanic,1216,143.2,163.5
867,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,39,.,.
868,2008,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,33,.,.
869,2008,Influenza (Flu) and Pneumonia (J09-J18),Male,Other Race/ Ethnicity,5,.,.
870,2008,Cerebrovascular Disease (Stroke: I60-I69),Male,Other Race/ Ethnicity,5,.,.
871,2008,"Assault (Homicide: Y87.1, X85-Y09)",Male,Other Race/ Ethnicity,5,.,.
872,2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Other Race/ Ethnicity,.,.,.
873,2008,Diabetes Mellitus (E10-E14),Male,Other Race/ Ethnicity,.,.,.
874,2008,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Other Race/ Ethnicity,.,.,.
875,2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Other Race/ Ethnicity,.,.,.
876,2008,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Other Race/ Ethnicity,.,.,.
877,2008,Aortic Aneurysm and Dissection (I71),Male,Other Race/ Ethnicity,.,.,.
878,2008,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Other Race/ Ethnicity,.,.,.
879,2008,All Other Causes,Male,Other Race/ Ethnicity,8,.,.
880,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Not Stated/Unknown,92,.,.
881,2008,Malignant Neoplasms (Cancer: C00-C97),Male,Not Stated/Unknown,60,.,.
882,2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Not Stated/Unknown,13,.,.
883,2008,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Not Stated/Unknown,13,.,.
884,2008,Influenza (Flu) and Pneumonia (J09-J18),Male,Not Stated/Unknown,11,.,.
885,2008,Chronic Lower Respiratory Diseases (J40-J47),Male,Not Stated/Unknown,10,.,.
886,2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Not Stated/Unknown,9,.,.
887,2008,"Assault (Homicide: Y87.1, X85-Y09)",Male,Not Stated/Unknown,8,.,.
888,2008,Viral Hepatitis (B15-B19),Male,Not Stated/Unknown,6,.,.
889,2008,Certain Conditions originating in the Perinatal Period (P00-P96),Male,Not Stated/Unknown,6,.,.
890,2008,All Other Causes,Male,Not Stated/Unknown,67,.,.
891,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Hispanic,1445,122.3,160.7
892,2008,Malignant Neoplasms (Cancer: C00-C97),Female,Hispanic,1046,88.5,104.7
893,2008,Diabetes Mellitus (E10-E14),Female,Hispanic,228,19.3,24.1
894,2008,Influenza (Flu) and Pneumonia (J09-J18),Female,Hispanic,227,19.2,25.5
895,2008,Chronic Lower Respiratory Diseases (J40-J47),Female,Hispanic,156,13.2,16.8
896,2008,Cerebrovascular Disease (Stroke: I60-I69),Female,Hispanic,152,12.9,16.4
897,2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Hispanic,113,9.6,9.6
898,2008,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Hispanic,104,8.8,11.4
899,2008,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Hispanic,68,5.8,6.6
900,2008,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Hispanic,63,5.3,6.2
901,2008,All Other Causes,Female,Hispanic,885,74.9,90.2
902,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Asian and Pacific Islander,456,85.6,117.7
903,2008,Malignant Neoplasms (Cancer: C00-C97),Female,Asian and Pacific Islander,344,64.6,73.8
904,2008,Influenza (Flu) and Pneumonia (J09-J18),Female,Asian and Pacific Islander,73,13.7,19.1
905,2008,Cerebrovascular Disease (Stroke: I60-I69),Female,Asian and Pacific Islander,65,12.2,15.4
906,2008,Diabetes Mellitus (E10-E14),Female,Asian and Pacific Islander,47,8.8,11.3
907,2008,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Asian and Pacific Islander,36,6.8,8.5
908,2008,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Asian and Pacific Islander,32,6,8
909,2008,Chronic Lower Respiratory Diseases (J40-J47),Female,Asian and Pacific Islander,30,5.6,7.9
910,2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Asian and Pacific Islander,26,4.9,4.5
911,2008,"Nephritis, Nephrotic Syndrome and Nephrosis (N00-N07, N17-N19, N25-N27)",Female,Asian and Pacific Islander,13,2.4,3.3
912,2008,All Other Causes,Female,Asian and Pacific Islander,214,40.2,50.3
913,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,White Non-Hispanic,6836,476.2,245.5
914,2008,Malignant Neoplasms (Cancer: C00-C97),Female,White Non-Hispanic,3366,234.5,160.5
915,2008,Influenza (Flu) and Pneumonia (J09-J18),Female,White Non-Hispanic,621,43.3,22.2
916,2008,Chronic Lower Respiratory Diseases (J40-J47),Female,White Non-Hispanic,518,36.1,21.4
917,2008,Cerebrovascular Disease (Stroke: I60-I69),Female,White Non-Hispanic,379,26.4,14.9
918,2008,Diabetes Mellitus (E10-E14),Female,White Non-Hispanic,210,14.6,8.8
919,2008,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,White Non-Hispanic,193,13.4,9.4
920,2008,Alzheimer's Disease (G30),Female,White Non-Hispanic,151,10.5,5.1
921,2008,"Essential Hypertension and Renal Diseases (I10, I12)",Female,White Non-Hispanic,151,10.5,5.9
922,2008,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Female,White Non-Hispanic,86,6,5.5
923,2008,All Other Causes,Female,White Non-Hispanic,1706,118.9,78.6
924,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Black Non-Hispanic,2725,260.1,243.6
925,2008,Malignant Neoplasms (Cancer: C00-C97),Female,Black Non-Hispanic,1756,167.6,156.3
926,2008,Diabetes Mellitus (E10-E14),Female,Black Non-Hispanic,380,36.3,34.3
927,2008,Influenza (Flu) and Pneumonia (J09-J18),Female,Black Non-Hispanic,318,30.4,28.6
928,2008,Cerebrovascular Disease (Stroke: I60-I69),Female,Black Non-Hispanic,267,25.5,23.6
929,2008,Human Immunodeficiency Virus Disease (HIV: B20-B24),Female,Black Non-Hispanic,227,21.7,20
930,2008,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Black Non-Hispanic,192,18.3,17.1
931,2008,Chronic Lower Respiratory Diseases (J40-J47),Female,Black Non-Hispanic,191,18.2,17.1
932,2008,"Nephritis, Nephrotic Syndrome and Nephrosis (N00-N07, N17-N19, N25-N27)",Female,Black Non-Hispanic,71,6.8,6.3
933,2008,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Black Non-Hispanic,70,6.7,6.4
934,2008,All Other Causes,Female,Black Non-Hispanic,1268,121,116.1
935,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Other Race/ Ethnicity,35,.,.
936,2008,Malignant Neoplasms (Cancer: C00-C97),Female,Other Race/ Ethnicity,21,.,.
937,2008,Chronic Lower Respiratory Diseases (J40-J47),Female,Other Race/ Ethnicity,.,.,.
938,2008,Influenza (Flu) and Pneumonia (J09-J18),Female,Other Race/ Ethnicity,.,.,.
939,2008,Cerebrovascular Disease (Stroke: I60-I69),Female,Other Race/ Ethnicity,.,.,.
940,2008,Diabetes Mellitus (E10-E14),Female,Other Race/ Ethnicity,.,.,.
941,2008,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Other Race/ Ethnicity,.,.,.
942,2008,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Other Race/ Ethnicity,.,.,.
943,2008,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Other Race/ Ethnicity,.,.,.
944,2008,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Female,Other Race/ Ethnicity,.,.,.
945,2008,All Other Causes,Female,Other Race/ Ethnicity,19,.,.
946,2008,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Female,Not Stated/Unknown,108,.,.
947,2008,Influenza (Flu) and Pneumonia (J09-J18),Female,Not Stated/Unknown,14,.,.
948,2008,Cerebrovascular Disease (Stroke: I60-I69),Female,Not Stated/Unknown,13,.,.
949,2008,Diabetes Mellitus (E10-E14),Female,Not Stated/Unknown,12,.,.
950,2008,Certain Conditions originating in the Perinatal Period (P00-P96),Female,Not Stated/Unknown,6,.,.
951,2008,In situ or Benign / Uncertain Neoplasms (D00-D48),Female,Not Stated/Unknown,5,.,.
952,2008,"Chronic Liver Disease and Cirrhosis (K70, K73)",Female,Not Stated/Unknown,.,.,.
953,2008,"Essential Hypertension and Renal Diseases (I10, I12)",Female,Not Stated/Unknown,.,.,.
954,2008,Chronic Lower Respiratory Diseases (J40-J47),Female,Not Stated/Unknown,.,.,.
955,2008,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Female,Not Stated/Unknown,.,.,.
956,2007,Influenza (Flu) and Pneumonia (J09-J18),Male,Hispanic,189,17.3,36.7
957,2007,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Hispanic,183,16.8,17.9
958,2007,Diabetes Mellitus (E10-E14),Male,Hispanic,177,16.2,27.6
959,2007,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Hispanic,154,14.1,17.4
960,2007,Cerebrovascular Disease (Stroke: I60-I69),Male,Hispanic,126,11.6,20
961,2007,"Assault (Homicide: Y87.1, X85-Y09)",Male,Hispanic,114,10.5,9.9
962,2007,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Hispanic,107,9.8,12.8
963,2007,All Other Causes,Male,Hispanic,988,90.6,142.6
964,2007,Malignant Neoplasms (Cancer: C00-C97),Male,Asian and Pacific Islander,528,109.1,145.9
965,2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Asian and Pacific Islander,496,102.5,157.8
966,2007,Influenza (Flu) and Pneumonia (J09-J18),Male,Asian and Pacific Islander,66,13.6,25.7
967,2007,Cerebrovascular Disease (Stroke: I60-I69),Male,Asian and Pacific Islander,56,11.6,16.2
968,2007,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Asian and Pacific Islander,53,11,13
969,2007,Diabetes Mellitus (E10-E14),Male,Asian and Pacific Islander,47,9.7,13.6
970,2007,Chronic Lower Respiratory Diseases (J40-J47),Male,Asian and Pacific Islander,43,8.9,16.7
971,2007,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,Asian and Pacific Islander,36,7.4,7.7
972,2007,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Asian and Pacific Islander,25,5.2,8.3
973,2007,"Chronic Liver Disease and Cirrhosis (K70, K73)",Male,Asian and Pacific Islander,18,3.7,3.6
974,2007,All Other Causes,Male,Asian and Pacific Islander,221,45.7,61.2
975,2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,White Non-Hispanic,5632,421,350.7
976,2007,Malignant Neoplasms (Cancer: C00-C97),Male,White Non-Hispanic,3356,250.9,213.7
977,2007,Influenza (Flu) and Pneumonia (J09-J18),Male,White Non-Hispanic,530,39.6,32.9
978,2007,Chronic Lower Respiratory Diseases (J40-J47),Male,White Non-Hispanic,345,25.8,21.7
979,2007,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,White Non-Hispanic,297,22.2,19.8
980,2007,Cerebrovascular Disease (Stroke: I60-I69),Male,White Non-Hispanic,267,20,16.7
981,2007,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,White Non-Hispanic,261,19.5,17.6
982,2007,Diabetes Mellitus (E10-E14),Male,White Non-Hispanic,237,17.7,15
983,2007,"Intentional Self-Harm (Suicide: X60-X84, Y87.0)",Male,White Non-Hispanic,187,14,12.7
984,2007,"Essential Hypertension and Renal Diseases (I10, I12)",Male,White Non-Hispanic,123,9.2,7.6
985,2007,All Other Causes,Male,White Non-Hispanic,1749,130.7,115.9
986,2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Black Non-Hispanic,2121,248.9,340.2
987,2007,Malignant Neoplasms (Cancer: C00-C97),Male,Black Non-Hispanic,1523,178.7,229.4
988,2007,Human Immunodeficiency Virus Disease (HIV: B20-B24),Male,Black Non-Hispanic,377,44.2,44.2
989,2007,"Assault (Homicide: Y87.1, X85-Y09)",Male,Black Non-Hispanic,267,31.3,31.1
990,2007,Diabetes Mellitus (E10-E14),Male,Black Non-Hispanic,246,28.9,38.1
991,2007,Influenza (Flu) and Pneumonia (J09-J18),Male,Black Non-Hispanic,229,26.9,40.1
992,2007,Cerebrovascular Disease (Stroke: I60-I69),Male,Black Non-Hispanic,213,25,33
993,2007,"Mental and Behavioral Disorders due to Accidental Poisoning and Other Psychoactive Substance Use (F11-F16, F18-F19, X40-X42, X44)",Male,Black Non-Hispanic,163,19.1,19
994,2007,"Accidents Except Drug Poisoning (V01-X39, X43, X45-X59, Y85-Y86)",Male,Black Non-Hispanic,158,18.5,20.6
995,2007,Chronic Lower Respiratory Diseases (J40-J47),Male,Black Non-Hispanic,137,16.1,22.7
996,2007,"Essential Hypertension and Renal Diseases (I10, I12)",Male,Black Non-Hispanic,137,16.1,22
997,2007,All Other Causes,Male,Black Non-Hispanic,1163,136.5,162.4
998,2007,"Diseases of Heart (I00-I09, I11, I13, I20-I51)",Male,Other Race/ Ethnicity,36,.,.
999,2007,Malignant Neoplasms (Cancer: C00-C97),Male,Other Race/ Ethnicity,29,.,.
