,camis,dba,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,score,record_date,inspection_type,latitude,longitude,community_board,council_district,census_tract,bin,bbl,nta,violation_code,violation_description,critical_flag,grade,grade_date
760,41487544,NANOOSH,Manhattan,173,MADISON AVENUE,10016.0,2124474345,Mediterranean,2017-08-21T00:00:00.000,Violations were cited in the following area(s).,11.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.747321758962,-73.983264924965,105.0,2.0,7400.0,1017082.0,1008630027,MN17,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2017-08-21T00:00:00.000
761,50003218,RAVAGH PERSIAN GRILL,Manhattan,125,1ST AVE #127,10003.0,2123350207,Iranian,2017-09-13T00:00:00.000,Violations were cited in the following area(s).,9.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.727334691177,-73.985485241246,103.0,2.0,3800.0,1006336.0,1004490033,MN22,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,A,2017-09-13T00:00:00.000
762,50003712,EL POLLO ENCHILADO,Brooklyn,1869,E 3RD ST,11223.0,7186451480,Mexican,2016-12-12T00:00:00.000,Violations were cited in the following area(s).,39.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.604947584235,-73.970109171348,315.0,44.0,42200.0,3177325.0,3066600052,BK25,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,,
763,41579195,JIREH RESTAURANT,Brooklyn,8715,18 AVENUE,11214.0,7182565433,Spanish,2017-05-09T00:00:00.000,Violations were cited in the following area(s).,10.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.604852558329,-74.005142655605,311.0,43.0,28000.0,3167744.0,3064030023,BK27,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,A,2017-05-09T00:00:00.000
764,40798457,RITZ DINER,Manhattan,1133,1 AVENUE,10065.0,2123194993,American,2018-11-09T00:00:00.000,Violations were cited in the following area(s).,28.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.761575221887,-73.960537600428,108.0,5.0,11000.0,1044371.0,1014370025,MN31,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,,
765,40524837,JIMMY RYAN'S,Bronx,3005,MIDDLETOWN ROAD,10461.0,7188635687,American,2018-06-27T00:00:00.000,Violations were cited in the following area(s).,25.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.843936165582,-73.830178749764,210.0,13.0,26602.0,2046055.0,2041680008,BX10,04A,Food Protection Certificate not held by supervisor of food operations.,Y,,
766,50045803,PUNJABI KABAB AND GYRO,Queens,10803,101ST AVE,11416.0,7187099919,Indian,2019-01-05T00:00:00.000,Violations were cited in the following area(s).,37.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.687313808326,-73.835288319741,409.0,28.0,11000.0,4197917.0,4094100035,QN54,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,,
767,50008983,AITA TRATTORIA,Brooklyn,798A,FRANKLIN AVE,11238.0,9179662670,Italian,2018-09-28T00:00:00.000,Violations were cited in the following area(s).,25.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.671109434523,-73.957819171422,308.0,35.0,21700.0,3029660.0,3011810052,BK61,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,B,2018-09-28T00:00:00.000
768,41687397,GOLDEN IMPERIAL SEAFOOD RESTAURANT,Brooklyn,618,62 STREET,11220.0,7188333777,Chinese,2019-10-31T00:00:00.000,Violations were cited in the following area(s).,36.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.636630863119,-74.014541792946,307.0,38.0,11800.0,3339452.0,3058020001,BK34,09B,Thawing procedures improper.,N,,
769,41156869,ZOMA,Manhattan,2084,FREDRICK DOUGLAS BOULEVARD,10026.0,2126620620,Ethiopian,2019-06-28T00:00:00.000,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,54.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.802292328188,-73.956901345532,110.0,9.0,21600.0,1055127.0,1018280061,MN11,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,,
770,50007618,GRAN MORSI,Manhattan,22,WARREN ST,10007.0,2125772725,Italian,2016-04-22T00:00:00.000,Violations were cited in the following area(s).,33.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.714050675473,-74.007719455431,101.0,1.0,2100.0,1001462.0,1001357505,MN24,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,,
771,41236382,DUNKIN',Brooklyn,9243,4 AVENUE,11209.0,7187454060,Donuts,2017-04-26T00:00:00.000,Violations were cited in the following area(s).,10.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.617397759372,-74.030544781528,310.0,43.0,5800.0,3000000.0,3061080007,BK31,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,A,2017-04-26T00:00:00.000
772,41261371,SUPER CROWN'S FRIED CHICKEN & PIZZA,Bronx,921,PROSPECT AVENUE,10459.0,7183281500,Chicken,2019-02-20T00:00:00.000,Violations were cited in the following area(s).,9.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.821726035793,-73.900777536107,203.0,17.0,13300.0,2005012.0,2026770070,BX35,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2019-02-20T00:00:00.000
773,50079614,MACOLETTA BRICK OVEN PIZZERIA,Queens,2815,24TH AVE,11102.0,7187774992,Pizza/Italian,2018-10-29T00:00:00.000,Violations were cited in the following area(s).,17.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.773351630472,-73.916894724604,401.0,22.0,11500.0,4017574.0,4008430076,QN72,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,,
774,41404362,COZZI PIZZA,Brooklyn,584,BROADWAY,11206.0,7189634848,Pizza/Italian,2017-08-16T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.703858532529,-73.947429196338,301.0,33.0,50900.0,3061330.0,3022470004,BK72,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,A,2017-08-16T00:00:00.000
775,41677967,WILMER HALE,Manhattan,7,WORLD TRADE CENTER,10007.0,2129377279,American,2016-09-13T00:00:00.000,Violations were cited in the following area(s).,11.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.713213183023,-74.011708895477,101.0,1.0,2100.0,1086510.0,1000840036,MN24,02B,Hot food item not held at or above 140º F.,Y,A,2016-09-13T00:00:00.000
776,41382168,PLANET WINGS,Staten Island,698,ARTHUR KILL ROAD,10308.0,7186089464,Chicken,2018-04-24T00:00:00.000,Violations were cited in the following area(s).,5.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.560192127286,-74.164404258807,503.0,51.0,14607.0,5073068.0,5054940055,SI54,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,,
777,40679229,AMARANTH,Manhattan,21,EAST   62 STREET,10065.0,2129806700,French,2019-11-07T00:00:00.000,Violations were cited in the following area(s).,40.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.76561297812,-73.970379739364,108.0,4.0,11401.0,1040890.0,1013770014,MN40,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,,
778,41647129,STEPHANIE'S MEXICAN BAKERY,Queens,3756,108TH ST,11368.0,7184240371,Mexican,2017-07-25T00:00:00.000,Violations were cited in the following area(s).,23.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.752817498223,-73.859856893758,403.0,21.0,40300.0,4044514.0,4017740039,QN26,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,,
779,41403564,212 HISAE'S,Manhattan,212,EAST 9 STREET,10003.0,2126143226,Asian,2017-01-10T00:00:00.000,Violations were cited in the following area(s).,23.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.729794362642,-73.988695892595,103.0,2.0,3800.0,1006740.0,1004640016,MN22,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,,
780,50067314,KABAB KING,Queens,7301,37TH RD,11372.0,7184575857,Indian,2019-07-29T00:00:00.000,Violations were cited in the following area(s).,64.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.747154383272,-73.892274289694,403.0,25.0,28900.0,4029791.0,4012840007,QN28,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,,
781,50017407,CROWN FRIED CHICKEN,Queens,8792,PARSONS BLVD,11432.0,3475925020,American,2017-03-16T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.707002266188,-73.802388320811,412.0,24.0,23600.0,4208935.0,4097630042,QN35,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,A,2017-03-16T00:00:00.000
782,41166914,EAT ON 8TH,Manhattan,601,WEST 26 STREET,10001.0,2123528548,American,2018-01-16T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.750926696187,-74.005955224,104.0,3.0,9900.0,1012268.0,1006720001,MN13,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2018-01-16T00:00:00.000
783,41001677,PYLOS,Manhattan,128,EAST 7TH STREET,10009.0,2124730220,Greek,2017-11-21T00:00:00.000,Violations were cited in the following area(s).,11.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.72620913179,-73.983944921354,103.0,2.0,3200.0,1005790.0,1004347502,MN22,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,A,2017-11-21T00:00:00.000
784,40394176,MOONSTRUCK EAST,Manhattan,449,THIRD AVENUE,10016.0,2122131100,American,2018-11-30T00:00:00.000,Violations were cited in the following area(s).,11.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.743720032216,-73.979566777464,106.0,2.0,7000.0,1082148.0,1009110061,MN20,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,A,2018-11-30T00:00:00.000
785,41387635,ANGELOS DELI RESTAURANT,Queens,5000,GRAND AVENUE,11378.0,7183864423,Mexican,2018-03-22T00:00:00.000,Violations were cited in the following area(s).,26.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.71745337502,-73.919118315406,405.0,30.0,53500.0,4458250.0,4026110130,QN30,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,,
786,41652991,C & C ITALIAN DELI,Queens,14919,CENTERVILLE STREET,11417.0,7186414585,Delicatessen,2019-06-17T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.670777979249,-73.838249265318,410.0,32.0,8800.0,4248883.0,4115520062,QN56,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,,
787,50073806,MAMBI STEAKHOUSE,Manhattan,4181,BROADWAY,10033.0,2129289796,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2019-11-06T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.847632306818,-73.938015036984,112.0,10.0,26500.0,1064272.0,1021760074,MN36,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,A,2019-11-06T00:00:00.000
788,50040568,PACKSUN HALAL CHICKEN,Bronx,2160,WESTCHESTER AVE,10462.0,9179811747,Bangladeshi,2019-06-03T00:00:00.000,Violations were cited in the following area(s).,9.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.834094202167,-73.852537015068,209.0,18.0,9200.0,2026604.0,2038140039,BX59,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,A,2019-06-03T00:00:00.000
789,50008669,NUMERO 28 PIZZERIA,Manhattan,176,2ND AVE,10003.0,2127771555,Pizza/Italian,2018-08-09T00:00:00.000,Establishment re-closed by DOHMH,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Reopening Inspection,40.730521459165,-73.986256681523,103.0,2.0,4000.0,1006470.0,1004530002,MN22,04M,Live roaches present in facility's food and/or non-food areas.,Y,,
790,50083443,Kanga's Indoor Playcenter and Cafe Long Island City,Queens,3636,33RD ST,11106.0,7166062216,American,2018-11-28T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.755134392371,-73.928727683224,401.0,26.0,5500.0,4007923.0,4006010001,QN68,09A,Canned food product observed dented and not segregated from other consumable food items.,N,A,2018-11-28T00:00:00.000
791,50011745,SAUCE N CHEESE,Brooklyn,509,ALBANY AVE,11203.0,3474251450,Pizza,2017-09-27T00:00:00.000,Violations were cited in the following area(s).,17.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.662592669331,-73.939982652392,309.0,41.0,87401.0,3038458.0,3014280001,BK60,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,,
792,50076784,R & T PIZZA,Manhattan,2236,AMSTERDAM AVE,10032.0,2127959019,Pizza,2019-01-10T00:00:00.000,Violations were cited in the following area(s).,7.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.841801111011,-73.935512252445,112.0,10.0,25300.0,1063081.0,1021280051,MN36,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2019-01-10T00:00:00.000
793,50051743,ORCHARD BEACH SNACK BAR SECTION 10,Bronx,1,ORCHARD BEACH RD,10464.0,6462294471,Café/Coffee/Tea,2019-06-15T00:00:00.000,Violations were cited in the following area(s).,8.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.865153252788,-73.80283849787,228.0,13.0,50400.0,2000000.0,2056500001,BX99,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,A,2019-06-15T00:00:00.000
794,50042840,DUNKIN' DONUTS,Manhattan,105,W 125TH ST,10027.0,6468927695,Donuts,2017-02-10T00:00:00.000,Violations were cited in the following area(s).,19.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.807939090514,-73.945865617023,110.0,9.0,22200.0,1085673.0,1019107501,MN11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,,
795,40395079,RUDY'S BAR & Grill,Manhattan,627,9 AVENUE,10036.0,6467070890,American,2018-08-17T00:00:00.000,Violations were cited in the following area(s).,10.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.759929350815,-73.99154604425,104.0,3.0,12100.0,1026435.0,1010540130,MN15,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,A,2018-08-17T00:00:00.000
796,41660217,CHANGLE XIN FAN ZHUANG INC,Manhattan,36,ELDRIDGE STREET,10002.0,2122192228,Chinese,2018-12-11T00:00:00.000,Violations were cited in the following area(s).,68.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.71566191459,-73.993229079693,103.0,1.0,1600.0,1079649.0,1003000001,MN27,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,,
797,50079228,QUICKLY,Queens,8306,BROADWAY,11373.0,7188033668,Chinese,2018-09-28T00:00:00.000,Violations were cited in the following area(s).,15.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Re-inspection,40.740905866742,-73.879780338769,404.0,25.0,48500.0,4314481.0,4015440130,QN50,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,B,2018-09-28T00:00:00.000
798,50044265,NEW TASTE RESTAURANT,Queens,9462,CORONA AVE,11373.0,7185928738,Chinese,2018-05-14T00:00:00.000,Violations were cited in the following area(s).,10.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.742286201217,-73.869474827199,404.0,25.0,46100.0,4046364.0,4018770026,QN29,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,A,2018-05-14T00:00:00.000
799,40369051,STEVE'S COFFEE SHOP,Queens,403416,2ND ST,,7184456691,Café/Coffee/Tea,2018-11-29T00:00:00.000,Violations were cited in the following area(s).,4.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,0.0,0.0,,,,,4,,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2018-11-29T00:00:00.000
800,41316692,FAJITAS SUNRISE RESTAURANT,Queens,5924,MYRTLE AVENUE,11385.0,7184180967,Mexican,2018-09-05T00:00:00.000,Violations were cited in the following area(s).,41.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.700499271073,-73.89881279699,405.0,34.0,55700.0,4086678.0,4035870019,QN20,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,,
801,50063108,CREPES DU NORD,Staten Island,2655,RICHMOND AVE,10314.0,5162860203,Pancakes/Waffles,2017-05-17T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.582297419955,-74.169052592685,502.0,51.0,27702.0,5039658.0,5024000180,SI24,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,,
802,40526489,DEB'S,Manhattan,200,VARICK STREET,10014.0,2126754550,American,2017-06-13T00:00:00.000,Violations were cited in the following area(s).,11.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.728340069398,-74.005343445984,102.0,3.0,3700.0,1008118.0,1005200001,MN24,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,A,2017-06-13T00:00:00.000
803,40783903,GRADISCA RESTAURANT,Manhattan,126,WEST   13 STREET,10011.0,2126914886,Italian,2017-07-11T00:00:00.000,Violations were cited in the following area(s).,23.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.737057554352,-73.99830040945,102.0,3.0,7100.0,1078119.0,1006080026,MN23,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,,
804,41651150,TAINO TASTE RESTAURANT,Bronx,302,EAST  170 STREET,10456.0,3474311724,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2018-10-05T00:00:00.000,Violations were cited in the following area(s).,9.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.83739540555,-73.910359923146,204.0,16.0,17702.0,2007196.0,2027830035,BX14,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,A,2018-10-05T00:00:00.000
805,50015672,KAM KITCHEN,Queens,13417,LIBERTY AVE,11419.0,7182914431,Chinese,2017-05-20T00:00:00.000,Violations were cited in the following area(s).,23.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.691464587209,-73.812498906242,409.0,28.0,15200.0,4201229.0,4095020038,QN54,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,,
806,50078067,CHINA EXPRESS,Brooklyn,4106,AVENUE D,11203.0,7184622778,Chinese,2018-06-27T00:00:00.000,Violations were cited in the following area(s).,11.0,2019-11-28T06:01:01.000,Pre-permit (Operational) / Initial Inspection,40.641599437133,-73.937825219714,317.0,45.0,83400.0,3112744.0,3049750003,BK91,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,,
807,41705732,BENTON CAFE,Manhattan,156,EAST   45 STREET,10017.0,2129229788,Japanese,2018-02-23T00:00:00.000,Violations were cited in the following area(s).,13.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.753048332921,-73.973926112572,106.0,4.0,9200.0,1036181.0,1012990041,MN19,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,A,2018-02-23T00:00:00.000
808,50033436,LA PARADA EXPRESS RESTAURANT,Brooklyn,460,3RD AVE,11215.0,7189654800,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-08-04T00:00:00.000,Violations were cited in the following area(s).,,2019-11-28T06:01:01.000,Administrative Miscellaneous / Initial Inspection,40.671545025485,-73.990958874651,306.0,39.0,12100.0,3022026.0,3010020037,BK37,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",N,,
809,41128262,BRUNO'S CATERING & CAFE,Manhattan,282284,1 AVENUE,,2122542156,American,2019-03-08T00:00:00.000,Violations were cited in the following area(s).,47.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,0.0,0.0,,,,,1,,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,,
810,50071004,SPOONS,Brooklyn,5001,13TH AVE,11219.0,7186335555,Jewish/Kosher,2019-06-24T00:00:00.000,Violations were cited in the following area(s).,23.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.634369857963,-73.992779791426,312.0,44.0,23600.0,3138066.0,3056490010,BK88,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,,
811,41365922,ATHLETIC & SWIM CLUB (BISTRO CATERERS),Manhattan,787,7 AVENUE,10019.0,2122653490,American,2017-01-17T00:00:00.000,Violations were cited in the following area(s).,9.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.761948488597,-73.982622296463,105.0,4.0,13100.0,1023157.0,1010040020,MN17,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,A,2017-01-17T00:00:00.000
812,50048350,TASTE OF THE CITY FRESH GRILL,Brooklyn,1368,FLATBUSH AVE,11210.0,7184841776,Creole/Cajun,2017-08-10T00:00:00.000,Violations were cited in the following area(s).,81.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.637000551374,-73.952101169636,314.0,45.0,77000.0,3344043.0,3052260024,BK42,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,C,2017-08-10T00:00:00.000
813,41635838,DANNY'S SZECHUAN GARDEN RESTAURANT,Queens,15640,CROSSBAY BOULEVARD,11414.0,7187386500,Chinese/Japanese,2019-10-07T00:00:00.000,Violations were cited in the following area(s).,25.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.663458674014,-73.840945212218,410.0,32.0,89200.0,4438969.0,4139570012,QN57,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,,
814,41035072,THE KETTLE BLACK,Brooklyn,8622,3 AVENUE,11209.0,7186807862,American,2019-06-26T00:00:00.000,Violations were cited in the following area(s).,19.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.623233004608,-74.031163454712,310.0,43.0,6000.0,3153441.0,3060430047,BK31,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,,
815,50068472,METRO BAGEL & CAFE,Brooklyn,5811,4TH AVE,11220.0,7185670666,American,2019-09-10T00:00:00.000,Violations were cited in the following area(s).,12.0,2019-11-28T06:01:01.000,Cycle Inspection / Re-inspection,40.641853791541,-74.017353512855,307.0,38.0,7400.0,3341884.0,3008550005,BK32,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,A,2019-09-10T00:00:00.000
816,41302151,GOLDEN WAY CHINESE RESTAURANT,Queens,13309,CROSS BAY BOULEVARD,11417.0,7188458899,Chinese,2019-04-16T00:00:00.000,Violations were cited in the following area(s).,17.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.675239751276,-73.843281966504,410.0,32.0,8600.0,4247985.0,4114910001,QN56,04M,Live roaches present in facility's food and/or non-food areas.,Y,,
817,50089640,LOMA RESTAURANT #2,Brooklyn,1571,BROADWAY,11207.0,3474421590,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2019-10-30T00:00:00.000,No violations were recorded at the time of this inspection.,,2019-11-28T06:01:07.000,Administrative Miscellaneous / Initial Inspection,40.685743125103,-73.915461097836,304.0,37.0,40100.0,3078466.0,3034010002,BK78,,,,,
818,50039333,AUNTIE ANNE'S PRETZELS,Staten Island,2655,RICHMOND AVE,10314.0,7186983360,Bagels/Pretzels,2019-02-21T00:00:00.000,Violations were cited in the following area(s).,9.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.582297419955,-74.169052592685,502.0,51.0,27702.0,5039658.0,5024000180,SI24,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,,
819,50054788,T-SWIRL CREPE,Queens,7023,AUSTIN ST,11375.0,9176607178,Japanese,2019-02-11T00:00:00.000,Violations were cited in the following area(s).,33.0,2019-11-28T06:01:01.000,Cycle Inspection / Initial Inspection,40.720683490289,-73.84621228425,406.0,29.0,71100.0,4314648.0,4032387502,QN17,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,,
820,41716444,TOTTO RAMEN,Manhattan,366,WEST   52 STREET,10019.0,2125820052,Japanese,2018-01-24T00:00:00.000,No violations were recorded at the time of this inspection.,,2019-11-28T06:01:01.000,Smoke-Free Air Act / Initial Inspection,40.764400167465,-73.987274892324,104.0,3.0,13300.0,1025221.0,1010420060,MN15,15F6,,,,
