,id,survey_number,survey_instance_id,survey_status,survey_language,dt_submitted,question,answer,answer_is_optional,data_source,create_dt
603,221597,50003666,9492,Complete,English,2019-09-03T00:00:00.000,How would you describe your gender?,Female,False,OnLine,2019-09-10T00:00:00.000
604,101889,64,90003691,Complete,Chinese,2019-02-07T00:00:00.000,What other languages do you speak?,Chinese Cantonese,False,Paper,2019-02-07T00:00:00.000
605,74241,50,90001959,Complete,English,2019-01-23T00:00:00.000,What races or ethnicities do you identify with?,Hispanic or Latino,False,Paper,2019-01-23T00:00:00.000
606,29080,29,90000651,Complete,English,,What other languages do you speak?,English,False,Paper,2018-12-18T00:00:00.000
607,30725,28,90000781,Complete,English,,How would you describe your gender?,Female,False,Paper,2018-12-18T00:00:00.000
608,23323,17,90000195,Complete,English,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
609,60232,50003666,1480,Complete,Spanish,2018-10-11T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,OnLine,2019-01-11T00:00:00.000
610,83265,52,90002660,Complete,English,2018-11-19T00:00:00.000,Are you intersex?,No,False,Paper,2019-01-23T00:00:00.000
611,43309,23,90001781,Complete,English,,Has anyone in your household served Write in:,N~,True,Paper,2018-12-18T00:00:00.000
612,121361,50003666,3187,Complete,English,2019-02-12T00:00:00.000,What sex were you given at birth?,Female,False,OnLine,2019-02-19T00:00:00.000
613,40627,36,90001572,Complete,English,,What ancestries or heritages do you identify with?,Puerto Rican,False,Paper,2018-12-18T00:00:00.000
614,86206,54,90002882,Complete,English,2018-11-27T00:00:00.000,How well do you speak English?,Fluently/Very well,False,Paper,2019-01-23T00:00:00.000
615,220162,50003666,9273,Complete,English,2019-08-26T00:00:00.000,Are you intersex?,No,False,OnLine,2019-09-10T00:00:00.000
616,27729,33,90000543,Complete,English,,Do you want to answer the questions?,Yes,False,Paper,2018-12-18T00:00:00.000
617,90496,54,90003210,Complete,Spanish,2018-12-06T00:00:00.000,What service did you apply for?,Public school,False,Paper,2019-01-23T00:00:00.000
618,92200,55,90003341,Complete,English,2019-01-23T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-01-23T00:00:00.000
619,39728,26,90001499,Complete,English,,Are you intersex?,No,False,Paper,2018-12-18T00:00:00.000
620,68066,50003666,2039,Complete,English,2018-11-20T00:00:00.000,What races or ethnicities do you identify with?,White,False,OnLine,2019-01-11T00:00:00.000
621,121443,75,90005173,Complete,English,2018-12-14T00:00:00.000,What service did you apply for?,Nurse Family Partnership,False,Paper,2019-02-19T00:00:00.000
622,63070,50003666,1678,Complete,English,2018-10-18T00:00:00.000,What races or ethnicities do you identify with?,Native American or Alaska Native,False,OnLine,2019-01-11T00:00:00.000
623,38569,29,90001410,Complete,Spanish,,Are you intersex?,No,False,Paper,2018-12-18T00:00:00.000
624,106835,62,90004079,Complete,English,2018-10-05T00:00:00.000,What ancestries or heritages do you identify with?,Cbinese,True,Paper,2019-02-07T00:00:00.000
625,122784,76,90005293,Complete,Chinese,2019-01-14T00:00:00.000,What ancestries or heritages do you identify with?,Chinese,False,Paper,2019-02-19T00:00:00.000
626,36069,34,90001213,Complete,English,,What races or ethnicities do you identify with?,Asian,False,Paper,2018-12-18T00:00:00.000
627,73862,52,90001930,Complete,English,2019-01-23T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-01-23T00:00:00.000
628,66553,50003666,1933,Complete,English,2018-11-16T00:00:00.000,What sex were you given at birth?,Female,False,OnLine,2019-01-11T00:00:00.000
629,69371,50003666,2128,Complete,English,2018-11-21T00:00:00.000,What ancestries or heritages do you identify with?,Italian,False,OnLine,2019-01-11T00:00:00.000
630,64369,50003666,1773,Complete,English,2018-10-27T00:00:00.000,What is your sexual orientation?,Asexual,False,OnLine,2019-01-11T00:00:00.000
631,121068,75,90005140,Complete,English,2019-02-19T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-02-19T00:00:00.000
632,88654,54,90003071,Complete,English,2018-11-20T00:00:00.000,Are you intersex?,No,False,Paper,2019-01-23T00:00:00.000
633,29886,28,90000716,Complete,Korean,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
634,29237,21,90000663,Complete,Spanish,,How well do you speak English?,Well,False,Paper,2018-12-18T00:00:00.000
635,70916,50003666,2238,Complete,English,2018-12-11T00:00:00.000,What races or ethnicities do you identify with?,Black / African American / African,False,OnLine,2019-01-11T00:00:00.000
636,75782,52,90002077,Complete,English,2019-01-23T00:00:00.000,How well do you speak English?,Well,False,Paper,2019-01-23T00:00:00.000
637,72101,50003666,2322,Complete,English,2018-12-11T00:00:00.000,How would you describe your gender?,Cisgender,False,OnLine,2019-01-11T00:00:00.000
638,106052,58,90004013,Complete,English,2019-02-07T00:00:00.000,Has anyone in your household served Write in:,BROTHeR,True,Paper,2019-02-07T00:00:00.000
639,118926,61,90005020,Complete,English,2018-11-28T00:00:00.000,How well do you speak English?,Well,False,Paper,2019-02-07T00:00:00.000
640,125679,76,90005554,Complete,English,2019-02-19T00:00:00.000,What ancestries or heritages do you identify with?,Guyanese,False,Paper,2019-02-19T00:00:00.000
641,132712,50003666,4078,Complete,English,2019-03-16T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,OnLine,2019-03-18T00:00:00.000
642,81429,52,90002515,Complete,Spanish,2019-01-23T00:00:00.000,Are you intersex?,No,False,Paper,2019-01-23T00:00:00.000
643,218101,108,90010603,Complete,English,2019-09-10T00:00:00.000,What races or ethnicities do you identify with?,Hispanic or Latino,False,Paper,2019-09-10T00:00:00.000
644,66963,50003666,1962,Complete,English,2018-11-20T00:00:00.000,Has anyone in your household served Write in:,Other - Write-in: cousin,True,OnLine,2019-01-11T00:00:00.000
645,95283,50003666,2673,Complete,English,2019-01-29T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-02-07T00:00:00.000
646,66299,50003666,1914,Complete,English,2018-11-13T00:00:00.000,What ancestries or heritages do you identify with?,African American,False,OnLine,2019-01-11T00:00:00.000
647,94397,50003666,2566,Complete,English,2019-01-26T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-02-07T00:00:00.000
648,68559,50003666,2072,Complete,English,2018-11-20T00:00:00.000,How well do you speak English?,Fluently/Very well,False,OnLine,2019-01-11T00:00:00.000
649,123607,75,90005371,Complete,Spanish,2018-11-15T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-02-19T00:00:00.000
650,106038,63,90004012,Complete,Chinese,2018-09-27T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-02-07T00:00:00.000
651,64669,50003666,1796,Complete,English,2018-10-30T00:00:00.000,Are you intersex?,No,False,OnLine,2019-01-11T00:00:00.000
652,41440,32,90001633,Complete,Spanish,,What other languages do you speak?,Yiddish,False,Paper,2018-12-18T00:00:00.000
653,127603,50003666,3387,Complete,English,2019-02-19T00:00:00.000,What races or ethnicities do you identify with?,Black / African American / African,False,OnLine,2019-03-08T00:00:00.000
654,24210,17,90000265,Complete,English,,Do you want to answer the questions?,Yes,False,Paper,2018-12-18T00:00:00.000
655,65926,50003666,1886,Complete,English,2018-11-09T00:00:00.000,What NYC agency did you apply for services with today?,DOHMH - Department of Health and Mental Hygiene,False,OnLine,2019-01-11T00:00:00.000
656,123325,76,90005343,Complete,English,2014-01-02T00:00:00.000,What is the language you speak most at home?,English,False,Paper,2019-02-19T00:00:00.000
657,26178,28,90000423,Complete,English,,What races or ethnicities do you identify with?,White,False,Paper,2018-12-18T00:00:00.000
658,25885,34,90000400,Complete,English,,What other languages do you speak?,English,False,Paper,2018-12-18T00:00:00.000
659,41336,24,90001625,Complete,English,,What ancestries or heritages do you identify with?,Caribbean not listed,False,Paper,2018-12-18T00:00:00.000
660,131642,50003666,3933,Complete,English,2019-03-09T00:00:00.000,What other languages do you speak?,English,False,OnLine,2019-03-14T00:00:00.000
661,24015,27,90000250,Complete,English,,What ancestries or heritages do you identify with?,Chinese,False,Paper,2018-12-18T00:00:00.000
662,72070,50003666,2320,Complete,French,2018-12-11T00:00:00.000,What ancestries or heritages do you identify with?,Haitian,False,OnLine,2019-01-11T00:00:00.000
663,85184,51,90002802,Complete,English,2019-01-23T00:00:00.000,Are you intersex?,No,False,Paper,2019-01-23T00:00:00.000
664,69956,50003666,2169,Complete,English,2018-11-25T00:00:00.000,What sex were you given at birth?,Female,False,OnLine,2019-01-11T00:00:00.000
665,81551,53,90002526,Complete,English,2019-01-23T00:00:00.000,What races or ethnicities do you identify with?,White,False,Paper,2019-01-23T00:00:00.000
666,37761,34,90001347,Complete,English,,What is the language you speak most at home?,Chinese Mandarin,False,Paper,2018-12-18T00:00:00.000
667,89454,52,90003132,Complete,Russian,2019-01-23T00:00:00.000,What is the language you speak most at home?,Russian,False,Paper,2019-01-23T00:00:00.000
668,64723,50003666,1800,Complete,English,2018-10-30T00:00:00.000,What sex were you given at birth?,Female,False,OnLine,2019-01-11T00:00:00.000
669,95432,50003666,2691,Complete,English,2019-01-29T00:00:00.000,What other languages do you speak?,None,False,OnLine,2019-02-07T00:00:00.000
670,133009,50003666,4121,Complete,English,2019-03-18T00:00:00.000,What other languages do you speak?,English,False,OnLine,2019-03-18T00:00:00.000
671,131939,50003666,3972,Complete,English,2019-03-12T00:00:00.000,Do you want to answer the questions?,Yes,False,OnLine,2019-03-14T00:00:00.000
672,30749,34,90000783,Complete,Chinese,,What ancestries or heritages do you identify with?,Chinese,False,Paper,2018-12-18T00:00:00.000
673,113025,62,90004566,Complete,English,2018-11-28T00:00:00.000,What ancestries or heritages do you identify with?,Guatemalan,False,Paper,2019-02-07T00:00:00.000
674,105380,58,90003963,Complete,English,2018-10-22T00:00:00.000,What races or ethnicities do you identify with?,White,False,Paper,2019-02-07T00:00:00.000
675,111683,58,90004460,Complete,Chinese,2019-02-07T00:00:00.000,How well do you speak English?,Well,False,Paper,2019-02-07T00:00:00.000
676,95057,50003666,2642,Complete,English,2019-01-28T00:00:00.000,What other languages do you speak?,French,False,OnLine,2019-02-07T00:00:00.000
677,121304,73,90005162,Complete,Chinese,,What service did you apply for?,Public school,False,Paper,2019-02-19T00:00:00.000
678,93242,50003666,2419,Complete,English,2019-01-21T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-02-07T00:00:00.000
679,227252,105,90011365,Complete,English,2010-06-11T00:00:00.000,Are you intersex?,No,False,Paper,2019-09-10T00:00:00.000
680,216376,50003666,8732,Complete,English,2019-08-07T00:00:00.000,What ancestries or heritages do you identify with?,Dominican,False,OnLine,2019-09-10T00:00:00.000
681,35806,33,90001191,Complete,English,,What is the language you speak most at home?,Chinese Mandarin,False,Paper,2018-12-18T00:00:00.000
682,102092,63,90003710,Complete,English,2003-02-13T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-02-07T00:00:00.000
683,115654,59,90004766,Complete,English,2019-02-07T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-02-07T00:00:00.000
684,97982,59,90003391,Complete,English,2019-02-07T00:00:00.000,What sex were you given at birth?,Female,False,Paper,2019-02-07T00:00:00.000
685,41456,32,90001634,Complete,English,,How would you describe your gender?,Female,False,Paper,2018-12-18T00:00:00.000
686,28143,33,90000574,Complete,Chinese,,Do you want to answer the questions?,Yes,False,Paper,2018-12-18T00:00:00.000
687,105336,58,90003960,Complete,English,1941-02-22T00:00:00.000,What other languages do you speak?,Japanese,False,Paper,2019-02-07T00:00:00.000
688,108385,61,90004196,Complete,English,2019-02-07T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
689,82541,54,90002603,Complete,English,1947-03-15T00:00:00.000,What ancestries or heritages do you identify with?,~AMA~CAN,True,Paper,2019-01-23T00:00:00.000
690,122248,50003666,3316,Complete,English,2019-02-17T00:00:00.000,Has anyone in your household served Write in:,English,False,OnLine,2019-02-19T00:00:00.000
691,43762,25,90001815,Complete,English,,Are you intersex?,No,False,Paper,2018-12-18T00:00:00.000
692,104296,61,90003882,Complete,Spanish,2018-12-12T00:00:00.000,What other languages do you speak?,None,False,Paper,2019-02-07T00:00:00.000
693,216792,50003666,8779,Complete,English,2019-08-09T00:00:00.000,Do you want to answer the questions?,No,False,OnLine,2019-09-10T00:00:00.000
694,129393,50003666,3635,Complete,English,2019-02-28T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,OnLine,2019-03-08T00:00:00.000
695,36265,26,90001228,Complete,Chinese,,What sex were you given at birth?,Female,False,Paper,2018-12-18T00:00:00.000
696,42547,32,90001720,Complete,English,,What other languages do you speak?,None,False,Paper,2018-12-18T00:00:00.000
697,133348,50003666,4172,Complete,English,2019-03-19T00:00:00.000,Are you intersex?,No,False,OnLine,2019-03-19T00:00:00.000
698,128898,50003666,3578,Complete,Spanish,2019-02-26T00:00:00.000,Do you want to answer the questions?,No,False,OnLine,2019-03-08T00:00:00.000
699,114979,62,90004716,Complete,English,2019-02-07T00:00:00.000,What other languages do you speak?,None,False,Paper,2019-02-07T00:00:00.000
700,76791,54,90002159,Complete,English,2018-10-24T00:00:00.000,Are you intersex?,No,False,Paper,2019-01-23T00:00:00.000
701,65523,50003666,1857,Complete,English,2018-11-07T00:00:00.000,What NYC agency did you apply for services with today?,DOHMH - Department of Health and Mental Hygiene,False,OnLine,2019-01-11T00:00:00.000
702,123625,73,90005374,Complete,English,2019-02-19T00:00:00.000,What sex were you given at birth?,Female,False,Paper,2019-02-19T00:00:00.000
703,109809,62,90004312,Complete,Spanish,2018-12-12T00:00:00.000,How well do you speak English?,Not well,False,Paper,2019-02-07T00:00:00.000
704,82347,54,90002588,Complete,English,2019-01-23T00:00:00.000,How well do you speak English?,Fluently/Very well,False,Paper,2019-01-23T00:00:00.000
705,69305,50003666,2123,Complete,English,2018-11-21T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,OnLine,2019-01-11T00:00:00.000
706,92647,50003666,2353,Complete,English,2019-01-18T00:00:00.000,Do you want to answer the questions?,No,False,OnLine,2019-02-07T00:00:00.000
707,132013,50003666,3977,Complete,English,2019-03-13T00:00:00.000,Are you intersex?,No,False,OnLine,2019-03-14T00:00:00.000
708,82165,50,90002575,Complete,English,2018-11-21T00:00:00.000,What ancestries or heritages do you identify with?,Russian,False,Paper,2019-01-23T00:00:00.000
709,29906,33,90000717,Complete,English,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
710,220738,50003666,9359,Complete,English,2019-08-29T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-09-10T00:00:00.000
711,130891,50003666,3841,Complete,English,2019-03-06T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-03-08T00:00:00.000
712,125743,76,90005561,Complete,Arabic,,What is the language you speak most at home?,English,False,Paper,2019-02-19T00:00:00.000
713,42424,26,90001710,Complete,English,,How would you describe your gender?,Female,False,Paper,2018-12-18T00:00:00.000
714,37765,34,90001347,Complete,English,,What sex were you given at birth?,Male,False,Paper,2018-12-18T00:00:00.000
715,121049,76,90005138,Complete,Spanish,2019-01-04T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-02-19T00:00:00.000
716,62090,50003666,1610,Complete,English,2018-10-16T00:00:00.000,Do you want to answer the questions?,Yes,False,OnLine,2019-01-11T00:00:00.000
717,31852,29,90000870,Complete,English,,How well do you speak English?,Fluently/Very well,False,Paper,2018-12-18T00:00:00.000
718,109572,59,90004293,Complete,English,2018-11-15T00:00:00.000,Do you want to answer the questions?,No,False,Paper,2019-02-07T00:00:00.000
719,131324,50003666,3895,Complete,English,2019-03-07T00:00:00.000,Do you want to answer the questions?,Yes,False,OnLine,2019-03-08T00:00:00.000
720,120547,50003666,3063,Complete,English,2019-02-09T00:00:00.000,What sex were you given at birth?,Female,False,OnLine,2019-02-19T00:00:00.000
721,218401,108,90010626,Complete,Spanish,2019-09-10T00:00:00.000,How would you describe your gender?,Female,False,Paper,2019-09-10T00:00:00.000
722,93735,50003666,2477,Complete,English,2019-01-23T00:00:00.000,What ancestries or heritages do you identify with?,Hispanic or Latino not listed Write-in: Hispanic or Latino not listed (write-in optional),True,OnLine,2019-02-07T00:00:00.000
723,97614,50003666,2979,Complete,English,2019-02-06T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-02-07T00:00:00.000
724,119439,61,90005058,Complete,English,2019-02-07T00:00:00.000,What other languages do you speak?,Yiddish,False,Paper,2019-02-07T00:00:00.000
725,226099,108,90011271,Complete,English,2019-07-02T00:00:00.000,What service did you apply for?,IDNYC,False,Paper,2019-09-10T00:00:00.000
726,34931,26,90001123,Complete,English,,What is the language you speak most at home?,English,False,Paper,2018-12-18T00:00:00.000
727,119969,62,90005097,Complete,English,2018-12-13T00:00:00.000,Are you intersex?,No,False,Paper,2019-02-07T00:00:00.000
728,117908,61,90004941,Complete,Chinese,2018-12-26T00:00:00.000,Do you want to answer the questions?,No,False,Paper,2019-02-07T00:00:00.000
729,62926,50003666,1668,Complete,English,2018-10-18T00:00:00.000,Are you intersex?,No,False,OnLine,2019-01-11T00:00:00.000
730,121254,50003666,3172,Complete,English,2019-02-12T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-02-19T00:00:00.000
731,122323,50003666,3330,Complete,English,2019-02-18T00:00:00.000,What other languages do you speak?,English,False,OnLine,2019-02-19T00:00:00.000
732,75546,51,90002059,Complete,English,2018-12-02T00:00:00.000,Are you intersex?,No,False,Paper,2019-01-23T00:00:00.000
733,106045,63,90004012,Complete,Chinese,2018-09-27T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-02-07T00:00:00.000
734,66838,50003666,1954,Complete,English,2018-11-20T00:00:00.000,Are you intersex?,No,False,OnLine,2019-01-11T00:00:00.000
735,220117,107,90010772,Complete,English,2019-03-20T00:00:00.000,What service did you apply for?,Public school,False,Paper,2019-09-10T00:00:00.000
736,69178,50003666,2115,Complete,English,2018-11-20T00:00:00.000,How would you describe your gender?,Male,False,OnLine,2019-01-11T00:00:00.000
737,104616,64,90003905,Complete,Spanish,2019-02-07T00:00:00.000,What service did you apply for?,Public school,False,Paper,2019-02-07T00:00:00.000
738,72470,50003666,2345,Complete,English,2018-12-14T00:00:00.000,Are you intersex?,No,False,OnLine,2019-01-11T00:00:00.000
739,219517,50003666,9188,Complete,English,2019-08-22T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-09-10T00:00:00.000
740,217027,50003666,8818,Complete,English,2019-08-11T00:00:00.000,How well do you speak English?,Well,False,OnLine,2019-09-10T00:00:00.000
741,127300,76,90005701,Complete,Spanish,2019-02-19T00:00:00.000,What ancestries or heritages do you identify with?,African American,False,Paper,2019-02-19T00:00:00.000
742,85602,55,90002831,Complete,Spanish,2018-12-17T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
743,225046,108,90011183,Complete,Spanish,2019-09-10T00:00:00.000,What sex were you given at birth?,Male,False,Paper,2019-09-10T00:00:00.000
744,221363,107,90010880,Complete,English,2019-09-10T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,Paper,2019-09-10T00:00:00.000
745,68230,50003666,2050,Complete,English,2018-11-20T00:00:00.000,What is the language you speak most at home?,English,False,OnLine,2019-01-11T00:00:00.000
746,92834,50003666,2372,Complete,English,2019-01-20T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-02-07T00:00:00.000
747,81911,52,90002554,Complete,Spanish,2018-11-26T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-01-23T00:00:00.000
748,122180,50003666,3310,Complete,English,2019-02-17T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-02-19T00:00:00.000
749,83077,54,90002645,Complete,English,2019-01-23T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-01-23T00:00:00.000
750,220059,50003666,9266,Complete,English,2019-08-26T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-09-10T00:00:00.000
751,222016,108,90010934,Complete,Spanish,2019-08-21T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,Paper,2019-09-10T00:00:00.000
752,94503,50003666,2579,Complete,English,2019-01-26T00:00:00.000,What sex were you given at birth?,Not sure,False,OnLine,2019-02-07T00:00:00.000
753,112127,59,90004494,Complete,English,2018-10-19T00:00:00.000,What races or ethnicities do you identify with?,White,False,Paper,2019-02-07T00:00:00.000
754,85447,51,90002822,Complete,Russian,1940-09-13T00:00:00.000,What is the language you speak most at home?,Russian,False,Paper,2019-01-23T00:00:00.000
755,36524,21,90001249,Complete,English,,What service did you apply for?,Senior Center,False,Paper,2018-12-18T00:00:00.000
756,35231,32,90001145,Complete,English,,What sex were you given at birth?,Female,False,Paper,2018-12-18T00:00:00.000
757,220676,105,90010817,Complete,Spanish,2019-09-10T00:00:00.000,How well do you speak English?,Not at all,False,Paper,2019-09-10T00:00:00.000
758,221129,50003666,9413,Complete,English,2019-08-30T00:00:00.000,What races or ethnicities do you identify with?,Asian,False,OnLine,2019-09-10T00:00:00.000
759,36085,32,90001214,Complete,Chinese,,What is the language you speak most at home?,Spanish,False,Paper,2018-12-18T00:00:00.000
760,22772,34,90000154,Complete,Spanish,,What races or ethnicities do you identify with?,Asian,False,Paper,2018-12-18T00:00:00.000
761,77089,52,90002183,Complete,Spanish,2018-12-04T00:00:00.000,What is the language you speak most at home?,Spanish,False,Paper,2019-01-23T00:00:00.000
762,131547,50003666,3924,Complete,English,2019-03-08T00:00:00.000,What ancestries or heritages do you identify with?,American,False,OnLine,2019-03-14T00:00:00.000
763,73297,53,90001884,Complete,Chinese,2018-10-23T00:00:00.000,Are you intersex?,No,False,Paper,2019-01-23T00:00:00.000
764,220297,108,90010786,Complete,English,2019-09-10T00:00:00.000,How would you describe your gender?,Male,False,Paper,2019-09-10T00:00:00.000
765,97917,60,90003387,Complete,Spanish,2018-12-28T00:00:00.000,What is the language you speak most at home?,Spanish,False,Paper,2019-02-07T00:00:00.000
766,99330,58,90003493,Complete,Chinese,2018-12-27T00:00:00.000,What is the language you speak most at home?,Chinese Cantonese,False,Paper,2019-02-07T00:00:00.000
767,222286,105,90010957,Complete,Chinese,2019-09-10T00:00:00.000,What other languages do you speak?,Chinese Mandarin,False,Paper,2019-09-10T00:00:00.000
768,119590,64,90005070,Complete,English,2018-10-24T00:00:00.000,What sex were you given at birth?,Female,False,Paper,2019-02-07T00:00:00.000
769,105540,58,90003974,Complete,English,2019-02-07T00:00:00.000,What other languages do you speak?,English,False,Paper,2019-02-07T00:00:00.000
770,34278,27,90001072,Complete,Chinese,,What sex were you given at birth?,Male,False,Paper,2018-12-18T00:00:00.000
771,219046,50003666,9122,Complete,English,2019-08-21T00:00:00.000,Has anyone in your household served Write in:,English,False,OnLine,2019-09-10T00:00:00.000
772,107385,62,90004122,Complete,English,2018-12-19T00:00:00.000,What is the language you speak most at home?,E~qi~Sh,True,Paper,2019-02-07T00:00:00.000
773,106770,64,90004074,Complete,Chinese,2018-12-21T00:00:00.000,What ancestries or heritages do you identify with?,Chinese,False,Paper,2019-02-07T00:00:00.000
774,84562,50,90002756,Complete,English,1938-11-12T00:00:00.000,How well do you speak English?,Fluently/Very well,False,Paper,2019-01-23T00:00:00.000
775,218120,50003666,8973,Complete,English,2019-08-15T00:00:00.000,What races or ethnicities do you identify with?,Black / African American / African,False,OnLine,2019-09-10T00:00:00.000
776,24188,24,90000264,Complete,English,,What other languages do you speak?,Spanish,False,Paper,2018-12-18T00:00:00.000
777,69212,50003666,2117,Complete,English,2018-11-21T00:00:00.000,Has anyone in your household served Write in:,Other - Write-in: No,True,OnLine,2019-01-11T00:00:00.000
778,62531,50003666,1642,Complete,English,2018-10-18T00:00:00.000,What is your sexual orientation?,Heterosexual (straight),False,OnLine,2019-01-11T00:00:00.000
779,116091,60,90004799,Complete,Russian,2018-10-15T00:00:00.000,What ancestries or heritages do you identify with?,Russian,False,Paper,2019-02-07T00:00:00.000
780,75700,52,90002071,Complete,English,2018-10-29T00:00:00.000,What service did you apply for?,Senior Center,False,Paper,2019-01-23T00:00:00.000
781,87036,50,90002947,Complete,English,2018-11-21T00:00:00.000,What is the language you speak most at home?,English,False,Paper,2019-01-23T00:00:00.000
782,63303,50003666,1697,Complete,English,2018-10-19T00:00:00.000,What ancestries or heritages do you identify with?,Austrian,False,OnLine,2019-01-11T00:00:00.000
783,127555,50003666,3380,Complete,English,2019-02-19T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-03-08T00:00:00.000
784,225481,105,90011219,Complete,English,2018-11-01T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-09-10T00:00:00.000
785,93303,50003666,2426,Complete,English,2019-01-22T00:00:00.000,How well do you speak English?,Fluently/Very well,False,OnLine,2019-02-07T00:00:00.000
786,216974,106,90010506,Complete,English,2003-07-24T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-09-10T00:00:00.000
787,79391,54,90002364,Complete,English,2018-10-29T00:00:00.000,What ancestries or heritages do you identify with?,Polish,False,Paper,2019-01-23T00:00:00.000
788,98661,60,90003440,Complete,Russian,2019-02-07T00:00:00.000,What races or ethnicities do you identify with?,White,False,Paper,2019-02-07T00:00:00.000
789,115640,59,90004765,Complete,English,2019-02-07T00:00:00.000,What sex were you given at birth?,Female,False,Paper,2019-02-07T00:00:00.000
790,221086,108,90010852,Complete,English,2019-08-02T00:00:00.000,What NYC agency did you apply for services with today?,DOE - Department of Education,False,Paper,2019-09-10T00:00:00.000
791,223180,50003666,9698,Complete,English,2019-09-09T00:00:00.000,Are you intersex?,No,False,OnLine,2019-09-10T00:00:00.000
792,125992,73,90005586,Complete,English,2019-02-19T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-02-19T00:00:00.000
793,97609,50003666,2978,Complete,English,2019-02-06T00:00:00.000,Do you want to answer the questions?,No,False,OnLine,2019-02-07T00:00:00.000
794,125477,76,90005539,Complete,Spanish,2019-09-01T00:00:00.000,What is the language you speak most at home?,Spanish,False,Paper,2019-02-19T00:00:00.000
795,124756,75,90005475,Complete,English,2018-12-14T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-02-19T00:00:00.000
796,123848,76,90005390,Complete,Spanish,2019-02-19T00:00:00.000,What sex were you given at birth?,Female,False,Paper,2019-02-19T00:00:00.000
797,221014,50003666,9397,Complete,English,2019-08-30T00:00:00.000,What service did you apply for?,Supplemental Nutrition Assistance Program (SNAP) alone,False,OnLine,2019-09-10T00:00:00.000
798,223211,105,90011034,Complete,English,2019-09-10T00:00:00.000,Are you intersex?,No,False,Paper,2019-09-10T00:00:00.000
799,127678,50003666,3396,Complete,English,2019-02-20T00:00:00.000,What NYC agency did you apply for services with today?,HRA - Human Resources Administration / Social Services,False,OnLine,2019-03-08T00:00:00.000
800,108679,58,90004218,Complete,Chinese,2019-02-07T00:00:00.000,Do you want to answer the questions?,Yes,False,Paper,2019-02-07T00:00:00.000
801,62318,50003666,1625,Complete,English,2018-10-18T00:00:00.000,Are you intersex?,No,False,OnLine,2019-01-11T00:00:00.000
802,225584,108,90011228,Complete,English,2005-02-12T00:00:00.000,What ancestries or heritages do you identify with?,Chinese,False,Paper,2019-09-10T00:00:00.000
803,65138,50003666,1830,Complete,Spanish,2018-11-02T00:00:00.000,What is the language you speak most at home?,Spanish,False,OnLine,2019-01-11T00:00:00.000
