,centername,legalname,building,street,borough,zipcode,phone,permitexp,status,agerange,maximumcapacity,dc_id,programtype,facilitytype,childcaretype,bin,violationratepercent,totaleducationalworkers,averagetotaleducationalworkers,publichealthhazardviolationrate,criticalviolationrate,inspectiondate,regulationsummary,violationcategory,healthcodesubsection,violationstatus,inspectionsummaryresult,permitnumber,datepermitted,actual,url,violationavgratepercent,averagepublichealthhazardiolationrate,avgcriticalviolationrate
802,"CHABAD OF NORTHEASTERN QUEENS,INC.","CHABAD OF NORTHEASTERN QUEENS,INC.",212-12,26 AVENUE,QUEENS,11360,718-279-1457,2021-02-23T00:00:00.000,Permitted,2 YEARS - 5 YEARS,51,DC3060,PRESCHOOL,GDC,Child Care - Pre School,4133551,14.2857,9,11.7988,0.0,14.2857,2018-03-14T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,7075.0,2005-01-17T00:00:00.000,N,,32.019,13.2274,28.4717
803,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
804,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
805,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
806,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
807,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
808,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
809,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
810,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
811,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
812,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
813,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
814,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
815,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
816,LA PENINSULA  COMMUNITY  ORGANIZATION  HEAD START PROGRAM 2,"LA PENINSULA COMMUNITY ORGANIZATION, INC.",1054,INTERVALE AVENUE,BRONX,10459,718-893-5074,2021-06-08T00:00:00.000,Permitted,2 YEARS - 5 YEARS,110,DC981,PRESCHOOL,GDC,Child Care - Pre School,2005481,60.0,13,11.7988,20.0,60.0,2017-02-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required,4780.0,2003-04-24T00:00:00.000,N,lapen.com,32.019,13.2274,28.4717
817,SUNSHINE LEARNING CENTER,SUNSHINE DAY CARE OF MOTT HAVEN LLC,416,WILLIS AVENUE,BRONX,10454,718-989-9804,2019-12-05T00:00:00.000,Permitted,2 YEARS - 5 YEARS,161,DC20960,PRESCHOOL,GDC,Child Care - Pre School,2098220,42.8571,27,11.7988,28.5714,28.5714,2017-04-11T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,9517.0,2011-12-05T00:00:00.000,Y,www.sunshinenewyork.com,32.019,13.2274,28.4717
818,"T. R. LITTLE PEOPLE, LTD.","T. R. LITTLE PEOPLE, LTD.",127,EAST 90TH STREET,MANHATTAN,10128,212-860-8118,2021-08-27T00:00:00.000,Permitted,0 YEARS - 2 YEARS,8,DC17156,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1048251,16.6667,3,7.9354,16.6667,0.0,2018-09-19T00:00:00.000,At time of inspection staff observed changing diapers were observed not wearing disposable gloves or other hand barrier gloves.,CRITICAL,47.43(h)(4),CORRECTED,Compliance Inspection of Open Violations - Reinspection Required; Fines pending,7795.0,2007-08-27T00:00:00.000,Y,thehouseoflittlepeople.org,29.9035,11.1485,26.3275
819,VIZNITZER CHAIDER TIFERES YISROEL,Viznitzer Chaider Tiferes Yisroel,1416,43 STREET,BROOKLYN,11219,718-633-5543,2116-11-24T00:00:00.000,Active,3 YEARS - 5 YEARS,0,DC35991,PRESCHOOL,SBCC,School Based Child Care,3136244,0.0,1,7.905,0.0,0.0,2019-11-07T00:00:00.000,Child Medical record are DOHMH property when health care provider provided by DOHMH,GENERAL,43.17(f),OPEN,Initial Annual Inspection - Reinspection Required,104300.0,,,,39.6886,22.3036,30.1451
820,MID BRONX C C R P EARLY CHILDHOOD CENTER,"MID BRONX C C R P EARLY CHILDHOOD CENTER, INC.",1020-1022,SUMMIT AVENUE,BRONX,10452,347-498-1097,2020-10-22T00:00:00.000,Permitted,2 YEARS - 5 YEARS,58,DC24597,PRESCHOOL,GDC,Child Care - Pre School,2003457,66.6667,7,11.7988,33.3333,50.0,2019-06-20T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,25857.0,2012-10-22T00:00:00.000,Y,,32.019,13.2274,28.4717
821,MID BRONX C C R P EARLY CHILDHOOD CENTER,"MID BRONX C C R P EARLY CHILDHOOD CENTER, INC.",1020-1022,SUMMIT AVENUE,BRONX,10452,347-498-1097,2020-10-22T00:00:00.000,Permitted,2 YEARS - 5 YEARS,58,DC24597,PRESCHOOL,GDC,Child Care - Pre School,2003457,66.6667,7,11.7988,33.3333,50.0,2019-06-20T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,25857.0,2012-10-22T00:00:00.000,Y,,32.019,13.2274,28.4717
822,"LITTLE DOLPHIN, INC.","LITTLE DOLPHIN, INC.",107-01,CROSS BAY BLVD.,QUEENS,11417,718-641-7754,2021-09-28T00:00:00.000,Permitted,2 YEARS - 5 YEARS,50,DC14556,PRESCHOOL,GDC,Child Care - Pre School,4191045,0.0,12,11.7988,0.0,0.0,2018-10-05T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,7483.0,2005-09-27T00:00:00.000,Y,littledolphin.org,32.019,13.2274,28.4717
823,YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,YOUNG MEN'S CHRISTIAN ASSOCIATION OF GREATER NEW YORK,5,WEST 63 STREET,MANHATTAN,10023,212-912-2652,2019-09-19T00:00:00.000,Expired-In Renewal,0 YEARS - 2 YEARS,30,DC2224,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1027468,22.2222,9,7.9354,0.0,22.2222,2016-12-07T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,5205.0,2004-07-01T00:00:00.000,N,ymcanyc.org/westside,29.9035,11.1485,26.3275
824,JOAN WATKIS CORPORATION,JOAN WATKIS CORPORATION,3318,CHURCH AVENUE,BROOKLYN,11203,718-284-9392,2020-02-03T00:00:00.000,Permitted,2 YEARS - 5 YEARS,39,DC1685,PRESCHOOL,GDC,Child Care - Pre School,3109373,42.8571,11,11.7988,14.2857,28.5714,2019-05-23T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Passed inspection with no violations,4770.0,2006-02-02T00:00:00.000,N,,32.019,13.2274,28.4717
825,"BRIGHT HORIZONS CHILDREN'S CENTERS, INC.","BRIGHT HORIZONS CHILDREN'S CENTERS, INC.",400,WEST 55TH STREET,MANHATTAN,10019,212-757-2145,2020-10-31T00:00:00.000,Permitted,0 YEARS - 2 YEARS,36,DC32486,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1026797,33.3333,12,7.9354,16.6667,33.3333,2018-05-09T00:00:00.000,At time of inspection child care service failed to provide sufficient lighting and or failed to maintain adequate foot candles in areas used by children.,GENERAL,47.45(b),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,74820.0,2014-10-31T00:00:00.000,Y,WWW.BRIGHTHORIZONS.COM,29.9035,11.1485,26.3275
826,"THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTERS, INC.","THE FRIENDS OF CROWN HEIGHTS EDUCATIONAL CENTER, INC.",36,FORD STREET,BROOKLYN,11213,718-975-3375,2021-03-13T00:00:00.000,Permitted,0 YEARS - 2 YEARS,28,DC303,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3038317,14.2857,11,7.9354,0.0,14.2857,2018-02-01T00:00:00.000,Teaching staff qualifications for infant-toddler child care services were not met; failure to notify Department of resignation or termination of Education Director,GENERAL,47.15 (a) (b),CORRECTED,Initial Annual Inspection - Reinspection Not Required,4197.0,2006-03-11T00:00:00.000,N,,29.9035,11.1485,26.3275
827,JOY DAYCARE INC.,JOY DAYCARE INC.,145-38,34  Avenue,QUEENS,11354,917-563-1338,2020-10-17T00:00:00.000,Permitted,2 YEARS - 5 YEARS,89,DC36203,PRESCHOOL,GDC,Child Care - Pre School,4113039,0.0,19,11.7988,0.0,0.0,2018-10-11T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,104623.0,2018-10-17T14:44:02.000,Y,,32.019,13.2274,28.4717
828,CHABAD LUBAVITCH OF BROOKLYN HEIGHTS,CHABAD LUBAVITCH OF BROOKLYN HEIGHTS,166,MONTAGUE STREET,BROOKLYN,11201,718-596-4840,2019-09-14T00:00:00.000,Expired-In Renewal,0 YEARS - 2 YEARS,37,DC18583,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,3002093,28.5714,14,7.9354,0.0,28.5714,2019-03-26T00:00:00.000,Fire extinguishers observed not to be inspected or maintained at time of inspection.,CRITICAL,47.59(b),CORRECTED,Initial Annual Inspection - Reinspection Required,8076.0,2009-09-14T00:00:00.000,Y,kiddiekorner.org,29.9035,11.1485,26.3275
829,BROADWAY PRESBYTERIAN CHURCH,BROADWAY PRESBYTERIAN CHURCH,601,WEST 114TH STREET,MANHATTAN,10025,212-864-6100,2020-02-28T00:00:00.000,Permitted,2 YEARS - 5 YEARS,32,DC2133,PRESCHOOL,GDC,Child Care - Pre School,1057367,50.0,7,11.7988,0.0,50.0,2019-09-18T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Previously cited violations corrected,5754.0,2003-09-10T00:00:00.000,N,greatlittleschool.com,32.019,13.2274,28.4717
830,THE CHILDREN'S AID SOCIETY,THE CHILDREN'S AID SOCIETY,2672,FREDERICK DOUGLAS BLVD,MANHATTAN,10030,212-281-9555,2020-04-14T00:00:00.000,Permitted,2 YEARS - 5 YEARS,87,DC1306,PRESCHOOL,GDC,Child Care - Pre School,1060427,50.0,9,11.7988,37.5,37.5,2017-04-07T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Monitoring Inspection Non-Routine - Passed inspection with no violations,6441.0,2002-08-19T00:00:00.000,N,www.childrensaidsociety.org,32.019,13.2274,28.4717
831,THE JOY OF LEARNING DAY CARE CENTER,JOY OF LEARNING CHILD DEVELOPMENT CORP.,992,GATES AVENUE,BROOKLYN,11221,718-443-6463,2021-06-01T00:00:00.000,Permitted,2 YEARS - 5 YEARS,54,DC19685,PRESCHOOL,GDC,Child Care - Pre School,3039623,33.3333,8,11.7988,11.1111,22.2222,2017-02-07T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Initial Annual Inspection - Reinspection Required,8016.0,2009-06-01T00:00:00.000,Y,,32.019,13.2274,28.4717
832,SHEMTOV KINDER,SHEMTOV KINDER INC.,1565,59 STREET,BROOKLYN,11219,718-435-9622,2020-11-10T00:00:00.000,Permitted,2 YEARS - 5 YEARS,39,DC32465,PRESCHOOL,GDC,Child Care - Pre School,3131363,66.6667,13,11.7988,66.6667,66.6667,2018-03-15T00:00:00.000,At the time of inspection child care service failed to maintain a minimum of 30 square feet of space per child.,CRITICAL,47.39 (b),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,75077.0,2014-11-10T00:00:00.000,Y,,32.019,13.2274,28.4717
833,"GRAND STREET SETTLEMENT, INC.","GRAND STREET SETTLEMENT, INC.",80,PITT STREET,MANHATTAN,10002,212-674-1740,2021-04-04T00:00:00.000,Permitted,2 YEARS - 5 YEARS,16,DC21871,PRESCHOOL,GDC,Child Care - Pre School,1084357,50.0,10,11.7988,16.6667,33.3333,2019-05-14T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Passed inspection; Violations corrected at time of inspection,8277.0,2011-04-04T00:00:00.000,Y,www.grandsettlement.org,32.019,13.2274,28.4717
834,"THE GREATER RIDGEWOOD YOUTH COUNCIL, INC.","THE GREATER RIDGEWOOD YOUTH COUNCIL, INC.",59-03,SUMMERFIELD STREET,QUEENS,11385,718-456-5437,2020-10-22T00:00:00.000,Permitted,2 YEARS - 5 YEARS,38,DC22642,PRESCHOOL,GDC,Child Care - Pre School,4437841,12.5,7,11.7988,0.0,12.5,2019-09-25T00:00:00.000,All teachers have not received training in infectious disease control and reporting.,GENERAL,47.37(b)(2),CORRECTED,Initial Annual Inspection - Reinspection Not Required,25877.0,2012-10-22T00:00:00.000,Y,www.greaterridgewoodyouthcouncil.org,32.019,13.2274,28.4717
835,SIMCHE KINDER INC.,SIMCHE KINDER INC.,808,MYRTLE AVENUE,BROOKLYN,11206,718-596-3632,2020-09-01T00:00:00.000,Permitted,2 YEARS - 5 YEARS,91,DC33719,PRESCHOOL,GDC,Child Care - Pre School,3399619,66.6667,28,11.7988,33.3333,66.6667,2017-01-12T00:00:00.000,Required food protection procedures were not implemented at time of inspection. Holder of food protection certificate was not on site during hours of food preparation activity.,PUBLIC HEALTH HAZARD,47.61 (a),CORRECTED,Initial Annual Inspection - Reinspection Required,103789.0,2016-09-01T11:12:48.000,Y,,32.019,13.2274,28.4717
836,BETH RACHEL SCHOOL FOR GIRLS,UNITED TALMUDIC ACADEMY,720,WYTHE AVENUE,BROOKLYN,11249,718-735-9848,2115-01-23T00:00:00.000,Active,2 YEARS - 5 YEARS,220,DC1105,PRESCHOOL,SBCC,School Based Child Care,3335003,75.0,0,7.905,50.0,75.0,2018-04-11T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Not Required,,,,,39.6886,22.3036,30.1451
837,YOUNG ACHIEVERS LEARNING CENTER,YOUNG ACHIEVERS LEARNING CENTER INC.,3147,BRUCKNER BLVD.,BRONX,10461,718-823-6323,2020-12-11T00:00:00.000,Permitted,2 YEARS - 5 YEARS,36,DC32656,PRESCHOOL,GDC,Child Care - Pre School,2073343,57.1429,4,11.7988,14.2857,57.1429,2019-01-09T00:00:00.000,At time of inspection it was determined that child care service failed to conduct and document monthly fire drills.,CRITICAL,47.59(d),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,77178.0,2014-12-11T00:00:00.000,Y,www.yalci.com,32.019,13.2274,28.4717
838,UNIVERSITY SETTLEMENT SOCIETY  OF NEW YORK,UNIVERSITY SETTLEMENT SOCIETY OF NEW YORK,184,ELDRIDGE STREET,MANHATTAN,10002,212-453-4511,2020-03-23T00:00:00.000,Permitted,0 YEARS - 2 YEARS,8,DC14874,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1005483,33.3333,4,7.9354,0.0,33.3333,2017-04-25T00:00:00.000,Child care service providing care for infant/toddlers and/or night care failed to have staff complete SIDS and Shaken Baby identification and prevention training.,CRITICAL,47.37 (a)(2),CORRECTED,Initial Annual Inspection - Reinspection Required,6822.0,2005-03-23T00:00:00.000,N,www.universitysettlement.org,29.9035,11.1485,26.3275
839,LEARNING AND FUN LLC,LEARNING AND FUN LLC,215,EAST 6 STREET,MANHATTAN,10003,212-505-3695,2020-08-31T00:00:00.000,Permitted,2 YEARS - 5 YEARS,40,DC33788,PRESCHOOL,GDC,Child Care - Pre School,1006643,50.0,9,11.7988,16.6667,50.0,2017-05-09T00:00:00.000,At time of inspection it was determined that child care service allows staff to perform their duties that are not healthy or are incapable of carrying out their duties. Staff medical clearances are not maintained by child care service.,CRITICAL,47.33 (b),CORRECTED,Initial Annual Inspection - Reinspection Required,103785.0,2016-08-31T12:33:03.000,Y,www.learningandfundaycare.com,32.019,13.2274,28.4717
840,BAIS BROCHO D KARLIN STOLIN,Bais Brocho D Karlin Stolin,4314,10 AVENUE,BROOKLYN,11219,718-853-1222,2116-02-23T00:00:00.000,Active,,0,DC35290,Preschool,SBCC,School Based Child Care,3136036,100.0,5,7.905,100.0,50.0,2018-09-25T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Reinspection Required,103954.0,,,,39.6886,22.3036,30.1451
841,THE CHILDREN'S AID SOCIETY,THE CHILDREN'S AID SOCIETY,885,COLUMBUS AVENUE,MANHATTAN,10025,212-865-6337,2020-06-28T00:00:00.000,Permitted,2 YEARS - 5 YEARS,84,DC2695,PRESCHOOL,GDC,Child Care - Pre School,1081301,57.1429,14,11.7988,28.5714,57.1429,2017-10-24T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33 (c),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,2097.0,2004-06-25T00:00:00.000,N,,32.019,13.2274,28.4717
842,"SANDRA'S SUNFLOWER CHILD CARE, INC.","SANDRA'S SUNFLOWER CHILD CARE, INC.",90-16,SUTPHIN BLVD.,QUEENS,11435,347-454-9079,2020-08-27T00:00:00.000,Permitted,2 YEARS - 5 YEARS,65,DC23088,PRESCHOOL,GDC,Child Care - Pre School,4206751,66.6667,13,11.7988,16.6667,50.0,2019-02-20T00:00:00.000,Child care service fails to store dry goods in insect/rodent proof containers at time of inspection.,CRITICAL,47.61(e),CORRECTED,Initial Annual Inspection - Reinspection Required; Fines pending,21477.0,2012-08-27T00:00:00.000,Y,,32.019,13.2274,28.4717
843,"CITIZEN'S CARE DAY CARE CENTER, INC.","CITIZEN'S CARE DAY CARE CENTER, INC.",3240,BROADWAY,MANHATTAN,10027,212-690-0742,2021-09-17T00:00:00.000,Permitted,2 YEARS - 5 YEARS,119,DC1265,PRESCHOOL,GDC,Child Care - Pre School,1084124,57.1429,20,11.7988,28.5714,57.1429,2017-10-17T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,Compliance Inspection of Open Violations - Previously cited violations corrected,4831.0,2002-04-03T00:00:00.000,N,,32.019,13.2274,28.4717
844,KENDRICKS DAYCARE LLC,KENDRICKS DAYCARE LLC,123,EAST 110  STREET,MANHATTAN,10029,646-918-6538,2021-03-08T00:00:00.000,Permitted,0 YEARS - 2 YEARS,45,DC32419,INFANT TODDLER,GDC,Child Care - Infants/Toddlers,1087922,60.0,5,7.9354,20.0,40.0,2019-11-06T00:00:00.000,"Staff failed to obtain proof of immunization; Except for exempt staff, required staff immunizations were not submitted to child care service; records not confidential.",GENERAL,47.33(c),OPEN,,103971.0,2017-03-08T19:07:07.000,Y,KendricksDaycare.com,29.9035,11.1485,26.3275
845,"MARTIN L. KING, JR. MEMORIAL DAY CARE CTR","FLUSHING DAY CARE CENTER,INC.",36-06,PRINCE STREET,QUEENS,11354,718-886-3165,2020-04-21T00:00:00.000,Permitted,2 YEARS - 5 YEARS,35,DC1300,PRESCHOOL,GDC,Child Care - Pre School,4112217,40.0,6,11.7988,20.0,40.0,2019-11-06T00:00:00.000,There were no new violations observed at the time of this inspection/visit.,,,N/A,,4079.0,2004-04-19T00:00:00.000,N,,32.019,13.2274,28.4717
