,cusip_number,sedol_number,local_currency_code,trade_country_name,security_name,security_description,maturity_date,interest_rate,original_face,shares_par_value,base_market_value,base_total_cost,base_unrealized_gain_loss,base_accrued_interest,local_market_value,local_total_cost_amount,local_unrealized_gain_loss,local_accrued_interest,period_end_date,asset_class,investment_type_name,major_industry_name,minor_industry_name,direct_group_trust_holding,moody_s_quality_rating,s_and_p_quality_rating
729,'92343VBM5,'BDV8304,USD,UNITED STATES OF AMERICA (THE),VERIZON COMMUNICATIONS,1%   14 Sep 2018,2018-09-14T00:00:00.000,2.99167,0.0,8000000.0,8144720.0,8222800.0,-78080.0,11301.86,8144720.0,8222800.0,-78080.0,11301.86,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Direct,Baa1,BBB+
730,'751212AA9,'BF32568,USD,UNITED STATES OF AMERICA (THE),RALPH LAUREN CORP,2.125%   26 Sep 2018,2018-09-26T00:00:00.000,2.125,0.0,4800000.0,4826112.0,4856880.0,-30768.0,26916.67,4826112.0,4856880.0,-30768.0,26916.67,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,A2,A
731,'527288BE3,'BFRTQQ2,USD,UNITED STATES OF AMERICA (THE),LEUCADIA NATIONAL CORP,5.5%   18 Oct 2023,2023-10-18T00:00:00.000,5.5,0.0,2100000.0,2247336.0,2071461.0,175875.0,23420.83,2247336.0,2071461.0,175875.0,23420.83,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Ba2,BBB-
732,'527288BF0,'BFVGY43,USD,UNITED STATES OF AMERICA (THE),LEUCADIA NATIONAL CORP,6.625%   23 Oct 2043,2043-10-23T00:00:00.000,6.625,0.0,5500000.0,5800355.0,5735099.62,65255.38,68826.39,5800355.0,5735099.62,65255.38,68826.39,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Ba2,BBB-
733,'98978VAB9,'BG3PT39,USD,UNITED STATES OF AMERICA (THE),ZOETIS INC,3.25%   01 Feb 2023,2023-02-01T00:00:00.000,3.25,0.0,5000000.0,5124450.0,4766850.0,357600.0,67708.33,5124450.0,4766850.0,357600.0,67708.33,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa2,BBB
734,'98978VAH6,'BG0R585,USD,UNITED STATES OF AMERICA (THE),ZOETIS INC,4.7%   01 Feb 2043,2043-02-01T00:00:00.000,4.7,0.0,1500000.0,1629435.0,1317834.8,311600.2,29375.0,1629435.0,1317834.8,311600.2,29375.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa2,BBB
735,'38141EB73,'BGHVV37,USD,UNITED STATES OF AMERICA (THE),GOLDMAN SACHS GROUP INC,1%   15 Nov 2018,2018-11-15T00:00:00.000,2.28178,0.0,8000000.0,8083120.0,8035980.0,47140.0,23831.92,8083120.0,8035980.0,47140.0,23831.92,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,A3,BBB+
736,'628530BD8,'BGN8262,USD,UNITED STATES OF AMERICA (THE),MYLAN INC,4.2%   29 Nov 2023,2023-11-29T00:00:00.000,4.2,0.0,3000000.0,3141420.0,3018435.0,122985.0,11200.0,3141420.0,3018435.0,122985.0,11200.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,,
737,'126650CB4,'BH459S0,USD,UNITED STATES OF AMERICA (THE),CVS HEALTH CORP,2.25%   05 Dec 2018,2018-12-05T00:00:00.000,2.25,0.0,1000000.0,1006180.0,1024390.0,-18210.0,1625.0,1006180.0,1024390.0,-18210.0,1625.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa1,BBB+
738,'609207AC9,'BLNPBK5,USD,UNITED STATES OF AMERICA (THE),MONDELEZ INTERNATIONAL,1%   01 Feb 2019,2019-02-01T00:00:00.000,1.68956,0.0,7000000.0,7027230.0,7002870.0,24360.0,19711.54,7027230.0,7002870.0,24360.0,19711.54,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa1,BBB
739,'524901AR6,'BJ4H805,USD,UNITED STATES OF AMERICA (THE),LEGG MASON INC,5.625%   15 Jan 2044,2044-01-15T00:00:00.000,5.625,0.0,2000000.0,2124260.0,2127980.0,-3720.0,51875.0,2124260.0,2127980.0,-3720.0,51875.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa1,BBB
740,'140420NH9,'BYNYSD5,USD,UNITED STATES OF AMERICA (THE),CAPITAL ONE BANK USA NA,2.25%   13 Feb 2019,2019-02-13T00:00:00.000,2.25,0.0,1000000.0,1002680.0,1011690.0,-9010.0,8625.0,1002680.0,1011690.0,-9010.0,8625.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa1,BBB+
741,'375558AV5,'BKJ9NW0,USD,UNITED STATES OF AMERICA (THE),GILEAD SCIENCES INC,2.05%   01 Apr 2019,2019-04-01T00:00:00.000,2.05,0.0,3500000.0,3511095.0,3557400.0,-46305.0,17937.5,3511095.0,3557400.0,-46305.0,17937.5,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,A3,A
742,'12527GAE3,'BKL56J4,USD,UNITED STATES OF AMERICA (THE),CF INDUSTRIES INC,5.375%   15 Mar 2044,2044-03-15T00:00:00.000,5.375,0.0,4000000.0,3570000.0,3477760.0,92240.0,63305.56,3570000.0,3477760.0,92240.0,63305.56,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Ba3,BB+
743,'06051GFE4,'BLMQ9N8,USD,UNITED STATES OF AMERICA (THE),BANK OF AMERICA CORP,1%   01 Apr 2019,2019-04-01T00:00:00.000,2.01761,0.0,1000000.0,1009220.0,1000000.0,9220.0,4987.98,1009220.0,1000000.0,9220.0,4987.98,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa1,BBB+
744,'031162BU3,'BMPQNQ3,USD,UNITED STATES OF AMERICA (THE),AMGEN INC,2.2%   22 May 2019,2019-05-22T00:00:00.000,2.2,0.0,4000000.0,4024480.0,4057502.86,-33022.86,9533.33,4024480.0,4057502.86,-33022.86,9533.33,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa1,A
745,'48250AAA1,'BMSSMK3,USD,UNITED STATES OF AMERICA (THE),KKR GROUP FINANCE CO III,5.125%   01 Jun 2044,2044-06-01T00:00:00.000,5.125,0.0,3000000.0,3173910.0,3031860.0,142050.0,12812.5,3173910.0,3031860.0,142050.0,12812.5,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,,A
746,'25468PDC7,'BN56T39,USD,UNITED STATES OF AMERICA (THE),WALT DISNEY COMPANY/THE,1%   30 May 2019,2019-05-30T00:00:00.000,1.51039,0.0,4000000.0,4019960.0,4000000.0,19960.0,5370.27,4019960.0,4000000.0,19960.0,5370.27,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,A2,A+
747,'075896AC4,'BP81YD0,USD,UNITED STATES OF AMERICA (THE),BED BATH + BEYOND INC,5.165%   01 Aug 2044,2044-08-01T00:00:00.000,5.165,0.0,6000000.0,5281200.0,6019920.0,-738720.0,129125.0,5281200.0,6019920.0,-738720.0,129125.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa1,BBB+
748,'61746BDS2,'BQ26RP1,USD,UNITED STATES OF AMERICA (THE),MORGAN STANLEY,1%   23 Jul 2019,2019-07-23T00:00:00.000,1.89317,0.0,3500000.0,3524675.0,3481345.0,43330.0,12515.96,3524675.0,3481345.0,43330.0,12515.96,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,A3,BBB+
749,'81180WAH4,'BPY06H9,USD,UNITED STATES OF AMERICA (THE),SEAGATE HDD CAYMAN,4.75%   01 Jun 2023,2023-06-01T00:00:00.000,4.75,0.0,5000000.0,5212500.0,5000000.0,212500.0,19791.67,5212500.0,5000000.0,212500.0,19791.67,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB-
750,'20030NBM2,'BPYD9Q8,USD,UNITED STATES OF AMERICA (THE),COMCAST CORP,4.2%   15 Aug 2034,2034-08-15T00:00:00.000,4.2,0.0,1450000.0,1535477.5,1494584.59,40892.91,23006.67,1535477.5,1494584.59,40892.91,23006.67,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,A3,A-
751,'620076BE8,'BQ3FXB5,USD,UNITED STATES OF AMERICA (THE),MOTOROLA SOLUTIONS INC,5.5%   01 Sep 2044,2044-09-01T00:00:00.000,5.5,0.0,2500000.0,2530925.0,2497025.0,33900.0,45833.33,2530925.0,2497025.0,33900.0,45833.33,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB-
752,'59284BAE8,'BQSV727,USD,UNITED STATES OF AMERICA (THE),MEXICHEM SAB DE CV,5.875%   17 Sep 2044,2044-09-17T00:00:00.000,5.875,0.0,2500000.0,2503750.0,2478750.0,25000.0,42430.56,2503750.0,2478750.0,25000.0,42430.56,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,Baa3,BBB-
753,'38148FAA7,'BRTNWP7,USD,UNITED STATES OF AMERICA (THE),GOLDMAN SACHS GROUP INC,1%   23 Oct 2019,2019-10-23T00:00:00.000,2.17317,0.0,5000000.0,5062600.0,5000000.0,62600.0,20524.38,5062600.0,5000000.0,62600.0,20524.38,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,A3,BBB+
754,'92343VCR3,'BSBN3X7,USD,UNITED STATES OF AMERICA (THE),VERIZON COMMUNICATIONS,3.5%   01 Nov 2024,2024-11-01T00:00:00.000,3.5,0.0,1000000.0,1009250.0,993400.0,15850.0,5833.33,1009250.0,993400.0,15850.0,5833.33,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Direct,Baa1,BBB+
755,'92343VCQ5,'BSBN5N1,USD,UNITED STATES OF AMERICA (THE),VERIZON COMMUNICATIONS,4.4%   01 Nov 2034,2034-11-01T00:00:00.000,4.4,0.0,4000000.0,3963440.0,3748920.0,214520.0,29333.33,3963440.0,3748920.0,214520.0,29333.33,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Direct,Baa1,BBB+
756,'37045VAJ9,'BV54K36,USD,UNITED STATES OF AMERICA (THE),GENERAL MOTORS CO,5.2%   01 Apr 2045,2045-04-01T00:00:00.000,5.2,0.0,7000000.0,6867700.0,6948620.0,-80920.0,91000.0,6867700.0,6948620.0,-80920.0,91000.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB
757,'931427AC2,'BSL6W51,USD,UNITED STATES OF AMERICA (THE),WALGREENS BOOTS ALLIANCE,4.8%   18 Nov 2044,2044-11-18T00:00:00.000,4.8,0.0,1200000.0,1276980.0,1247316.0,29664.0,6880.0,1276980.0,1247316.0,29664.0,6880.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa2,BBB
758,'00507UAH4,'BT6T3K4,USD,UNITED STATES OF AMERICA (THE),ALLERGAN FUNDING SCS,4.85%   15 Jun 2044,2044-06-15T00:00:00.000,4.85,0.0,4525000.0,4893606.5,4257567.26,636039.24,9753.89,4893606.5,4257567.26,636039.24,9753.89,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa3,BBB
759,'811065AB7,'BSSWDW6,USD,UNITED STATES OF AMERICA (THE),SCRIPPS NETWORKS INTERAC,2.75%   15 Nov 2019,2019-11-15T00:00:00.000,2.75,0.0,3000000.0,3036990.0,3077490.0,-40500.0,10541.67,3036990.0,3077490.0,-40500.0,10541.67,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB
760,'49456BAG6,'BSWG9S2,USD,UNITED STATES OF AMERICA (THE),KINDER MORGAN INC/DELAWA,5.3%   01 Dec 2034,2034-12-01T00:00:00.000,5.3,0.0,3500000.0,3603775.0,3490130.0,113645.0,15458.33,3603775.0,3490130.0,113645.0,15458.33,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB-
761,'92553PAZ5,'BT9Z0X1,USD,UNITED STATES OF AMERICA (THE),VIACOM INC,4.85%   15 Dec 2034,2034-12-15T00:00:00.000,4.85,0.0,6000000.0,5963100.0,5116920.0,846180.0,12933.33,5963100.0,5116920.0,846180.0,12933.33,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB-
762,'075887BE8,'BTDFTZ2,USD,UNITED STATES OF AMERICA (THE),BECTON DICKINSON AND CO,2.675%   15 Dec 2019,2019-12-15T00:00:00.000,2.675,0.0,500000.0,506120.0,516155.0,-10035.0,594.44,506120.0,516155.0,-10035.0,594.44,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa2,BBB+
763,'075887BG3,'BTDFT52,USD,UNITED STATES OF AMERICA (THE),BECTON DICKINSON AND CO,4.685%   15 Dec 2044,2044-12-15T00:00:00.000,4.685,0.0,7000000.0,7209090.0,6841450.0,367640.0,14575.56,7209090.0,6841450.0,367640.0,14575.56,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa2,BBB+
764,'31428XBB1,'BV9HFG9,USD,UNITED STATES OF AMERICA (THE),FEDEX CORP,4.1%   01 Feb 2045,2045-02-01T00:00:00.000,4.1,0.0,1500000.0,1471575.0,1465435.0,6140.0,25625.0,1471575.0,1465435.0,6140.0,25625.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa2,BBB
765,'58933YAP0,'BVFMFF7,USD,UNITED STATES OF AMERICA (THE),MERCK + CO INC,1%   10 Feb 2020,2020-02-10T00:00:00.000,1.55956,0.0,1000000.0,1007120.0,997976.92,9143.08,2252.69,1007120.0,997976.92,9143.08,2252.69,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,A1,AA
766,'233851BR4,'BW9PK54,USD,UNITED STATES OF AMERICA (THE),DAIMLER FINANCE NA LLC,2.25%   02 Mar 2020,2020-03-02T00:00:00.000,2.25,0.0,5000000.0,5005200.0,4907390.0,97810.0,37187.5,5005200.0,4907390.0,97810.0,37187.5,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,A2,A
767,'156700AM8,'B4MDZS7,USD,UNITED STATES OF AMERICA (THE),CENTURYLINK INC,7.6%   15 Sep 2039,2039-09-15T00:00:00.000,7.6,0.0,2900000.0,2697000.0,2927187.5,-230187.5,64895.56,2697000.0,2927187.5,-230187.5,64895.56,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,TELEPHONE,Direct,Ba3,BB
768,'88732JAJ7,'BBNBG20,USD,UNITED STATES OF AMERICA (THE),TIME WARNER CABLE LLC,6.55%   01 May 2037,2037-05-01T00:00:00.000,6.55,0.0,1000000.0,1194120.0,993560.0,200560.0,10916.67,1194120.0,993560.0,200560.0,10916.67,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Ba1,BBB-
769,'620076BA6,'BG490G0,USD,UNITED STATES OF AMERICA (THE),MOTOROLA SOLUTIONS INC,6.625%   15 Nov 2037,2037-11-15T00:00:00.000,6.625,0.0,3000000.0,3249600.0,2981670.0,267930.0,25395.83,3249600.0,2981670.0,267930.0,25395.83,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB-
770,'91324PBK7,'BG49598,USD,UNITED STATES OF AMERICA (THE),UNITEDHEALTH GROUP INC,6.875%   15 Feb 2038,2038-02-15T00:00:00.000,6.875,0.0,1000000.0,1420400.0,967476.92,452923.08,25972.22,1420400.0,967476.92,452923.08,25972.22,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,A3,A+
771,'025816AZ2,'B2QHSH1,USD,UNITED STATES OF AMERICA (THE),AMERICAN EXPRESS CO,8.15%   19 Mar 2038,2038-03-19T00:00:00.000,8.15,0.0,4000000.0,5966320.0,3985320.0,1981000.0,92366.67,5966320.0,3985320.0,1981000.0,92366.67,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,A3,BBB+
772,'68389XAE5,'B2QR213,USD,UNITED STATES OF AMERICA (THE),ORACLE CORP,6.5%   15 Apr 2038,2038-04-15T00:00:00.000,6.5,0.0,2000000.0,2731760.0,1677520.0,1054240.0,27444.44,2731760.0,1677520.0,1054240.0,27444.44,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,A1,AA-
773,'460146CC5,'B39NZP0,USD,UNITED STATES OF AMERICA (THE),INTERNATIONAL PAPER CO,8.7%   15 Jun 2038,2038-06-15T00:00:00.000,8.7,0.0,3500000.0,5144300.0,3043211.11,2101088.89,13533.33,5144300.0,3043211.11,2101088.89,13533.33,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa2,BBB
774,'694308GN1,'BG491B2,USD,UNITED STATES OF AMERICA (THE),PACIFIC GAS + ELECTRIC,8.25%   15 Oct 2018,2018-10-15T00:00:00.000,8.25,0.0,1000000.0,1080540.0,983430.0,97110.0,17416.67,1080540.0,983430.0,97110.0,17416.67,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Direct,A3,A-
775,'927804FG4,'B3FD1W3,USD,UNITED STATES OF AMERICA (THE),VIRGINIA ELEC + POWER CO,8.875%   15 Nov 2038,2038-11-15T00:00:00.000,8.875,0.0,2000000.0,3387160.0,1999900.0,1387260.0,22680.56,3387160.0,1999900.0,1387260.0,22680.56,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,ELECTRIC/GAS,Direct,A2,BBB+
776,'585055AQ9,'B4N3359,USD,UNITED STATES OF AMERICA (THE),MEDTRONIC INC,6.5%   15 Mar 2039,2039-03-15T00:00:00.000,6.5,0.0,2500000.0,3309250.0,2493750.0,815500.0,47847.22,3309250.0,2493750.0,815500.0,47847.22,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,A3,A
777,'717081CY7,'B8MJDB2,USD,UNITED STATES OF AMERICA (THE),PFIZER INC,7.2%   15 Mar 2039,2039-03-15T00:00:00.000,7.2,0.0,2500000.0,3739850.0,2498550.0,1241300.0,53000.0,3739850.0,2498550.0,1241300.0,53000.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,A1,AA
778,'260543BX0,'BG48TQ0,USD,UNITED STATES OF AMERICA (THE),DOW CHEMICAL CO/THE,8.55%   15 May 2019,2019-05-15T00:00:00.000,8.55,0.0,5500000.0,6160220.0,5488670.0,671550.0,60087.5,6160220.0,5488670.0,671550.0,60087.5,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa2,BBB
779,'03938LAP9,'BFLRCV9,USD,UNITED STATES OF AMERICA (THE),ARCELORMITTAL,1%   15 Oct 2039,2039-10-15T00:00:00.000,7.5,0.0,3600000.0,4036500.0,3496166.61,540333.39,57000.0,4036500.0,3496166.61,540333.39,57000.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,Ba1,BB+
780,'46625HRU6,'BDBGZF7,USD,UNITED STATES OF AMERICA (THE),JPMORGAN CHASE + CO,1%   07 Jun 2021,2021-06-07T00:00:00.000,2.31956,0.0,4000000.0,4061480.0,4000000.0,61480.0,6185.5,4061480.0,4000000.0,61480.0,6185.5,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,A3,A-
781,'929089AC4,'BZBZ053,USD,UNITED STATES OF AMERICA (THE),VOYA FINANCIAL INC,4.8%   15 Jun 2046,2046-06-15T00:00:00.000,4.8,0.0,750000.0,781200.0,753688.5,27511.5,1600.0,781200.0,753688.5,27511.5,1600.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa2,BBB
782,'44891AAG2,'BYVFR99,USD,UNITED STATES OF AMERICA (THE),HYUNDAI CAPITAL AMERICA,2%   01 Jul 2019,2019-07-01T00:00:00.000,2.0,0.0,4000000.0,3968200.0,3997160.0,-28960.0,0.0,3968200.0,3997160.0,-28960.0,0.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa1,A-
783,'68389XBL8,'BY7RCY9,USD,UNITED STATES OF AMERICA (THE),ORACLE CORP,2.4%   15 Sep 2023,2023-09-15T00:00:00.000,2.4,0.0,2500000.0,2467550.0,2513650.0,-46100.0,17666.67,2467550.0,2513650.0,-46100.0,17666.67,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,A1,AA-
784,'30219GAP3,'BD8NZ06,USD,UNITED STATES OF AMERICA (THE),EXPRESS SCRIPTS HOLDING,4.8%   15 Jul 2046,2046-07-15T00:00:00.000,4.8,0.0,1000000.0,1017170.0,953760.0,63410.0,22133.33,1017170.0,953760.0,63410.0,22133.33,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa2,BBB+
785,'233851CH5,'BDFZDP6,USD,UNITED STATES OF AMERICA (THE),DAIMLER FINANCE NA LLC,2%   06 Jul 2021,2021-07-06T00:00:00.000,2.0,0.0,1000000.0,982660.0,1000610.0,-17950.0,9722.22,982660.0,1000610.0,-17950.0,9722.22,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,A2,A
786,'89114QBM9,'BZ76TD1,USD,UNITED STATES OF AMERICA (THE),TORONTO DOMINION BANK,1%   13 Jul 2021,2021-07-13T00:00:00.000,2.05511,0.0,5000000.0,5090400.0,5058400.0,32000.0,22549.12,5090400.0,5058400.0,32000.0,22549.12,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,CANADIAN,Direct,Aa2,AA-
787,'88167AAF8,'BD3GSZ6,USD,UNITED STATES OF AMERICA (THE),TEVA PHARMACEUTICALS NE,4.1%   01 Oct 2046,2046-10-01T00:00:00.000,4.1,0.0,2700000.0,2486916.0,2325624.0,161292.0,27675.0,2486916.0,2325624.0,161292.0,27675.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,Baa2,BBB
788,'50077LAD8,'BD31G91,USD,UNITED STATES OF AMERICA (THE),KRAFT HEINZ FOODS CO,3%   01 Jun 2026,2026-06-01T00:00:00.000,3.0,0.0,4000000.0,3828200.0,3764280.0,63920.0,10000.0,3828200.0,3764280.0,63920.0,10000.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB-
789,'49446RAP4,'BZC0T38,USD,UNITED STATES OF AMERICA (THE),KIMCO REALTY CORP,2.8%   01 Oct 2026,2026-10-01T00:00:00.000,2.8,0.0,1500000.0,1383945.0,1410210.0,-26265.0,10500.0,1383945.0,1410210.0,-26265.0,10500.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa1,BBB+
790,'172967KX8,'BYMTZW9,USD,UNITED STATES OF AMERICA (THE),CITIGROUP INC,1%   01 Sep 2023,2023-09-01T00:00:00.000,2.63178,0.0,7000000.0,7129990.0,6977880.0,152110.0,15352.05,7129990.0,6977880.0,152110.0,15352.05,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,Baa1,BBB+
791,'05565QDE5,'BYQ7961,USD,UNITED STATES OF AMERICA (THE),BP CAPITAL MARKETS PLC,1%   16 Sep 2021,2021-09-16T00:00:00.000,2.12033,0.0,3000000.0,3052290.0,3000000.0,52290.0,2537.63,3052290.0,3000000.0,52290.0,2537.63,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,YANKEE,OTHER YANKEE,Direct,A1,A-
792,'713448DN5,'BYQ4100,USD,UNITED STATES OF AMERICA (THE),PEPSICO INC,2.375%   06 Oct 2026,2026-10-06T00:00:00.000,2.375,0.0,2000000.0,1904840.0,1988200.0,-83360.0,11215.28,1904840.0,1988200.0,-83360.0,11215.28,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,A1,A+
793,'57636QAF1,'BD6KVX4,USD,UNITED STATES OF AMERICA (THE),MASTERCARD INC,2%   21 Nov 2021,2021-11-21T00:00:00.000,2.0,0.0,2000000.0,1987020.0,1988580.0,-1560.0,4444.44,1987020.0,1988580.0,-1560.0,4444.44,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,FINANCE,Direct,A2,A
794,'002824BH2,'BYQHX58,USD,UNITED STATES OF AMERICA (THE),ABBOTT LABORATORIES,4.9%   30 Nov 2046,2046-11-30T00:00:00.000,4.9,0.0,1500000.0,1652160.0,1542315.0,109845.0,6329.17,1652160.0,1542315.0,109845.0,6329.17,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa3,BBB
795,'161175BB9,'BDFF420,USD,UNITED STATES OF AMERICA (THE),CHARTER COMM OPT LLC/CAP,4.464%   23 Jul 2022,2022-07-23T00:00:00.000,4.464,0.0,1000000.0,1065470.0,1004180.0,61290.0,19592.0,1065470.0,1004180.0,61290.0,19592.0,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Ba1,BBB-
796,'42824CAX7,'BD3GB68,USD,UNITED STATES OF AMERICA (THE),HP ENTERPRISE CO,6.2%   15 Oct 2035,2035-10-15T00:00:00.000,6.2,0.0,1000000.0,1081260.0,999420.0,81840.0,13088.89,1081260.0,999420.0,81840.0,13088.89,2017-06-30T00:00:00.000,FIXED INCOME,CORPORATE BONDS,CORPORATE,INDUSTRIAL,Direct,Baa2,BBB
