,rownumber,animalname,animalgender,animalbirth,breedname,zipcode,licenseissueddate,licenseexpireddate,extract_year
698,699,WATSON,M,2009,West High White Terrier,11237,2014-11-12T00:00:00.000,2017-11-18T00:00:00.000,2016
699,700,SAMANTHA,F,2011,Yorkshire Terrier,10473,2014-11-12T00:00:00.000,2019-10-31T00:00:00.000,2016
700,701,CHLOE,F,2005,Cocker Spaniel,10011,2014-11-12T00:00:00.000,2017-11-12T00:00:00.000,2016
701,702,LUKE,M,2011,"Poodle, Standard",11234,2014-11-12T00:00:00.000,2019-10-31T00:00:00.000,2016
702,703,KONA,F,2013,Labrador Retriever,11378,2014-11-13T00:00:00.000,2019-11-13T00:00:00.000,2016
703,704,MAX,M,2013,Pug,11215,2014-11-13T00:00:00.000,2019-11-06T00:00:00.000,2016
704,705,BOOBOO,M,2001,Cairn Terrier,10028,2014-11-13T00:00:00.000,2016-11-13T00:00:00.000,2016
705,706,GEORGE,M,2012,Unknown,11217,2014-11-13T00:00:00.000,2017-10-22T00:00:00.000,2016
706,707,SHANTY,F,2012,Poodle,11377,2014-11-13T00:00:00.000,2016-11-13T00:00:00.000,2016
707,708,GIA,F,2012,Yorkshire Terrier,10029,2014-11-13T00:00:00.000,2017-11-15T00:00:00.000,2016
708,709,LOLA,F,2013,Pug,11215,2014-11-13T00:00:00.000,2019-11-06T00:00:00.000,2016
709,710,BENTLEY,M,2014,"Poodle, Miniature",11360,2014-11-13T00:00:00.000,2019-11-13T00:00:00.000,2016
710,711,LYNUS,M,2004,Boston Terrier,11222,2014-11-13T00:00:00.000,2019-05-27T00:00:00.000,2016
711,712,RIPLEY,M,2004,Yorkshire Terrier,10460,2014-11-13T00:00:00.000,2016-09-29T00:00:00.000,2016
712,713,ROSIE,F,2010,Cotton De Tulear,10028,2014-11-13T00:00:00.000,2019-02-14T00:00:00.000,2016
713,714,SASHA,F,2012,Australian Terrier,10024,2014-11-14T00:00:00.000,2019-11-14T00:00:00.000,2016
714,715,HUNTER,M,2011,German Shepherd Crossbreed,10314,2014-11-14T00:00:00.000,2017-11-26T00:00:00.000,2016
715,716,ZION,M,2014,Labrador Retriever,10022,2014-11-14T00:00:00.000,2019-11-14T00:00:00.000,2016
716,717,OTTO,M,2007,Labrador Retriever,10022,2014-11-14T00:00:00.000,2019-09-26T00:00:00.000,2016
717,718,LITTLEROCK,M,2003,Unknown,10022,2014-11-14T00:00:00.000,2017-12-31T00:00:00.000,2016
718,719,ORION,M,2009,Shih Tzu,10024,2014-11-14T00:00:00.000,2017-11-14T00:00:00.000,2016
719,720,NIGEL,M,2013,Miniature Schnauzer,11201,2014-11-14T00:00:00.000,2016-11-14T00:00:00.000,2016
720,721,LOLA,F,2013,"Poodle, Standard",10128,2014-11-14T00:00:00.000,2019-04-20T00:00:00.000,2016
721,722,ZILLA,F,2013,Chihuahua,10128,2014-11-14T00:00:00.000,2018-11-14T00:00:00.000,2016
722,723,PEPPERMINT,F,2013,Shih Tzu,10011,2014-11-15T00:00:00.000,2019-11-15T00:00:00.000,2016
723,724,BO,M,2014,Pomeranian,11211,2014-11-15T00:00:00.000,2016-11-15T00:00:00.000,2016
724,725,PRINCESS,F,2014,American Pit Bull Mix / Pit Bull Mix,11207,2014-11-15T00:00:00.000,2016-11-15T00:00:00.000,2016
725,726,ZOEY,F,2011,"Poodle, Miniature",10002,2014-11-15T00:00:00.000,2016-07-10T00:00:00.000,2016
726,727,OKLY,M,2004,Brussels Griffon,10032,2014-11-15T00:00:00.000,2016-11-15T00:00:00.000,2016
727,728,SNOW,F,2014,American Pit Bull Terrier/Pit Bull,10305,2014-11-15T00:00:00.000,2019-11-15T00:00:00.000,2016
728,729,FRANCESCA,F,2012,"Mastiff, Old English",11219,2014-11-15T00:00:00.000,2019-11-15T00:00:00.000,2016
729,730,LA-NE-NA,F,2012,Chihuahua,10314,2014-11-15T00:00:00.000,2019-11-15T00:00:00.000,2016
730,731,BRISKET,M,2008,Maltese,10012,2014-11-15T00:00:00.000,2016-11-15T00:00:00.000,2016
731,732,LAH-LAH,F,2010,Labrador Retriever,10034,2014-11-15T00:00:00.000,2019-11-15T00:00:00.000,2016
732,733,LOVITA,F,2005,Maltese,10021,2014-11-15T00:00:00.000,2018-07-30T00:00:00.000,2016
733,734,KYUUBI,M,2011,Siberian Husky,10013,2014-11-15T00:00:00.000,2019-11-15T00:00:00.000,2016
734,735,TILLY,F,2008,Brussels Griffon,10032,2014-11-15T00:00:00.000,2017-11-15T00:00:00.000,2016
735,736,COOPER,M,2012,"Dachshund, Long Haired",10013,2014-11-15T00:00:00.000,2017-11-15T00:00:00.000,2016
736,737,ANGUS,M,2002,Sealyham Terrier,11697,2014-11-15T00:00:00.000,2016-11-15T00:00:00.000,2016
737,738,SHADOW,M,2012,Labrador Retriever,10033,2014-11-15T00:00:00.000,2016-12-06T00:00:00.000,2016
738,739,MR,M,2010,American Pit Bull Terrier/Pit Bull,10305,2014-11-15T00:00:00.000,2018-11-15T00:00:00.000,2016
739,740,COTTON,M,2013,Maltese,11355,2014-11-15T00:00:00.000,2019-09-05T00:00:00.000,2016
740,741,PRINCESS,F,2005,Maltese,11360,2014-11-15T00:00:00.000,2016-06-29T00:00:00.000,2016
741,742,BEDELIA,F,2014,American Pit Bull Terrier/Pit Bull,10309,2014-11-16T00:00:00.000,2018-11-16T00:00:00.000,2016
742,743,PRINCESS,F,2001,Silky Terrier,11212,2014-11-16T00:00:00.000,2016-07-07T00:00:00.000,2016
743,744,SCARLET,F,2011,Unknown,11369,2014-11-17T00:00:00.000,2016-10-04T00:00:00.000,2016
744,745,GUS,M,2013,Beagle Crossbreed,11222,2014-11-17T00:00:00.000,2017-11-17T00:00:00.000,2016
745,746,SCOOBY,M,2014,American Pit Bull Terrier/Pit Bull,10459,2014-11-17T00:00:00.000,2018-11-17T00:00:00.000,2016
746,747,DOTTIE,F,2014,French Bulldog,11221,2014-11-17T00:00:00.000,2019-11-17T00:00:00.000,2016
747,748,BLUE,M,2013,American Pit Bull Terrier/Pit Bull,10458,2014-11-17T00:00:00.000,2019-11-17T00:00:00.000,2016
748,749,HEINRICH,M,2012,Golden Retriever,10009,2014-11-17T00:00:00.000,2019-11-03T00:00:00.000,2016
749,750,ELVIS,M,2011,Chihuahua,10036,2014-11-17T00:00:00.000,2019-11-17T00:00:00.000,2016
750,751,BROOKLYN,M,2008,German Shepherd Dog,10314,2014-11-17T00:00:00.000,2019-11-03T00:00:00.000,2016
751,752,BAXTER,M,2010,Boston Terrier,11211,2014-11-17T00:00:00.000,2016-11-17T00:00:00.000,2016
752,753,DAISY,F,2013,Old English Sheepdog,11215,2014-11-17T00:00:00.000,2018-01-29T00:00:00.000,2016
753,754,JULIUS,M,2007,Beagle,10075,2014-11-17T00:00:00.000,2016-11-09T00:00:00.000,2016
754,755,MILES,M,2011,Unknown,10303,2014-11-18T00:00:00.000,2019-11-17T00:00:00.000,2016
755,756,BORIS,M,2010,Unknown,11214,2014-11-18T00:00:00.000,2017-08-29T00:00:00.000,2016
756,757,JORGE,M,2007,Unknown,11370,2014-11-18T00:00:00.000,2018-01-07T00:00:00.000,2016
757,758,MAYA,F,2013,Siberian Husky,10305,2014-11-18T00:00:00.000,2017-11-18T00:00:00.000,2016
758,759,BUSTER,M,2008,Miniature Pinscher,10472,2014-11-18T00:00:00.000,2016-11-15T00:00:00.000,2016
759,760,CORNELIUS,M,2013,German Shepherd Dog,11372,2014-11-18T00:00:00.000,2019-11-18T00:00:00.000,2016
760,761,NALA,F,2008,Rottweiler,10472,2014-11-18T00:00:00.000,2016-11-21T00:00:00.000,2016
761,762,BELLA,F,2010,American Pit Bull Terrier/Pit Bull,11358,2014-11-19T00:00:00.000,2016-07-06T00:00:00.000,2016
762,763,STELLA,F,2013,"Bull Dog, English",11216,2014-11-19T00:00:00.000,2016-11-19T00:00:00.000,2016
763,764,SCOOBY,M,2012,"Schnauzer, Miniature",10001,2014-11-19T00:00:00.000,2016-09-06T00:00:00.000,2016
764,765,ASPEN,F,2013,Miniature Schnauzer,10036,2014-11-19T00:00:00.000,2019-11-19T00:00:00.000,2016
765,766,SHADOW,M,2014,Bulldog,10036,2014-11-20T00:00:00.000,2019-11-20T00:00:00.000,2016
766,767,KARMA,F,2009,Weimaraner,10016,2014-11-20T00:00:00.000,2016-11-20T00:00:00.000,2016
767,768,DARCY,F,2007,Unknown,11209,2014-11-20T00:00:00.000,2019-11-24T00:00:00.000,2016
768,769,MAXIMUS,M,2010,"Bull Dog, French",10012,2014-11-20T00:00:00.000,2019-10-22T00:00:00.000,2016
769,770,PEPPER,F,1999,Unknown,10468,2014-11-20T00:00:00.000,2016-11-29T00:00:00.000,2016
770,771,GRIFFIN,M,2012,Shih Tzu,10305,2014-11-20T00:00:00.000,2016-11-20T00:00:00.000,2016
771,772,DARLA,F,2012,Shih Tzu,10305,2014-11-20T00:00:00.000,2016-11-20T00:00:00.000,2016
772,773,ERNIE,M,2008,Lhasa Apso,11222,2014-11-20T00:00:00.000,2019-11-17T00:00:00.000,2016
773,774,OAKLEY,F,2010,Labrador Retriever,10301,2014-11-20T00:00:00.000,2017-11-20T00:00:00.000,2016
774,775,HARLEY,M,2009,Weimaraner,10016,2014-11-20T00:00:00.000,2016-11-20T00:00:00.000,2016
775,776,HERMAN,M,2011,Havanese,10013,2014-11-20T00:00:00.000,2016-07-12T00:00:00.000,2016
776,777,BLUE,M,2014,Beagle,10465,2014-11-21T00:00:00.000,2016-11-21T00:00:00.000,2016
777,778,LUCY,F,2009,Unknown,11217,2014-11-21T00:00:00.000,2017-09-19T00:00:00.000,2016
778,779,SASHA,F,2004,Pomeranian,11104,2014-11-21T00:00:00.000,2016-04-23T00:00:00.000,2016
779,780,PENNY,F,2005,Yorkshire Terrier,10024,2014-11-21T00:00:00.000,2016-11-21T00:00:00.000,2016
780,781,WHIDBEY,F,2011,Labrador Retriever Crossbreed,10026,2014-11-21T00:00:00.000,2017-11-21T00:00:00.000,2016
781,782,FINLEY,M,2011,Collie Crossbreed,10023,2014-11-21T00:00:00.000,2016-11-21T00:00:00.000,2016
782,783,SCOOTER,M,2002,Tibetan Spaniel,10280,2014-11-21T00:00:00.000,2016-11-21T00:00:00.000,2016
783,784,KAISER,M,2010,German Shepherd Dog,11358,2014-11-21T00:00:00.000,2019-08-16T00:00:00.000,2016
784,785,ROCKY,M,2010,Yorkshire Terrier,11379,2014-11-21T00:00:00.000,2017-11-21T00:00:00.000,2016
785,786,FLASH,M,2007,"Poodle, Miniature",11224,2014-11-21T00:00:00.000,2016-11-21T00:00:00.000,2016
786,787,ANELA,F,2006,Labrador Retriever,10011,2014-11-21T00:00:00.000,2019-03-04T00:00:00.000,2016
787,788,BELLE,F,2014,German Shepherd Crossbreed,11224,2014-11-22T00:00:00.000,2016-11-22T00:00:00.000,2016
788,789,KITKAT,F,2013,Dachshund Smooth Coat,10038,2014-11-22T00:00:00.000,2017-11-22T00:00:00.000,2016
789,790,REX,M,2008,Unknown,10025,2014-11-22T00:00:00.000,2019-11-22T00:00:00.000,2016
790,791,ANNIE,F,2000,Unknown,10024,2014-11-22T00:00:00.000,2017-06-30T00:00:00.000,2016
791,792,RILEY,M,2008,Whippet,11215,2014-11-22T00:00:00.000,2016-01-19T00:00:00.000,2016
792,793,SASSY,F,2011,Miniature Pinscher,10029,2014-11-22T00:00:00.000,2019-09-08T00:00:00.000,2016
793,794,KINGSLEY,M,2012,Labrador Retriever,11214,2014-11-22T00:00:00.000,2019-11-22T00:00:00.000,2016
794,795,CHESSIE,F,2006,"Pointer, German Shorthaired",10023,2014-11-22T00:00:00.000,2016-09-27T00:00:00.000,2016
795,796,YODA,M,2011,Unknown,11217,2014-11-22T00:00:00.000,2019-11-22T00:00:00.000,2016
796,797,BUBBA,M,2013,"Bull Dog, English",10040,2014-11-22T00:00:00.000,2019-11-22T00:00:00.000,2016
797,798,JOJO,M,2006,Chihuahua,10002,2014-11-22T00:00:00.000,2019-11-22T00:00:00.000,2016
798,799,MURPHY,M,2012,Poodle,10011,2014-11-22T00:00:00.000,2019-11-22T00:00:00.000,2016
799,800,PUCCINI,M,2007,Yorkshire Terrier,10280,2014-11-22T00:00:00.000,2016-11-22T00:00:00.000,2016
800,801,HERCULES,M,2004,Pug,11357,2014-11-22T00:00:00.000,2016-11-22T00:00:00.000,2016
801,802,REESES,F,2013,Chihuahua,10038,2014-11-22T00:00:00.000,2017-11-22T00:00:00.000,2016
802,803,LOKI,M,2014,Nova Scotia Duck Tolling Retriever,10021,2014-11-22T00:00:00.000,2019-11-22T00:00:00.000,2016
803,804,AZABACHE,F,2007,Poodle,10468,2014-11-22T00:00:00.000,2016-11-22T00:00:00.000,2016
804,805,DESI,M,2013,Chihuahua,11105,2014-11-22T00:00:00.000,2016-11-22T00:00:00.000,2016
805,806,LOLA,F,2009,American Pit Bull Mix / Pit Bull Mix,11231,2014-11-23T00:00:00.000,2016-11-29T00:00:00.000,2016
806,807,CHELSEA,F,2014,Shiba Inu,10469,2014-11-23T00:00:00.000,2019-11-23T00:00:00.000,2016
807,808,COOKIE,F,2011,Shih Tzu,10010,2014-11-23T00:00:00.000,2016-08-22T00:00:00.000,2016
808,809,CHASE,M,2013,Shih Tzu,10039,2014-11-23T00:00:00.000,2016-11-23T00:00:00.000,2016
809,810,LOLA,F,2006,Labrador Retriever,11217,2014-11-23T00:00:00.000,2017-08-25T00:00:00.000,2016
810,811,LUNA,F,2004,Chihuahua,10011,2014-11-24T00:00:00.000,2016-11-24T00:00:00.000,2016
811,812,CHEWY,M,2014,Shih Tzu,11694,2014-11-24T00:00:00.000,2016-11-24T00:00:00.000,2016
812,813,BARCLAY,M,2014,Plott,10021,2014-11-24T00:00:00.000,2016-11-24T00:00:00.000,2016
813,814,CHASE,M,2008,Labrador Retriever,11691,2014-11-24T00:00:00.000,2017-11-25T00:00:00.000,2016
814,815,SHULA,F,2014,German Shepherd Dog,11209,2014-11-24T00:00:00.000,2016-11-24T00:00:00.000,2016
815,816,PAX,M,2005,Labrador Retriever,10004,2014-11-25T00:00:00.000,2017-11-25T00:00:00.000,2016
816,817,GRACE,F,2011,Shiba Inu,10001,2014-11-25T00:00:00.000,2016-11-25T00:00:00.000,2016
817,818,HUSOS,M,2013,"Bull Dog, English",11201,2014-11-25T00:00:00.000,2019-11-25T00:00:00.000,2016
818,819,SOFIE,F,2012,Chihuahua,10065,2014-11-26T00:00:00.000,2019-11-26T00:00:00.000,2016
819,820,LYNKS,M,2008,German Shepherd Dog,10475,2014-11-26T00:00:00.000,2016-01-04T00:00:00.000,2016
820,821,ROCKY,M,2011,Maltese,10466,2014-11-26T00:00:00.000,2016-01-03T00:00:00.000,2016
821,822,BOO,M,2011,Shih Tzu,10459,2014-11-26T00:00:00.000,2016-01-05T00:00:00.000,2016
822,823,ALLIE,F,2011,Wheaton Terrier,10065,2014-11-26T00:00:00.000,2016-01-17T00:00:00.000,2016
823,824,ABBY,F,2009,"Poodle, Standard",11215,2014-11-26T00:00:00.000,2016-01-04T00:00:00.000,2016
824,825,SPARKY,M,2001,German Shepherd Crossbreed,10302,2014-11-26T00:00:00.000,2016-01-30T00:00:00.000,2016
825,826,DAISY,F,2004,Pomeranian,11222,2014-11-26T00:00:00.000,2019-11-26T00:00:00.000,2016
826,827,ZORA,F,2009,Labrador Retriever,10128,2014-11-26T00:00:00.000,2016-01-05T00:00:00.000,2016
827,828,SLINKY,M,2009,"Dachshund, Long Haired",11004,2014-11-26T00:00:00.000,2016-01-06T00:00:00.000,2016
828,829,BONNILYN,F,2008,Beagle,11375,2014-11-26T00:00:00.000,2016-01-10T00:00:00.000,2016
829,830,NAME NOT PROVIDED,F,2011,Unknown,10461,2014-11-26T00:00:00.000,2016-01-12T00:00:00.000,2016
830,831,BISCUIT,M,2003,Jack Russell Terrier,10312,2014-11-26T00:00:00.000,2016-01-30T00:00:00.000,2016
831,832,OSCAR,M,2011,Labrador Retriever Crossbreed,11201,2014-11-26T00:00:00.000,2017-11-26T00:00:00.000,2016
832,833,MAGGIE,F,2010,Australian Shepherd,10312,2014-11-26T00:00:00.000,2017-11-15T00:00:00.000,2016
833,834,BUCKS,M,2010,Bichon Frise,10303,2014-11-26T00:00:00.000,2016-01-10T00:00:00.000,2016
834,835,PEGGY,F,2007,Unknown,10023,2014-11-26T00:00:00.000,2016-01-30T00:00:00.000,2016
835,836,JAXSON,M,2014,"Bull Dog, English",11416,2014-11-26T00:00:00.000,2016-11-26T00:00:00.000,2016
836,837,TOBIAS,M,2013,Chihuahua,10027,2014-11-26T00:00:00.000,2016-11-26T00:00:00.000,2016
837,838,BAILEY,F,2007,Beagle,11367,2014-11-26T00:00:00.000,2016-01-06T00:00:00.000,2016
838,839,HARPER,F,2012,Border Collie,10027,2014-11-26T00:00:00.000,2016-11-26T00:00:00.000,2016
839,840,MAX,M,2010,Cocker Spaniel,11369,2014-11-26T00:00:00.000,2016-01-16T00:00:00.000,2016
840,841,ARIEL,F,2003,Dalmatian,11360,2014-11-26T00:00:00.000,2016-01-30T00:00:00.000,2016
841,842,HAZEL,F,2005,Boston Terrier,11693,2014-11-26T00:00:00.000,2016-01-02T00:00:00.000,2016
842,843,AVA,F,2013,Unknown,11210,2014-11-26T00:00:00.000,2016-01-10T00:00:00.000,2016
843,844,BRONSON,M,2010,Australian Shepherd,10312,2014-11-26T00:00:00.000,2017-11-15T00:00:00.000,2016
844,845,SOPHIE,F,2011,Shiba Inu,10465,2014-11-26T00:00:00.000,2016-01-24T00:00:00.000,2016
845,846,TYSON,M,2013,"Bull Dog, English",11221,2014-11-27T00:00:00.000,2017-10-30T00:00:00.000,2016
846,847,MUFFIN,M,2013,"Collie, Rough Coat",10463,2014-11-27T00:00:00.000,2017-10-05T00:00:00.000,2016
847,848,RAYNA,F,2013,"Bull Dog, French",10464,2014-11-27T00:00:00.000,2017-12-07T00:00:00.000,2016
848,849,SHORTY,M,2006,Maltese,10023,2014-11-27T00:00:00.000,2019-11-27T00:00:00.000,2016
849,850,KENZI,F,2010,"Schnauzer, Miniature",11420,2014-11-27T00:00:00.000,2016-01-03T00:00:00.000,2016
850,851,STELLA,F,2014,Rottweiler,10302,2014-11-27T00:00:00.000,2019-11-27T00:00:00.000,2016
851,852,MADISON,F,2013,Cavalier King Charles Spaniel,10005,2014-11-28T00:00:00.000,2016-11-11T00:00:00.000,2016
852,853,MAX,M,2004,Shiba Inu,10469,2014-11-28T00:00:00.000,2019-10-31T00:00:00.000,2016
853,854,TALULLAH,F,2001,Wire Fox Terrier,10128,2014-11-28T00:00:00.000,2016-12-30T00:00:00.000,2016
854,855,SASHA,F,2014,Labrador Retriever,10469,2014-11-28T00:00:00.000,2019-11-28T00:00:00.000,2016
855,856,ROMEO,M,2000,Shih Tzu,11212,2014-11-28T00:00:00.000,2016-11-29T00:00:00.000,2016
856,857,GUS,M,2010,Boston Terrier,10310,2014-11-29T00:00:00.000,2019-11-29T00:00:00.000,2016
857,858,YOGI,M,2005,Pomeranian,10463,2014-11-29T00:00:00.000,2017-10-22T00:00:00.000,2016
858,859,LUCY,F,2007,Unknown,11218,2014-11-29T00:00:00.000,2016-12-03T00:00:00.000,2016
859,860,MATTINGLY,F,2003,Unknown,10463,2014-11-29T00:00:00.000,2017-11-29T00:00:00.000,2016
860,861,CHARLIE,M,2014,"Poodle, Miniature",11235,2014-11-30T00:00:00.000,2017-11-30T00:00:00.000,2016
861,862,SADIE,F,2010,Unknown,10024,2014-11-30T00:00:00.000,2017-04-09T00:00:00.000,2016
862,863,MISSY,F,2009,Border Collie,10019,2014-11-30T00:00:00.000,2017-11-30T00:00:00.000,2016
863,864,TESSY,F,2011,Pug,11201,2014-11-30T00:00:00.000,2017-11-30T00:00:00.000,2016
864,865,OTIS,M,2005,"Dachshund, Long Haired Miniature",11201,2014-11-30T00:00:00.000,2017-11-30T00:00:00.000,2016
865,866,JERRY,M,2012,Lancashire Heeler,11205,2014-11-30T00:00:00.000,2016-11-30T00:00:00.000,2016
866,867,PEANUT,M,2014,Chihuahua,11201,2014-11-30T00:00:00.000,2016-11-30T00:00:00.000,2016
867,868,ELLA,F,2010,"Dachshund, Long Haired Miniature",11201,2014-11-30T00:00:00.000,2017-11-30T00:00:00.000,2016
868,869,EVA,F,2012,"Poodle, Miniature",11109,2014-11-30T00:00:00.000,2017-11-30T00:00:00.000,2016
869,870,ROCKY,M,2007,American Eskimo dog,10003,2014-11-30T00:00:00.000,2019-11-19T00:00:00.000,2016
870,871,SAILOR,M,2011,Unknown,11362,2014-11-30T00:00:00.000,2017-12-04T00:00:00.000,2016
871,872,OSCAR,M,2013,Wheaton Terrier,11238,2014-11-30T00:00:00.000,2019-11-30T00:00:00.000,2016
872,873,SUSIE,F,2007,Shih Tzu,10024,2014-11-30T00:00:00.000,2016-11-30T00:00:00.000,2016
873,874,ACCURA,F,2012,Unknown,10010,2014-12-01T00:00:00.000,2016-11-28T00:00:00.000,2016
874,875,PEPPER,M,2000,Dachshund Smooth Coat,10019,2014-12-01T00:00:00.000,2018-11-27T00:00:00.000,2016
875,876,KEVIN,M,2014,French Bulldog,11206,2014-12-01T00:00:00.000,2016-12-01T00:00:00.000,2016
876,877,STELLA,F,2012,American Pit Bull Mix / Pit Bull Mix,10011,2014-12-01T00:00:00.000,2017-11-12T00:00:00.000,2016
877,878,LUCY,F,2004,Unknown,10040,2014-12-01T00:00:00.000,2019-12-07T00:00:00.000,2016
878,879,ANNIE,F,2011,Beagle Crossbreed,10075,2014-12-01T00:00:00.000,2019-12-08T00:00:00.000,2016
879,880,PETUNIA,F,2011,Boxer,10033,2014-12-01T00:00:00.000,2016-12-12T00:00:00.000,2016
880,881,BOODA,M,2012,Unknown,10040,2014-12-01T00:00:00.000,2016-11-14T00:00:00.000,2016
881,882,COCO,F,2011,Cotton De Tulear,11235,2014-12-01T00:00:00.000,2016-01-22T00:00:00.000,2016
882,883,DIZZY,M,2012,Pointer,10024,2014-12-02T00:00:00.000,2016-11-13T00:00:00.000,2016
883,884,STANLEY,M,2008,Golden Retriever,10022,2014-12-02T00:00:00.000,2018-12-02T00:00:00.000,2016
884,885,SIMON,M,2000,Maltese,10462,2014-12-02T00:00:00.000,2016-01-30T00:00:00.000,2016
885,886,NEKO,F,2008,Unknown,10065,2014-12-02T00:00:00.000,2019-03-23T00:00:00.000,2016
886,887,SUGAR,F,2008,Pekingese,11101,2014-12-02T00:00:00.000,2016-02-07T00:00:00.000,2016
887,888,OZZY,M,2008,Golden Retriever,11106,2014-12-02T00:00:00.000,2019-12-12T00:00:00.000,2016
888,889,OLIVER,M,2009,Cavalier King Charles Spaniel,10075,2014-12-03T00:00:00.000,2017-10-29T00:00:00.000,2016
889,890,TUCKER,M,2005,"Bull Dog, English",10001,2014-12-03T00:00:00.000,2016-01-30T00:00:00.000,2016
890,891,LEO,M,2011,Rhodesian Ridgeback,11231,2014-12-03T00:00:00.000,2019-06-27T00:00:00.000,2016
891,892,CHARLEY,M,2011,Cocker Spaniel,11207,2014-12-03T00:00:00.000,2018-12-03T00:00:00.000,2016
892,893,LUCA,M,2009,Maltese,10028,2014-12-03T00:00:00.000,2019-12-03T00:00:00.000,2016
893,894,BLUE,M,2013,Rottweiler,10002,2014-12-03T00:00:00.000,2019-01-22T00:00:00.000,2016
894,895,BLYTHE,F,2012,Schipperke,11106,2014-12-03T00:00:00.000,2019-12-03T00:00:00.000,2016
895,896,SOPHIA,F,2003,Unknown,10024,2014-12-04T00:00:00.000,2017-11-23T00:00:00.000,2016
896,897,BELLA,F,2009,Maltese,10467,2014-12-04T00:00:00.000,2016-12-04T00:00:00.000,2016
897,898,TYAPA,M,2004,Yorkshire Terrier,11220,2014-12-04T00:00:00.000,2016-11-30T00:00:00.000,2016
898,899,TEXACO,M,2013,Labrador Retriever,11201,2014-12-05T00:00:00.000,2019-12-05T00:00:00.000,2016
899,900,DOLCE,F,2008,"Dachshund, Wirehaired, Miniature",10023,2014-12-05T00:00:00.000,2017-12-05T00:00:00.000,2016
900,901,MIA,F,2006,Unknown,10025,2014-12-05T00:00:00.000,2019-12-13T00:00:00.000,2016
901,902,APOLLO,M,2014,American Pit Bull Terrier/Pit Bull,11420,2014-12-05T00:00:00.000,2017-12-05T00:00:00.000,2016
902,903,BENTLEY,M,2012,American Pit Bull Terrier/Pit Bull,10027,2014-12-05T00:00:00.000,2019-11-24T00:00:00.000,2016
903,904,SAIYA,F,2008,Shih Tzu,10312,2014-12-06T00:00:00.000,2019-12-17T00:00:00.000,2016
904,905,ELLA,F,2011,Border Collie,11104,2014-12-06T00:00:00.000,2016-07-06T00:00:00.000,2016
905,906,HAZEL,F,2013,Bull Terrier,10014,2014-12-07T00:00:00.000,2018-09-12T00:00:00.000,2016
906,907,CHARLIE,F,2012,Shih Tzu,10014,2014-12-07T00:00:00.000,2019-11-10T00:00:00.000,2016
907,908,REX,M,2013,German Shepherd Dog,11223,2014-12-07T00:00:00.000,2019-12-07T00:00:00.000,2016
908,909,BILLY,M,2014,Australian Cattledog,10312,2014-12-07T00:00:00.000,2019-12-07T00:00:00.000,2016
909,910,NAME NOT PROVIDED,M,2013,Pomeranian,11432,2014-12-07T00:00:00.000,2019-11-19T00:00:00.000,2016
910,911,AUGUSTUS,M,2011,American Pit Bull Terrier/Pit Bull,10026,2014-12-07T00:00:00.000,2016-12-25T00:00:00.000,2016
911,912,PUMPKIN,F,2009,American Pit Bull Terrier/Pit Bull,10026,2014-12-07T00:00:00.000,2016-12-20T00:00:00.000,2016
912,913,MAHALO,F,2009,French Bulldog,11373,2014-12-08T00:00:00.000,2019-12-08T00:00:00.000,2016
913,914,BEAR,M,2014,German Shepherd Dog,11222,2014-12-08T00:00:00.000,2016-12-08T00:00:00.000,2016
914,915,CHOCOLATE,F,2001,"Dachshund, Long Haired Miniature",10019,2014-12-08T00:00:00.000,2019-12-08T00:00:00.000,2016
915,916,KELLY,F,2010,Labrador Retriever Crossbreed,11367,2014-12-08T00:00:00.000,2017-12-11T00:00:00.000,2016
916,917,TUCKER,M,2011,Pug,11102,2014-12-08T00:00:00.000,2016-12-08T00:00:00.000,2016
917,918,CEE-CEE,F,2000,Cane Corso,10462,2014-12-09T00:00:00.000,2016-12-09T00:00:00.000,2016
918,919,DASH,M,2011,Cavalier King Charles Spaniel,11228,2014-12-09T00:00:00.000,2016-12-09T00:00:00.000,2016
919,920,HANNAH,F,2006,Unknown,11209,2014-12-09T00:00:00.000,2019-12-29T00:00:00.000,2016
920,921,APACHE,M,2013,Unknown,10003,2014-12-09T00:00:00.000,2019-12-12T00:00:00.000,2016
921,922,COCO,M,2014,Cocker Spaniel,11377,2014-12-09T00:00:00.000,2018-12-09T00:00:00.000,2016
922,923,OBI,M,2010,Unknown,11221,2014-12-09T00:00:00.000,2017-11-01T00:00:00.000,2016
923,924,RUFUS,M,2013,Unknown,11102,2014-12-09T00:00:00.000,2017-12-25T00:00:00.000,2016
924,925,GUINNESS,M,2014,Labrador Retriever,11217,2014-12-09T00:00:00.000,2018-12-09T00:00:00.000,2016
925,926,LEXI,F,2010,Labrador Retriever,11375,2014-12-09T00:00:00.000,2017-12-09T00:00:00.000,2016
926,927,HANDSOME,M,2012,"Bull Dog, English",10302,2014-12-10T00:00:00.000,2019-12-07T00:00:00.000,2016
927,928,NEVYN,M,2012,Wheaton Terrier,10301,2014-12-10T00:00:00.000,2019-12-09T00:00:00.000,2016
928,929,BAXTER,M,2012,"Schnauzer, Miniature",10010,2014-12-10T00:00:00.000,2019-12-27T00:00:00.000,2016
929,930,MADIGAN,F,2011,Havanese,10010,2014-12-10T00:00:00.000,2017-12-12T00:00:00.000,2016
